Time,"Apparent_viscosity","Gas_Density","Gas_Mobility","Gas_Pressure","Gas_Saturation","Gas_Saturation_mean","Gas_Viscosity","Permeability","Porosity","Pressure","Total_Mobility","Velocity:0","Velocity:1","Velocity:2","Water_Mobility","Water_Pressure","Water_Saturation","Water_Saturation_mean","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
100,1.2309e-13,1,5.7716e+12,0.28034,0.41193,0.41418,2.94e-14,-13,0.25,0.28034,8.1242e+12,1,0,0,2.3526e+12,0.28034,0.58807,0.58582,1,0.81,0.81,0,0
100,1.2477e-13,1,5.6181e+12,0.26802,0.40641,0.409,2.94e-14,-13,0.25,0.26802,8.015e+12,1,-9.0244e-14,0,2.3969e+12,0.26802,0.59359,0.591,1,0.82,0.82,0,0
100,1.2688e-13,1,5.428e+12,0.25552,0.39948,0.40265,2.94e-14,-13,0.25,0.25552,7.8812e+12,1,-1.639e-14,0,2.4532e+12,0.25552,0.60052,0.59735,1,0.83,0.83,0,0
100,1.2985e-13,1,5.1682e+12,0.2428,0.3898,0.39408,2.94e-14,-13,0.25,0.2428,7.7011e+12,1,-7.5365e-14,0,2.5329e+12,0.2428,0.6102,0.60592,1,0.84,0.84,0,0
100,1.3468e-13,1,4.7597e+12,0.22974,0.37408,0.38075,2.94e-14,-13,0.25,0.22974,7.4248e+12,1,1.3377e-13,0,2.6652e+12,0.22974,0.62592,0.61925,1,0.85,0.85,0,0
100,1.4449e-13,1,3.9739e+12,0.21608,0.34181,0.35479,2.94e-14,-13,0.25,0.21608,6.9209e+12,1,2.0672e-13,0,2.9471e+12,0.21608,0.65819,0.64521,1,0.86,0.86,0,0
100,1.6903e-13,1,2.033e+12,0.201,0.24448,0.28125,2.94e-14,-13,0.25,0.201,5.9161e+12,1,7.8051e-14,0,3.8831e+12,0.201,0.75552,0.71875,1,0.87,0.87,0,0
100,1.5686e-13,1,4.1937e+10,0.18468,0.035113,0.06969,2.94e-14,-13,0.25,0.18468,6.3753e+12,1,1.2109e-14,0,6.3334e+12,0.18468,0.96489,0.93031,1,0.88,0.88,0,0
100,1.4708e-13,1,2.4504e+06,0.16906,0.00026841,0.0005368,2.94e-14,-13,0.25,0.16906,6.7991e+12,1,8.6633e-14,0,6.7991e+12,0.16906,0.99973,0.99946,1,0.89,0.89,0,0
100,1.47e-13,1,0,0.15435,6.7481e-09,1.3518e-08,2.94e-14,-13,0.25,0.15435,6.8027e+12,1,8.7316e-15,0,6.8027e+12,0.15435,1,1,1,0.9,0.9,0,0
100,1.47e-13,1,0,0.13965,-2.1826e-11,-2.1826e-11,2.94e-14,-13,0.25,0.13965,6.8027e+12,1,-6.5899e-14,0,6.8027e+12,0.13965,1,1,1,0.91,0.91,0,0
100,1.47e-13,1,0,0.12495,-3.9963e-11,-3.9963e-11,2.94e-14,-13,0.25,0.12495,6.8027e+12,1,-5.8156e-14,0,6.8027e+12,0.12495,1,1,1,0.92,0.92,0,0
100,1.47e-13,1,0,0.11025,-1.9007e-11,-1.9007e-11,2.94e-14,-13,0.25,0.11025,6.8027e+12,1,6.5899e-14,0,6.8027e+12,0.11025,1,1,1,0.93,0.93,0,0
100,1.47e-13,1,0,0.09555,-7.0812e-11,-7.0812e-11,2.94e-14,-13,0.25,0.09555,6.8027e+12,1,3.7315e-14,0,6.8027e+12,0.09555,1,1,1,0.94,0.94,0,0
100,1.47e-13,1,0,0.08085,-4.3729e-11,-4.3729e-11,2.94e-14,-13,0.25,0.08085,6.8027e+12,1,-3.3773e-15,0,6.8027e+12,0.08085,1,1,1,0.95,0.95,0,0
100,1.47e-13,1,0,0.06615,-1.0674e-10,-1.0674e-10,2.94e-14,-13,0.25,0.06615,6.8027e+12,1,0,0,6.8027e+12,0.06615,1,1,1,0.96,0.96,0,0
100,1.47e-13,1,0,0.05145,1.4055e-11,1.4055e-11,2.94e-14,-13,0.25,0.05145,6.8027e+12,1,-7.7431e-15,0,6.8027e+12,0.05145,1,1,1,0.97,0.97,0,0
100,1.47e-13,1,0,0.03675,-1.7128e-11,-1.7128e-11,2.94e-14,-13,0.25,0.03675,6.8027e+12,1,8.2373e-15,0,6.8027e+12,0.03675,1,1,1,0.98,0.98,0,0
100,1.47e-13,1,0,0.02205,-2.0967e-11,-2.0967e-11,2.94e-14,-13,0.25,0.02205,6.8027e+12,1,1.2603e-14,0,6.8027e+12,0.02205,1,1,1,0.99,0.99,0,0
100,1.47e-13,1,0,0.00735,-4.7267e-12,-4.7264e-12,2.94e-14,-13,0.25,0.00735,6.8027e+12,1,7.8255e-16,0,6.8027e+12,0.00735,1,1,1,1,1,0,0
