Time,"Apparent_viscosity","Gas_Density","Gas_Mobility","Gas_Pressure","Gas_Saturation","Gas_Saturation_mean","Gas_Viscosity","Permeability","Porosity","Pressure","Total_Mobility","Velocity:0","Velocity:1","Velocity:2","Water_Mobility","Water_Pressure","Water_Saturation","Water_Saturation_mean","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
100,4.6772e-14,1,2.1072e+13,4.5776,0.7871,0.7895,2.94e-14,-13,0.25,4.5776,2.138e+13,1,1.3331e-11,0,3.0835e+11,4.5776,0.2129,0.2105,1,0.48,0.48,0,0
100,4.7335e-14,1,2.0803e+13,4.4752,0.78205,0.78453,2.94e-14,-13,0.25,4.4752,2.1126e+13,1,3.2937e-12,0,3.2315e+11,4.4752,0.21795,0.21547,1,0.49,0.49,0,0
100,4.794e-14,1,2.052e+13,4.3728,0.77672,0.77933,2.94e-14,-13,0.25,4.3728,2.086e+13,1,6.0544e-15,0,3.3913e+11,4.3728,0.22328,0.22067,1,0.5,0.5,0,0
100,4.8603e-14,1,2.0218e+13,4.2704,0.77098,0.77376,2.94e-14,-13,0.25,4.2704,2.0575e+13,1,1.2109e-14,0,3.5679e+11,4.2704,0.22902,0.22624,1,0.51,0.51,0,0
100,4.9357e-14,1,1.9884e+13,4.168,0.76458,0.76764,2.94e-14,-13,0.25,4.168,2.0261e+13,1,-3.6327e-14,0,3.7704e+11,4.168,0.23542,0.23236,1,0.52,0.52,0,0
100,5.0265e-14,1,1.9493e+13,4.0655,0.75703,0.76057,2.94e-14,-13,0.25,4.0655,1.9895e+13,1,6.1898e-12,0,4.016e+11,4.0655,0.24297,0.23943,1,0.53,0.53,0,0
100,5.1461e-14,1,1.8998e+13,3.9629,0.74736,0.75176,2.94e-14,-13,0.25,3.9629,1.9432e+13,1,1.0673e-11,0,4.3421e+11,3.9629,0.25264,0.24824,1,0.54,0.54,0,0
100,5.3283e-14,1,1.8283e+13,3.8603,0.73317,0.73936,2.94e-14,-13,0.25,3.8603,1.8768e+13,1,-2.9778e-12,0,4.8435e+11,3.8603,0.26683,0.26064,1,0.55,0.55,0,0
100,5.6819e-14,1,1.7017e+13,3.7576,0.70732,0.718,2.94e-14,-13,0.25,3.7576,1.76e+13,1,1.4008e-12,0,5.8273e+11,3.7576,0.29268,0.282,1,0.56,0.56,0,0
100,6.78e-14,1,1.386e+13,3.6548,0.63833,0.66489,2.94e-14,-13,0.25,3.6548,1.4749e+13,1,-2.4429e-12,0,8.8981e+11,3.6548,0.36167,0.33511,1,0.57,0.57,0,0
100,1.6317e-13,1,2.5309e+12,3.5524,0.27278,0.40348,2.94e-14,-13,0.25,3.5524,6.1285e+12,1,-6.4699e-13,0,3.5976e+12,3.5524,0.72722,0.59652,1,0.58,0.58,0,0
100,1.47e-13,1,0,3.4599,-0.0042545,-0.0042545,2.94e-14,-13,0.25,3.4599,6.8027e+12,1,-2.0906e-12,0,6.8027e+12,3.4599,1.0043,1.0043,1,0.59,0.59,0,0
100,1.47e-13,1,0,3.3765,1.9419e-09,1.9419e-09,2.94e-14,-13,0.25,3.3765,6.8027e+12,1,-2.6117e-12,0,6.8027e+12,3.3765,1,1,1,0.6,0.6,0,0
100,1.47e-13,1,0,3.2931,-7.9406e-10,-7.9406e-10,2.94e-14,-13,0.25,3.2931,6.8027e+12,1,1.63e-12,0,6.8027e+12,3.2931,1,1,1,0.61,0.61,0,0
100,1.47e-13,1,0,3.2097,-1.2331e-10,-1.2331e-10,2.94e-14,-13,0.25,3.2097,6.8027e+12,1,5.2719e-13,0,6.8027e+12,3.2097,1,1,1,0.62,0.62,0,0
100,1.47e-13,1,0,3.1264,-2.1333e-09,-2.1333e-09,2.94e-14,-13,0.25,3.1264,6.8027e+12,1,3.654e-12,0,6.8027e+12,3.1264,1,1,1,0.63,0.63,0,0
100,1.47e-13,1,0,3.043,-8.1065e-11,-8.1065e-11,2.94e-14,-13,0.25,3.043,6.8027e+12,1,5.1508e-13,0,6.8027e+12,3.043,1,1,1,0.64,0.64,0,0
100,1.47e-13,1,0,2.9596,-1.3293e-09,-1.3293e-09,2.94e-14,-13,0.25,2.9596,6.8027e+12,1,5.1508e-13,0,6.8027e+12,2.9596,1,1,1,0.65,0.65,0,0
100,1.47e-13,1,0,2.8763,-8.3004e-10,-8.3003e-10,2.94e-14,-13,0.25,2.8763,6.8027e+12,1,1.6058e-12,0,6.8027e+12,2.8763,1,1,1,0.66,0.66,0,0
100,1.47e-13,1,0,2.7929,-3.3432e-10,-3.3432e-10,2.94e-14,-13,0.25,2.7929,6.8027e+12,1,0,0,6.8027e+12,2.7929,1,1,1,0.67,0.67,0,0
100,1.47e-13,1,0,2.7095,-5.0834e-10,-5.0834e-10,2.94e-14,-13,0.25,2.7095,6.8027e+12,1,-5.0297e-13,0,6.8027e+12,2.7095,1,1,1,0.68,0.68,0,0
