Tempo (s)	Pressão (MPa)
2.45643e+04	8.61100e-01
2.45744e+04	8.69700e-01
2.45846e+04	8.59900e-01
2.45947e+04	8.67400e-01
2.46049e+04	8.68600e-01
2.46150e+04	8.84900e-01
2.46251e+04	8.81900e-01
2.46353e+04	8.65800e-01
2.46455e+04	8.61800e-01
2.46555e+04	8.63000e-01
2.46657e+04	8.64900e-01
2.46758e+04	8.65400e-01
2.46858e+04	8.63500e-01
2.46959e+04	8.69600e-01
2.47061e+04	8.65100e-01
2.47161e+04	8.67700e-01
2.47263e+04	8.61200e-01
2.47364e+04	8.60900e-01
2.47466e+04	8.62800e-01
2.47567e+04	8.95300e-01
2.47668e+04	8.74600e-01
2.47768e+04	8.70200e-01
2.47870e+04	8.64700e-01
2.47973e+04	8.67200e-01
2.48073e+04	8.66100e-01
2.48175e+04	8.64600e-01
2.48277e+04	8.72500e-01
2.48379e+04	8.70300e-01
2.48482e+04	8.91600e-01
2.48582e+04	8.73100e-01
2.48683e+04	9.44800e-01
2.48784e+04	9.54800e-01
2.48884e+04	9.49000e-01
2.48986e+04	8.97100e-01
2.49087e+04	8.82000e-01
2.49189e+04	8.83300e-01
2.49289e+04	8.68200e-01
2.49392e+04	8.77200e-01
2.49494e+04	8.71000e-01
2.49596e+04	8.68600e-01
2.49697e+04	8.75200e-01
2.49798e+04	8.70100e-01
2.49898e+04	8.94800e-01
2.49998e+04	8.75900e-01
2.50101e+04	9.38400e-01
2.50202e+04	9.26400e-01
2.50303e+04	8.93000e-01
2.50404e+04	8.71900e-01
2.50506e+04	8.74700e-01
2.50608e+04	8.75400e-01
2.50710e+04	8.70800e-01
2.50812e+04	8.68500e-01
2.50914e+04	8.70300e-01
2.51015e+04	9.06400e-01
2.51118e+04	8.89000e-01
2.51219e+04	8.69400e-01
2.51320e+04	8.74500e-01
2.51421e+04	8.70400e-01
2.51524e+04	8.76400e-01
2.51625e+04	8.73300e-01
2.51725e+04	8.71900e-01
2.51825e+04	8.75000e-01
2.51926e+04	8.80200e-01
2.52027e+04	9.18000e-01
2.52129e+04	8.89700e-01
2.52230e+04	8.74600e-01
2.52331e+04	8.78400e-01
2.52431e+04	8.76400e-01
2.52532e+04	8.71700e-01
2.52632e+04	8.72700e-01
2.52735e+04	8.68200e-01
2.52837e+04	8.78100e-01
2.52937e+04	8.76200e-01
2.53038e+04	8.71200e-01
2.53139e+04	8.72500e-01
2.53240e+04	8.83500e-01
2.53343e+04	9.05400e-01
2.53446e+04	9.03100e-01
2.53546e+04	8.83000e-01
2.53648e+04	8.74300e-01
2.53750e+04	8.80500e-01
2.53850e+04	8.83100e-01
2.53953e+04	8.76400e-01
2.54055e+04	8.87200e-01
2.54157e+04	8.75800e-01
2.54259e+04	8.79400e-01
2.54361e+04	8.82100e-01
2.54463e+04	8.78800e-01
2.54564e+04	8.77100e-01
2.54665e+04	8.86600e-01
2.54769e+04	8.82200e-01
2.54870e+04	8.79800e-01
2.54970e+04	8.85900e-01
2.55070e+04	8.76000e-01
2.55172e+04	8.80100e-01
2.55272e+04	8.84600e-01
2.55372e+04	8.75400e-01
2.55473e+04	8.74900e-01
2.55575e+04	8.77700e-01
2.55680e+04	8.84900e-01
2.55780e+04	8.92200e-01
2.55882e+04	8.79500e-01
2.55984e+04	8.80800e-01
2.56085e+04	8.79100e-01
2.56187e+04	8.84600e-01
2.56287e+04	8.80700e-01
2.56390e+04	8.79300e-01
2.56491e+04	8.90500e-01
2.56593e+04	8.83300e-01
2.56694e+04	8.85300e-01
2.56795e+04	8.81500e-01
2.56897e+04	9.10300e-01
2.56997e+04	8.85300e-01
2.57097e+04	8.83800e-01
2.57201e+04	8.81800e-01
2.57302e+04	8.95600e-01
2.57404e+04	8.86100e-01
2.57506e+04	9.27800e-01
2.57608e+04	9.20400e-01
2.57710e+04	8.92700e-01
2.57812e+04	8.86400e-01
2.57912e+04	8.87900e-01
2.58013e+04	8.90100e-01
2.58113e+04	8.88200e-01
2.58213e+04	9.06700e-01
2.58313e+04	8.92800e-01
2.58416e+04	9.11500e-01
2.58518e+04	8.90100e-01
2.58618e+04	8.84600e-01
2.58719e+04	8.84900e-01
2.58819e+04	8.93400e-01
2.58921e+04	8.88100e-01
2.59022e+04	8.94300e-01
2.59125e+04	8.99400e-01
2.59227e+04	9.06000e-01
2.59328e+04	8.88600e-01
2.59428e+04	9.03900e-01
2.59528e+04	9.03800e-01
2.59629e+04	8.98200e-01
2.59731e+04	9.09800e-01
2.59832e+04	8.95900e-01
2.59932e+04	8.88400e-01
2.60033e+04	8.94500e-01
2.60134e+04	9.03100e-01
2.60237e+04	8.94300e-01
2.60337e+04	8.87400e-01
2.60437e+04	9.06300e-01
2.60537e+04	9.01200e-01
2.60639e+04	9.07400e-01
2.60740e+04	8.91400e-01
2.60844e+04	9.01900e-01
2.60946e+04	8.94800e-01
2.61046e+04	8.90800e-01
2.61149e+04	8.91800e-01
2.61250e+04	9.04600e-01
2.61352e+04	9.01200e-01
2.61453e+04	8.91700e-01
2.61555e+04	8.93300e-01
2.61659e+04	8.96700e-01
2.61759e+04	9.14600e-01
2.61859e+04	9.03100e-01
2.61960e+04	8.98100e-01
2.62060e+04	9.05300e-01
2.62162e+04	9.23400e-01
2.62263e+04	8.92500e-01
2.62365e+04	9.34800e-01
2.62465e+04	9.27000e-01
2.62567e+04	9.04100e-01
2.62670e+04	8.93100e-01
2.62771e+04	9.16300e-01
2.62874e+04	8.95400e-01
2.62977e+04	8.91500e-01
2.63078e+04	8.95200e-01
2.63181e+04	9.04100e-01
2.63281e+04	8.96100e-01
2.63382e+04	8.92400e-01
2.63483e+04	8.96000e-01
2.63583e+04	9.25700e-01
2.63684e+04	9.19200e-01
2.63785e+04	9.12400e-01
2.63887e+04	8.98100e-01
2.63989e+04	8.94900e-01
2.64089e+04	9.00200e-01
2.64191e+04	8.92100e-01
2.64293e+04	8.93800e-01
2.64393e+04	8.90500e-01
2.64495e+04	8.94300e-01
2.64598e+04	8.95200e-01
2.64701e+04	8.88800e-01
2.64803e+04	9.05300e-01
2.64904e+04	8.95200e-01
2.65004e+04	9.14100e-01
2.65104e+04	9.13600e-01
2.65205e+04	8.88100e-01
2.65307e+04	8.91800e-01
2.65409e+04	8.97300e-01
2.65510e+04	8.87800e-01
2.65612e+04	8.88800e-01
2.65714e+04	8.88100e-01
2.65814e+04	8.95500e-01
2.65916e+04	8.94100e-01
2.66018e+04	8.88900e-01
2.66120e+04	8.87300e-01
2.66223e+04	9.05700e-01
2.66325e+04	8.92700e-01
2.66425e+04	8.90100e-01
2.66529e+04	8.99600e-01
2.66629e+04	8.98900e-01
2.66729e+04	9.13200e-01
2.67338e+04	9.95400e-01
2.67441e+04	9.84100e-01
2.67544e+04	9.77000e-01
2.67644e+04	9.86100e-01
2.67747e+04	9.65200e-01
2.67847e+04	9.53300e-01
2.67950e+04	9.62500e-01
2.68051e+04	9.40800e-01
2.68153e+04	9.35600e-01
2.68255e+04	9.36100e-01
2.68355e+04	9.41800e-01
2.68457e+04	9.53500e-01
2.68557e+04	9.30900e-01
2.68658e+04	9.29600e-01
2.68759e+04	9.26700e-01
2.68859e+04	9.39800e-01
2.68960e+04	9.38500e-01
2.69065e+04	9.61100e-01
2.69168e+04	9.62500e-01
2.69268e+04	9.31000e-01
2.69474e+04	9.20500e-01
2.69574e+04	9.33100e-01
2.69676e+04	9.04300e-01
2.69777e+04	9.20300e-01
2.69878e+04	9.03300e-01
2.69981e+04	8.95100e-01
2.70084e+04	9.04900e-01
2.70186e+04	8.90200e-01
2.70286e+04	9.07800e-01
2.70387e+04	9.01500e-01
2.70488e+04	8.96500e-01
2.70692e+04	9.00700e-01
2.70796e+04	9.13300e-01
2.70897e+04	8.89200e-01
2.70998e+04	8.90800e-01
2.71100e+04	8.85500e-01
2.71202e+04	8.88400e-01
2.71303e+04	9.10700e-01
2.71403e+04	9.34000e-01
2.71505e+04	8.95100e-01
2.71607e+04	9.08400e-01
2.71707e+04	8.91300e-01
2.71808e+04	8.98400e-01
2.71908e+04	8.96300e-01
2.72010e+04	8.94400e-01
2.72111e+04	8.89100e-01
2.72213e+04	8.93600e-01
2.72313e+04	8.91000e-01
2.72415e+04	8.90800e-01
2.72516e+04	8.96500e-01
2.72620e+04	8.89600e-01
2.72723e+04	8.92200e-01
2.72826e+04	8.91500e-01
2.72928e+04	8.92600e-01
2.73032e+04	8.91800e-01
2.73133e+04	8.89500e-01
2.73233e+04	9.13500e-01
2.73333e+04	8.96300e-01
2.73434e+04	8.94500e-01
2.73536e+04	8.94200e-01
2.73637e+04	8.94800e-01
2.73737e+04	8.91300e-01
2.73839e+04	9.26700e-01
2.73940e+04	9.24300e-01
2.74044e+04	9.03500e-01
2.74145e+04	9.83800e-01
2.74246e+04	9.25900e-01
2.74347e+04	9.47200e-01
2.74449e+04	8.95500e-01
2.74549e+04	9.41100e-01
2.74651e+04	9.47100e-01
2.74754e+04	9.47400e-01
2.74855e+04	9.36200e-01
2.74956e+04	9.00200e-01
2.75056e+04	9.16100e-01
2.75157e+04	9.00700e-01
2.75260e+04	8.98300e-01
2.75363e+04	9.11300e-01
2.75463e+04	9.02400e-01
2.75565e+04	9.26300e-01
2.75666e+04	9.14200e-01
2.75766e+04	9.03900e-01
2.75868e+04	9.36700e-01
2.75969e+04	9.21500e-01
2.76069e+04	9.08500e-01
2.76173e+04	9.22400e-01
2.76275e+04	9.14600e-01
2.76376e+04	9.04200e-01
2.76477e+04	9.02300e-01
2.76578e+04	9.09300e-01
2.76678e+04	9.00000e-01
2.76779e+04	9.22400e-01
2.76881e+04	9.28900e-01
2.76982e+04	9.04600e-01
2.77084e+04	8.99400e-01
2.77185e+04	8.99100e-01
2.77286e+04	8.96000e-01
2.77386e+04	9.08300e-01
2.77489e+04	9.03300e-01
2.77589e+04	9.27800e-01
2.77689e+04	9.14600e-01
2.77791e+04	9.04600e-01
2.77891e+04	9.33100e-01
2.77993e+04	9.25600e-01
2.78095e+04	9.27500e-01
2.78195e+04	8.96200e-01
2.78299e+04	8.92600e-01
2.78400e+04	8.93800e-01
2.78501e+04	8.94600e-01
2.78602e+04	8.93500e-01
2.78704e+04	8.90200e-01
2.78806e+04	9.12000e-01
2.78907e+04	9.02300e-01
2.79007e+04	9.08200e-01
2.79110e+04	8.98100e-01
2.79210e+04	8.96600e-01
2.79311e+04	8.97400e-01
2.79412e+04	9.00000e-01
2.79513e+04	9.01100e-01
2.79613e+04	8.95600e-01
2.79714e+04	8.97500e-01
2.79815e+04	8.94800e-01
2.79918e+04	8.98100e-01
2.80018e+04	8.98300e-01
2.80118e+04	8.99200e-01
2.80218e+04	9.00700e-01
2.80321e+04	8.96300e-01
2.80422e+04	9.01900e-01
2.80522e+04	9.19800e-01
2.80623e+04	9.48400e-01
2.80725e+04	9.10800e-01
2.80825e+04	9.01000e-01
2.80928e+04	9.03600e-01
2.81030e+04	9.02000e-01
2.81131e+04	9.02900e-01
2.81232e+04	9.12400e-01
2.81333e+04	9.10200e-01
2.81434e+04	9.05500e-01
2.81534e+04	9.02200e-01
2.81639e+04	9.04200e-01
2.81740e+04	9.13900e-01
2.81840e+04	9.01500e-01
2.81941e+04	9.01700e-01
2.82044e+04	9.00100e-01
2.82146e+04	9.02200e-01
2.82247e+04	9.03300e-01
2.82347e+04	9.12800e-01
2.82450e+04	9.05100e-01
2.82551e+04	9.14200e-01
2.82651e+04	9.08600e-01
2.82751e+04	9.14800e-01
2.82853e+04	9.03900e-01
2.82954e+04	9.05900e-01
2.83055e+04	9.51300e-01
2.83156e+04	9.79300e-01
2.83258e+04	9.36300e-01
2.83360e+04	9.99500e-01
2.83462e+04	1.04780e+00
2.83565e+04	1.05190e+00
2.83669e+04	1.05160e+00
2.83769e+04	1.06090e+00
2.83870e+04	1.06400e+00
2.83971e+04	1.06050e+00
2.84074e+04	1.05630e+00
2.84176e+04	1.04840e+00
2.84277e+04	1.03150e+00
2.84377e+04	1.01390e+00
2.84479e+04	1.00140e+00
2.84582e+04	9.96400e-01
2.84682e+04	9.96400e-01
2.84784e+04	1.00100e+00
2.84884e+04	9.99300e-01
2.84985e+04	1.00810e+00
2.85086e+04	9.92000e-01
2.85188e+04	9.51100e-01
2.85289e+04	9.36600e-01
2.85390e+04	9.45600e-01
2.85494e+04	9.32600e-01
2.85596e+04	9.13400e-01
2.85697e+04	9.24300e-01
2.85799e+04	9.09300e-01
2.85900e+04	9.21700e-01
2.86000e+04	9.20600e-01
2.86101e+04	9.17700e-01
2.86203e+04	9.05500e-01
2.86305e+04	8.80200e-01
2.86406e+04	8.77400e-01
2.86500e+04	8.72900e-01
2.86699e+04	8.81500e-01
2.86801e+04	8.78000e-01
2.86903e+04	8.73000e-01
2.87004e+04	8.76000e-01
2.87108e+04	8.77100e-01
2.87208e+04	8.76900e-01
2.87311e+04	8.83700e-01
2.87414e+04	9.16800e-01
2.87515e+04	9.26600e-01
2.87619e+04	9.36300e-01
2.87719e+04	9.17400e-01
2.87820e+04	9.02600e-01
2.87922e+04	8.96800e-01
2.88023e+04	8.77000e-01
2.88127e+04	9.06600e-01
2.88229e+04	9.44000e-01
2.88330e+04	9.21400e-01
2.88431e+04	8.84400e-01
2.88532e+04	8.72000e-01
2.88632e+04	8.70400e-01
2.88733e+04	8.75200e-01
2.88835e+04	8.93400e-01
2.88936e+04	8.83400e-01
2.89036e+04	8.84000e-01
2.89137e+04	8.67600e-01
2.89239e+04	8.78000e-01
2.89341e+04	8.66000e-01
2.89442e+04	8.70400e-01
2.89544e+04	8.72300e-01
2.89644e+04	8.76100e-01
2.89745e+04	8.87900e-01
2.89848e+04	8.74500e-01
2.89949e+04	8.73900e-01
2.90053e+04	8.78400e-01
2.90155e+04	8.69300e-01
2.90255e+04	8.72800e-01
2.90356e+04	8.75800e-01
2.90458e+04	8.76100e-01
2.90558e+04	8.80700e-01
2.90661e+04	8.75200e-01
2.90763e+04	8.85800e-01
2.90867e+04	8.68900e-01
2.90967e+04	8.77000e-01
2.91069e+04	8.84600e-01
2.91170e+04	8.76400e-01
2.91271e+04	9.07300e-01
2.91371e+04	8.90400e-01
2.91473e+04	8.75500e-01
2.91576e+04	8.77500e-01
2.91676e+04	8.81500e-01
2.91777e+04	8.75100e-01
2.91878e+04	8.80700e-01
2.91979e+04	8.71200e-01
2.92080e+04	8.71100e-01
2.92180e+04	8.80800e-01
2.92281e+04	8.75700e-01
2.92382e+04	8.87400e-01
2.92483e+04	8.75500e-01
2.92583e+04	8.75600e-01
2.92683e+04	8.85100e-01
2.92785e+04	8.87900e-01
2.92885e+04	8.78000e-01
2.92986e+04	8.81300e-01
2.93091e+04	8.71800e-01
2.93194e+04	8.78500e-01
2.93297e+04	9.04900e-01
2.93399e+04	8.98700e-01
2.93500e+04	8.72700e-01
2.93601e+04	8.76500e-01
2.93704e+04	8.80900e-01
2.93804e+04	8.76600e-01
2.93905e+04	8.77500e-01
2.94005e+04	8.78100e-01
2.94106e+04	8.75200e-01
2.94207e+04	8.69900e-01
2.94308e+04	8.74500e-01
2.94410e+04	8.79100e-01
2.94511e+04	9.00000e-01
2.94613e+04	8.77900e-01
2.94714e+04	8.75700e-01
2.94815e+04	8.76900e-01
2.94916e+04	8.72000e-01
2.95016e+04	8.79100e-01
2.95117e+04	9.18000e-01
2.95219e+04	8.86400e-01
2.95322e+04	8.78900e-01
2.95423e+04	8.78800e-01
2.95525e+04	8.81800e-01
2.95626e+04	8.78100e-01
2.95727e+04	8.88300e-01
2.95828e+04	8.75300e-01
2.95928e+04	8.76800e-01
2.96030e+04	8.87400e-01
2.96130e+04	9.03700e-01
2.96230e+04	8.98400e-01
2.96332e+04	8.94000e-01
2.96434e+04	8.98300e-01
2.96534e+04	9.03300e-01
2.96636e+04	8.95700e-01
2.96737e+04	8.75800e-01
2.96840e+04	8.81100e-01
2.96940e+04	8.78100e-01
2.97040e+04	8.96600e-01
2.97141e+04	8.99800e-01
2.97242e+04	8.93400e-01
2.97343e+04	8.95500e-01
2.97443e+04	8.89800e-01
2.97544e+04	8.87700e-01
2.97646e+04	8.98700e-01
2.97747e+04	9.03700e-01
2.97848e+04	8.99700e-01
2.97950e+04	8.92400e-01
2.98051e+04	8.88100e-01
2.98154e+04	8.97300e-01
2.98255e+04	9.22600e-01
2.98356e+04	9.00000e-01
2.98457e+04	8.86100e-01
2.98558e+04	8.89100e-01
2.98660e+04	8.88700e-01
2.98762e+04	8.99300e-01
2.98863e+04	8.88200e-01
2.98963e+04	8.90600e-01
2.99064e+04	9.24700e-01
2.99167e+04	8.97500e-01
2.99268e+04	9.10400e-01
2.99370e+04	9.05700e-01
2.99470e+04	8.99900e-01
2.99570e+04	9.06100e-01
2.99672e+04	9.03200e-01
2.99774e+04	9.04100e-01
2.99877e+04	9.24200e-01
2.99977e+04	9.07300e-01
3.00079e+04	8.99600e-01
3.00180e+04	8.96100e-01
3.00281e+04	8.93800e-01
3.00383e+04	9.04400e-01
3.00483e+04	8.97900e-01
3.00586e+04	9.07500e-01
3.00690e+04	9.12100e-01
3.00792e+04	8.98900e-01
3.00893e+04	8.98700e-01
3.00994e+04	9.09000e-01
3.01094e+04	9.05100e-01
3.01196e+04	8.96100e-01
3.01296e+04	9.02800e-01
3.01399e+04	9.07700e-01
3.01501e+04	9.02500e-01
3.01603e+04	9.11100e-01
3.01704e+04	9.07000e-01
3.01804e+04	9.02200e-01
3.01905e+04	9.23900e-01
3.02005e+04	9.29900e-01
3.02105e+04	9.18700e-01
3.02207e+04	9.11500e-01
3.02309e+04	9.03500e-01
3.02409e+04	9.04700e-01
3.02511e+04	9.27700e-01
3.02613e+04	9.19400e-01
3.02716e+04	9.05200e-01
3.02817e+04	8.96700e-01
3.02918e+04	9.02500e-01
3.03020e+04	8.98800e-01
3.03120e+04	9.02800e-01
3.03221e+04	8.97500e-01
3.03324e+04	9.00800e-01
3.03425e+04	9.00500e-01
3.03526e+04	9.72500e-01
3.03628e+04	9.91000e-01
3.03731e+04	9.97300e-01
3.03835e+04	9.34900e-01
3.03935e+04	9.06900e-01
3.04341e+04	8.91800e-01
3.04443e+04	8.97200e-01
3.04545e+04	8.95700e-01
3.04647e+04	8.94500e-01
3.04747e+04	8.97100e-01
3.04851e+04	8.95500e-01
3.04953e+04	9.43400e-01
3.05054e+04	9.45100e-01
3.05154e+04	9.53200e-01
3.05255e+04	9.43300e-01
3.05356e+04	9.25500e-01
3.05457e+04	8.98000e-01
3.05557e+04	9.13200e-01
3.05659e+04	8.92500e-01
3.05760e+04	8.85100e-01
3.05860e+04	8.85300e-01
3.05960e+04	8.85500e-01
3.06064e+04	8.87700e-01
3.06166e+04	8.84200e-01
3.06266e+04	8.95900e-01
3.06366e+04	8.89000e-01
3.06468e+04	8.99200e-01
3.06571e+04	8.93900e-01
3.06672e+04	8.97100e-01
3.06774e+04	8.87500e-01
3.06875e+04	8.87100e-01
3.06978e+04	8.83800e-01
3.07079e+04	8.82500e-01
3.07179e+04	9.50700e-01
3.07280e+04	9.89100e-01
3.07382e+04	9.81700e-01
3.07482e+04	9.99700e-01
3.07583e+04	1.00180e+00
3.07684e+04	9.85600e-01
3.07786e+04	9.66100e-01
3.07886e+04	9.56600e-01
3.07987e+04	9.33800e-01
3.08088e+04	8.93600e-01
3.08192e+04	8.72700e-01
3.08294e+04	8.78600e-01
3.08397e+04	8.78100e-01
3.08499e+04	8.83000e-01
3.08600e+04	9.69600e-01
3.08701e+04	1.02350e+00
3.08802e+04	1.04140e+00
3.08904e+04	1.00900e+00
3.09006e+04	9.85500e-01
3.09108e+04	9.66900e-01
3.09210e+04	9.61400e-01
3.09311e+04	9.33700e-01
3.09411e+04	8.81100e-01
3.09512e+04	8.68000e-01
3.09612e+04	8.67000e-01
3.09713e+04	8.66700e-01
3.09815e+04	8.69600e-01
3.09917e+04	9.62600e-01
3.10018e+04	9.43900e-01
3.10120e+04	9.13100e-01
3.10221e+04	9.26100e-01
3.10323e+04	9.27000e-01
3.10426e+04	9.06100e-01
3.10526e+04	8.66000e-01
3.10627e+04	8.67000e-01
3.10727e+04	8.64100e-01
3.10829e+04	8.63100e-01
3.10931e+04	8.73600e-01
3.11031e+04	8.72600e-01
3.11133e+04	8.67100e-01
3.11236e+04	8.69200e-01
3.11338e+04	8.68700e-01
3.11440e+04	8.83400e-01
3.11544e+04	8.81800e-01
3.11645e+04	8.84600e-01
3.11746e+04	8.73200e-01
3.11847e+04	8.66600e-01
3.11948e+04	8.98300e-01
3.12049e+04	9.02900e-01
3.12150e+04	8.95300e-01
3.12251e+04	8.72800e-01
3.12352e+04	8.77800e-01
3.12454e+04	8.78700e-01
3.12556e+04	8.73300e-01
3.12657e+04	9.15100e-01
3.12760e+04	8.77200e-01
3.12863e+04	8.85200e-01
3.12967e+04	8.97200e-01
3.13068e+04	8.95200e-01
3.13169e+04	9.02100e-01
3.13269e+04	9.05800e-01
3.13371e+04	9.58100e-01
3.13474e+04	9.43600e-01
3.13578e+04	9.34800e-01
3.13679e+04	8.80300e-01
3.13779e+04	8.86200e-01
3.13880e+04	8.84100e-01
3.13982e+04	9.15300e-01
3.14083e+04	9.04800e-01
3.14183e+04	8.76800e-01
3.14285e+04	8.75900e-01
3.14387e+04	8.84400e-01
3.14491e+04	8.72600e-01
3.14593e+04	8.78200e-01
3.14697e+04	8.79300e-01
3.14798e+04	8.74100e-01
3.14899e+04	8.84700e-01
3.15000e+04	9.10000e-01
3.15102e+04	9.13800e-01
3.15204e+04	8.89500e-01
3.15306e+04	8.81200e-01
3.15407e+04	8.74400e-01
3.15508e+04	8.71000e-01
3.15611e+04	8.95800e-01
3.15715e+04	9.04300e-01
3.15816e+04	8.75100e-01
3.15918e+04	8.77600e-01
3.16020e+04	8.90400e-01
3.16120e+04	8.88200e-01
3.16222e+04	8.77500e-01
3.16324e+04	8.86700e-01
3.16425e+04	8.81100e-01
3.16525e+04	8.81000e-01
3.16627e+04	8.77800e-01
3.16727e+04	8.78100e-01
3.16827e+04	8.78700e-01
3.16929e+04	8.83100e-01
3.17030e+04	8.76900e-01
3.17131e+04	8.95100e-01
3.17233e+04	8.76900e-01
3.17334e+04	8.85000e-01
3.17434e+04	8.79700e-01
3.17534e+04	8.79300e-01
3.17636e+04	8.89600e-01
3.17739e+04	8.83500e-01
3.17840e+04	8.80300e-01
3.17941e+04	8.84600e-01
3.18044e+04	8.92600e-01
3.18146e+04	8.82900e-01
3.18249e+04	8.88300e-01
3.18351e+04	8.89600e-01
3.18451e+04	8.91400e-01
3.18553e+04	8.99900e-01
3.18655e+04	8.89900e-01
3.18756e+04	9.21500e-01
3.18858e+04	9.10400e-01
3.18959e+04	9.02200e-01
3.19059e+04	8.93400e-01
3.19162e+04	8.93600e-01
3.19263e+04	8.98900e-01
3.19365e+04	8.93500e-01
3.19467e+04	9.12200e-01
3.19569e+04	9.02600e-01
3.19669e+04	9.02600e-01
3.19771e+04	9.03700e-01
3.19871e+04	9.01900e-01
3.19973e+04	9.02200e-01
3.20075e+04	9.05500e-01
3.20176e+04	9.04400e-01
3.20276e+04	9.32900e-01
3.20376e+04	9.22200e-01
3.20478e+04	9.10500e-01
3.20580e+04	9.13200e-01
3.20681e+04	9.16400e-01
3.20781e+04	9.16700e-01
3.20884e+04	9.40400e-01
3.20985e+04	9.16700e-01
3.21087e+04	9.22900e-01
3.21188e+04	9.20500e-01
3.21288e+04	9.38000e-01
3.21388e+04	9.12500e-01
3.21490e+04	9.32000e-01
3.21590e+04	9.20800e-01
3.21692e+04	9.16900e-01
3.21793e+04	9.18600e-01
3.21893e+04	9.17300e-01
3.21996e+04	9.20300e-01
3.22098e+04	1.02190e+00
3.22201e+04	1.05210e+00
3.22302e+04	1.05030e+00
3.22403e+04	1.04600e+00
3.22504e+04	1.04160e+00
3.22605e+04	1.03890e+00
3.22705e+04	1.04240e+00
3.22808e+04	1.04060e+00
3.22910e+04	1.03680e+00
3.23012e+04	1.04570e+00
3.23112e+04	1.04420e+00
3.23213e+04	1.03920e+00
3.23314e+04	1.03690e+00
3.23414e+04	1.02380e+00
3.23514e+04	1.02690e+00
3.23617e+04	1.02380e+00
3.23720e+04	9.91300e-01
3.23823e+04	9.78200e-01
3.23923e+04	9.89800e-01
3.24023e+04	9.89000e-01
3.24125e+04	9.65800e-01
3.24227e+04	9.43900e-01
3.24328e+04	9.49800e-01
3.24429e+04	9.63200e-01
3.24534e+04	9.63200e-01
3.24634e+04	9.33700e-01
3.24737e+04	9.24000e-01
3.24837e+04	9.17400e-01
3.24938e+04	9.29300e-01
3.25040e+04	9.25300e-01
3.25142e+04	9.22200e-01
3.25243e+04	9.20600e-01
3.25344e+04	9.15800e-01
3.25444e+04	9.02700e-01
3.25545e+04	9.11300e-01
3.25646e+04	9.13600e-01
3.25747e+04	8.96800e-01
3.25850e+04	9.20400e-01
3.25950e+04	9.33600e-01
3.26050e+04	9.22100e-01
3.26153e+04	9.19400e-01
3.26255e+04	9.04300e-01
3.26355e+04	8.99800e-01
3.26458e+04	9.17800e-01
3.26559e+04	9.34900e-01
3.26659e+04	9.16100e-01
3.26761e+04	9.20700e-01
3.26863e+04	9.18100e-01
3.26963e+04	9.10800e-01
3.27063e+04	9.41500e-01
3.27166e+04	9.42200e-01
3.27267e+04	9.22200e-01
3.27368e+04	9.19800e-01
3.27469e+04	9.23400e-01
3.27569e+04	9.29600e-01
3.27671e+04	9.27100e-01
3.27771e+04	9.19500e-01
3.27872e+04	9.30200e-01
3.27973e+04	9.39700e-01
3.28074e+04	9.37100e-01
3.28176e+04	9.26700e-01
3.28277e+04	9.36000e-01
3.28379e+04	9.28200e-01
3.28480e+04	9.22100e-01
3.28583e+04	9.35100e-01
3.28685e+04	9.24800e-01
3.28785e+04	9.28700e-01
3.28887e+04	9.28200e-01
3.28988e+04	9.25000e-01
3.29090e+04	9.27700e-01
3.29191e+04	9.31300e-01
3.29292e+04	9.24100e-01
3.29392e+04	9.54200e-01
3.29493e+04	9.32800e-01
3.29597e+04	9.28000e-01
3.29698e+04	9.32900e-01
3.29800e+04	9.29600e-01
3.29902e+04	9.34800e-01
3.30002e+04	9.36300e-01
3.30102e+04	9.39200e-01
3.30203e+04	9.35700e-01
3.30304e+04	9.33500e-01
3.30405e+04	9.37700e-01
3.30506e+04	9.31000e-01
3.30606e+04	9.55400e-01
3.30707e+04	9.42800e-01
3.30807e+04	9.43000e-01
3.30907e+04	9.39900e-01
3.31009e+04	9.51200e-01
3.31110e+04	9.60000e-01
3.31210e+04	9.47000e-01
3.31313e+04	9.44700e-01
3.31415e+04	9.44000e-01
3.31517e+04	9.45200e-01
3.31619e+04	9.55900e-01
3.31722e+04	9.42700e-01
3.31823e+04	9.42700e-01
3.31926e+04	9.47300e-01
3.32027e+04	9.46000e-01
3.32127e+04	9.48900e-01
3.32228e+04	9.49800e-01
3.32331e+04	9.70500e-01
3.32432e+04	9.99100e-01
3.32535e+04	9.96600e-01
3.32636e+04	9.94400e-01
3.32738e+04	9.85700e-01
3.32839e+04	9.85400e-01
3.32940e+04	9.78000e-01
3.33042e+04	9.78500e-01
3.33145e+04	9.67400e-01
3.33247e+04	9.70700e-01
3.33349e+04	9.64300e-01
3.33450e+04	9.55500e-01
3.33552e+04	9.48700e-01
3.33653e+04	9.54300e-01
3.33758e+04	9.46500e-01
3.33860e+04	9.68500e-01
3.33963e+04	9.76500e-01
3.34064e+04	9.64100e-01
3.34167e+04	9.61600e-01
3.34269e+04	9.74000e-01
3.34371e+04	9.87100e-01
3.34673e+04	9.56000e-01
3.34774e+04	9.74500e-01
3.34874e+04	9.62500e-01
3.34975e+04	9.68300e-01
3.35077e+04	9.66400e-01
3.35178e+04	9.47800e-01
3.35279e+04	9.73700e-01
3.35380e+04	9.71500e-01
