Tempo (s)	Pressão (MPa)
1.56634e+04	6.95700e-01
1.56734e+04	6.93200e-01
1.56837e+04	6.93900e-01
1.56938e+04	7.04500e-01
1.57039e+04	6.96900e-01
1.57141e+04	6.80700e-01
1.57243e+04	6.76300e-01
1.57348e+04	6.73000e-01
1.57448e+04	6.72200e-01
1.57548e+04	6.68400e-01
1.57651e+04	6.66800e-01
1.57752e+04	6.67300e-01
1.57853e+04	6.63300e-01
1.57953e+04	6.66900e-01
1.58056e+04	6.69400e-01
1.58157e+04	6.63600e-01
1.58258e+04	6.65000e-01
1.58359e+04	7.01700e-01
1.58459e+04	7.06300e-01
1.58560e+04	7.06500e-01
1.58662e+04	7.06800e-01
1.58763e+04	7.12700e-01
1.58865e+04	7.06200e-01
1.58965e+04	6.83500e-01
1.59067e+04	6.95800e-01
1.59167e+04	6.99300e-01
1.59269e+04	6.97000e-01
1.59370e+04	7.13400e-01
1.59472e+04	7.10100e-01
1.59575e+04	7.05900e-01
1.59675e+04	6.91400e-01
1.59775e+04	6.97000e-01
1.59877e+04	6.96000e-01
1.59977e+04	6.91900e-01
1.60080e+04	7.08800e-01
1.60182e+04	7.25500e-01
1.60286e+04	7.42500e-01
1.60387e+04	7.57400e-01
1.60488e+04	7.58900e-01
1.60590e+04	7.55600e-01
1.60694e+04	7.45900e-01
1.60798e+04	7.39400e-01
1.60899e+04	7.30900e-01
1.61000e+04	7.27400e-01
1.61102e+04	7.22900e-01
1.61203e+04	7.24900e-01
1.61306e+04	7.23200e-01
1.61408e+04	7.20500e-01
1.61510e+04	7.20400e-01
1.61612e+04	7.28800e-01
1.61712e+04	7.23500e-01
1.61815e+04	7.24500e-01
1.61916e+04	7.35900e-01
1.62017e+04	7.32100e-01
1.62119e+04	7.31300e-01
1.62219e+04	7.33700e-01
1.62319e+04	7.32800e-01
1.62422e+04	7.33300e-01
1.62525e+04	7.34700e-01
1.62629e+04	7.37700e-01
1.62729e+04	7.37200e-01
1.62830e+04	7.36400e-01
1.62930e+04	7.36000e-01
1.63033e+04	7.46300e-01
1.63134e+04	7.50800e-01
1.63234e+04	7.46900e-01
1.63334e+04	7.36800e-01
1.63435e+04	7.41700e-01
1.63535e+04	7.35200e-01
1.63637e+04	7.43400e-01
1.63740e+04	7.33900e-01
1.63841e+04	7.32100e-01
1.63942e+04	7.30500e-01
1.64042e+04	7.31200e-01
1.64142e+04	7.29700e-01
1.64244e+04	7.23500e-01
1.64345e+04	7.25700e-01
1.64446e+04	7.17900e-01
1.64547e+04	7.16500e-01
1.64647e+04	7.12700e-01
1.64749e+04	7.11800e-01
1.64849e+04	7.11000e-01
1.64949e+04	7.10100e-01
1.65051e+04	7.16600e-01
1.65152e+04	7.33000e-01
1.65252e+04	7.72300e-01
1.65352e+04	7.65200e-01
1.65452e+04	7.47300e-01
1.65554e+04	7.37300e-01
1.65655e+04	7.28000e-01
1.65755e+04	7.23100e-01
1.65860e+04	7.36500e-01
1.65961e+04	7.20600e-01
1.66061e+04	7.65500e-01
1.66161e+04	7.93500e-01
1.66261e+04	7.86200e-01
1.66363e+04	7.59700e-01
1.66465e+04	7.34100e-01
1.66565e+04	7.56000e-01
1.66665e+04	7.55600e-01
1.66766e+04	7.56400e-01
1.66866e+04	7.43100e-01
1.66968e+04	7.70800e-01
1.67069e+04	7.66600e-01
1.67169e+04	7.60000e-01
1.67270e+04	7.69100e-01
1.67371e+04	7.65800e-01
1.67472e+04	7.63000e-01
1.67572e+04	7.74100e-01
1.67673e+04	7.63200e-01
1.67776e+04	7.69700e-01
1.67876e+04	7.76200e-01
1.67978e+04	7.70500e-01
1.68080e+04	7.62400e-01
1.68181e+04	7.61100e-01
1.68282e+04	7.65600e-01
1.68385e+04	7.66300e-01
1.68486e+04	7.64900e-01
1.68587e+04	7.64900e-01
1.68690e+04	7.65000e-01
1.68790e+04	7.64900e-01
1.68891e+04	7.72300e-01
1.68993e+04	7.74500e-01
1.69093e+04	7.70000e-01
1.69196e+04	7.69300e-01
1.69298e+04	7.82500e-01
1.69401e+04	7.73900e-01
1.69502e+04	7.72900e-01
1.69603e+04	7.72400e-01
1.69703e+04	7.71000e-01
1.69805e+04	7.70000e-01
1.69908e+04	7.68800e-01
1.70010e+04	7.71700e-01
1.70111e+04	7.69800e-01
1.70214e+04	7.73700e-01
1.70314e+04	7.69500e-01
1.70414e+04	7.82600e-01
1.70515e+04	7.65200e-01
1.70615e+04	7.63200e-01
1.70718e+04	7.61600e-01
1.70818e+04	7.60500e-01
1.70919e+04	7.75300e-01
1.71020e+04	7.76400e-01
1.71122e+04	7.65700e-01
1.71225e+04	7.60700e-01
1.71327e+04	7.58900e-01
1.71427e+04	7.60100e-01
1.71528e+04	7.65500e-01
1.71628e+04	7.58600e-01
1.71731e+04	7.79000e-01
1.71832e+04	8.01100e-01
1.71933e+04	7.90900e-01
1.72033e+04	7.80300e-01
1.72133e+04	7.73400e-01
1.72238e+04	7.71100e-01
1.72340e+04	7.75500e-01
1.72442e+04	7.72700e-01
1.72544e+04	7.74600e-01
1.72646e+04	7.71400e-01
1.72749e+04	7.73400e-01
1.72849e+04	7.76500e-01
1.72949e+04	7.70900e-01
1.73051e+04	7.82700e-01
1.73151e+04	7.77700e-01
1.73251e+04	7.88500e-01
1.73353e+04	7.93000e-01
1.73456e+04	7.87500e-01
1.73556e+04	7.80000e-01
1.73658e+04	7.79200e-01
1.73759e+04	7.82600e-01
1.73859e+04	7.83700e-01
1.73960e+04	7.87500e-01
1.74062e+04	7.83500e-01
1.74163e+04	7.82900e-01
1.74263e+04	7.88800e-01
1.74364e+04	7.85800e-01
1.74466e+04	7.86400e-01
1.74566e+04	7.87500e-01
1.74668e+04	7.88700e-01
1.74770e+04	7.88400e-01
1.74871e+04	7.90100e-01
1.74974e+04	7.90100e-01
1.75075e+04	7.90600e-01
1.75177e+04	8.21300e-01
1.75277e+04	8.04900e-01
1.75381e+04	7.97200e-01
1.75482e+04	7.97500e-01
1.75583e+04	7.96400e-01
1.75685e+04	7.99600e-01
1.75786e+04	7.97800e-01
1.75888e+04	7.97400e-01
1.75990e+04	7.97800e-01
1.76090e+04	8.12800e-01
1.76193e+04	8.03700e-01
1.76294e+04	8.01500e-01
1.76394e+04	7.99700e-01
1.76494e+04	7.99100e-01
1.76595e+04	7.97700e-01
1.76696e+04	8.05600e-01
1.76799e+04	7.99400e-01
1.76899e+04	8.02400e-01
1.76999e+04	7.96900e-01
1.77100e+04	7.98100e-01
1.77202e+04	7.95900e-01
1.77304e+04	7.96600e-01
1.77405e+04	7.97000e-01
1.77506e+04	7.97400e-01
1.77609e+04	7.96700e-01
1.77712e+04	8.10600e-01
1.77815e+04	8.03700e-01
1.77917e+04	8.02100e-01
1.78020e+04	7.95300e-01
1.78122e+04	8.12500e-01
1.78225e+04	7.99600e-01
1.78329e+04	8.15300e-01
1.78429e+04	8.08300e-01
1.78533e+04	7.97300e-01
1.78634e+04	7.97400e-01
1.78735e+04	7.97400e-01
1.78835e+04	7.96200e-01
1.78937e+04	7.98800e-01
1.79038e+04	8.12100e-01
1.79140e+04	8.13000e-01
1.79242e+04	8.04000e-01
1.79342e+04	8.01000e-01
1.79443e+04	8.05900e-01
1.79543e+04	8.02700e-01
1.79645e+04	8.03900e-01
1.79746e+04	8.04100e-01
1.79849e+04	8.34200e-01
1.79949e+04	8.52300e-01
1.80052e+04	8.43900e-01
1.80152e+04	8.42300e-01
1.80253e+04	8.32500e-01
1.80355e+04	8.32900e-01
1.80455e+04	8.32400e-01
1.80556e+04	8.33300e-01
1.80657e+04	8.38200e-01
1.80758e+04	8.41400e-01
1.80860e+04	8.35100e-01
1.80961e+04	8.32900e-01
1.81061e+04	8.27400e-01
1.81163e+04	8.29000e-01
1.81266e+04	8.26200e-01
1.81367e+04	8.24000e-01
1.81467e+04	8.31500e-01
1.81567e+04	8.24700e-01
1.81669e+04	8.33100e-01
1.81771e+04	8.28800e-01
1.81873e+04	8.29800e-01
1.81976e+04	8.65800e-01
1.82077e+04	8.70600e-01
1.82178e+04	8.53700e-01
1.82280e+04	8.43900e-01
1.82380e+04	8.35100e-01
1.82481e+04	8.41300e-01
1.82584e+04	8.48200e-01
1.82685e+04	8.46700e-01
1.82788e+04	8.28500e-01
1.82889e+04	8.24900e-01
1.82989e+04	8.21400e-01
1.83092e+04	8.57800e-01
1.83194e+04	8.65400e-01
1.83295e+04	8.58000e-01
1.83398e+04	8.37000e-01
1.83499e+04	8.26600e-01
1.83600e+04	8.26000e-01
1.83702e+04	8.25400e-01
1.83803e+04	8.26300e-01
1.83905e+04	8.20400e-01
1.84009e+04	8.18300e-01
1.84110e+04	8.32300e-01
1.84213e+04	8.56700e-01
1.84315e+04	8.62900e-01
1.84416e+04	8.58600e-01
1.84517e+04	8.66800e-01
1.84619e+04	8.68800e-01
1.84719e+04	8.68300e-01
1.84819e+04	8.61500e-01
1.84919e+04	8.59300e-01
1.85021e+04	8.57500e-01
1.85122e+04	8.51200e-01
1.85224e+04	8.48700e-01
1.85324e+04	8.42400e-01
1.85429e+04	8.35600e-01
1.85531e+04	8.41000e-01
1.85631e+04	8.46300e-01
1.85733e+04	8.53000e-01
1.85834e+04	8.51700e-01
1.85935e+04	8.46600e-01
1.86037e+04	8.43200e-01
1.86138e+04	8.39200e-01
1.86239e+04	8.38200e-01
1.86341e+04	8.41500e-01
1.86443e+04	8.40100e-01
1.86543e+04	8.30900e-01
1.86645e+04	8.38500e-01
1.86747e+04	8.61000e-01
1.86849e+04	8.71800e-01
1.86950e+04	8.80700e-01
1.87052e+04	8.82500e-01
1.87153e+04	8.80700e-01
1.87256e+04	8.85800e-01
1.87358e+04	8.88600e-01
1.87459e+04	8.91700e-01
1.87559e+04	8.91000e-01
1.87660e+04	8.89600e-01
1.87763e+04	8.78800e-01
1.87865e+04	8.70700e-01
1.87968e+04	8.66700e-01
1.88070e+04	8.63600e-01
1.88172e+04	8.51900e-01
1.88273e+04	8.37200e-01
1.88376e+04	8.31000e-01
1.88477e+04	8.23500e-01
1.88577e+04	8.19000e-01
1.88679e+04	8.24000e-01
1.88782e+04	8.31600e-01
1.88882e+04	8.61200e-01
1.88983e+04	8.34500e-01
1.89083e+04	8.22200e-01
1.89185e+04	8.22400e-01
1.89287e+04	8.19000e-01
1.89388e+04	8.19900e-01
1.89488e+04	8.19400e-01
1.89591e+04	8.19700e-01
1.89692e+04	8.21700e-01
1.89792e+04	8.25100e-01
1.89893e+04	8.22400e-01
1.89995e+04	8.21200e-01
1.90095e+04	8.23000e-01
1.90195e+04	8.35600e-01
1.90296e+04	8.28300e-01
1.90399e+04	8.26800e-01
1.90503e+04	8.30800e-01
1.90603e+04	8.25100e-01
1.90703e+04	8.26300e-01
1.90803e+04	8.27500e-01
1.90905e+04	8.38000e-01
1.91007e+04	8.39900e-01
1.91107e+04	8.31200e-01
1.91207e+04	8.35700e-01
1.91308e+04	8.32900e-01
1.91409e+04	8.29800e-01
1.91513e+04	8.45300e-01
1.91614e+04	8.39200e-01
1.91714e+04	8.31900e-01
1.91815e+04	8.32400e-01
1.91917e+04	8.90900e-01
1.92019e+04	8.92200e-01
1.92121e+04	8.63500e-01
1.92223e+04	8.42800e-01
1.92324e+04	8.44100e-01
1.92426e+04	8.40300e-01
1.92527e+04	8.36400e-01
1.92627e+04	8.35200e-01
1.92732e+04	8.31600e-01
1.92834e+04	8.52500e-01
1.92936e+04	8.29200e-01
1.93036e+04	8.70100e-01
1.93139e+04	8.69600e-01
1.93240e+04	8.63200e-01
1.93341e+04	8.35300e-01
1.93442e+04	8.31500e-01
1.93543e+04	8.26900e-01
1.93646e+04	8.27100e-01
1.93747e+04	8.29900e-01
1.93847e+04	8.24300e-01
1.93948e+04	8.22400e-01
1.94050e+04	8.17200e-01
1.94152e+04	8.32600e-01
1.94254e+04	8.22600e-01
1.94355e+04	8.36900e-01
1.94457e+04	8.25300e-01
1.94558e+04	8.25400e-01
1.94659e+04	8.22100e-01
1.94760e+04	8.25200e-01
1.94862e+04	8.23000e-01
1.94963e+04	8.20500e-01
1.95065e+04	8.23200e-01
1.95165e+04	8.36500e-01
1.95268e+04	8.31700e-01
1.95370e+04	8.19400e-01
1.95470e+04	8.24800e-01
1.95571e+04	8.56600e-01
1.95672e+04	8.47600e-01
1.95773e+04	8.47700e-01
1.95874e+04	8.56400e-01
1.95975e+04	8.44700e-01
1.96076e+04	8.49300e-01
1.96176e+04	8.37100e-01
1.96279e+04	8.25000e-01
1.96380e+04	8.25300e-01
1.96481e+04	9.16100e-01
1.96584e+04	9.06400e-01
1.96687e+04	8.78500e-01
1.96788e+04	8.60300e-01
1.96893e+04	8.81800e-01
1.96994e+04	8.71900e-01
1.97096e+04	8.64000e-01
1.97197e+04	8.50400e-01
1.97297e+04	8.42500e-01
1.97397e+04	8.37000e-01
1.97499e+04	8.48900e-01
1.97600e+04	8.37100e-01
1.97702e+04	8.99400e-01
1.97803e+04	9.00300e-01
1.97906e+04	8.68900e-01
1.98008e+04	8.48900e-01
1.98109e+04	8.44000e-01
1.98210e+04	8.36500e-01
1.98310e+04	8.36900e-01
1.98410e+04	8.33300e-01
1.98511e+04	8.31000e-01
1.98613e+04	8.34200e-01
1.98713e+04	8.35100e-01
1.98814e+04	8.35400e-01
1.98916e+04	8.34600e-01
1.99020e+04	8.33700e-01
1.99121e+04	8.32400e-01
1.99223e+04	8.50200e-01
1.99324e+04	8.63000e-01
1.99427e+04	8.38000e-01
1.99530e+04	8.47600e-01
1.99630e+04	8.33000e-01
1.99732e+04	8.39700e-01
1.99835e+04	8.59600e-01
1.99936e+04	8.36800e-01
2.00038e+04	8.34300e-01
2.00140e+04	8.41400e-01
2.00241e+04	8.42500e-01
2.00341e+04	8.39700e-01
2.00443e+04	8.43100e-01
2.00543e+04	8.38800e-01
2.00645e+04	8.36200e-01
2.00745e+04	8.39800e-01
2.00846e+04	8.42700e-01
2.00948e+04	8.38900e-01
2.01048e+04	8.38200e-01
2.01150e+04	8.38700e-01
2.01251e+04	8.39500e-01
2.01353e+04	8.64300e-01
2.01453e+04	8.67500e-01
2.01554e+04	8.43500e-01
2.01655e+04	8.45200e-01
2.01758e+04	8.43100e-01
2.01861e+04	8.46500e-01
2.01964e+04	8.46300e-01
2.02070e+04	8.45800e-01
2.02171e+04	8.56800e-01
2.02272e+04	8.46700e-01
2.02372e+04	8.55600e-01
2.02475e+04	8.47400e-01
2.02576e+04	8.61400e-01
2.02676e+04	8.51500e-01
2.02778e+04	8.49200e-01
2.02880e+04	8.55900e-01
2.02982e+04	8.49300e-01
2.03083e+04	8.46700e-01
2.03185e+04	8.76100e-01
2.03286e+04	9.00200e-01
2.03387e+04	8.93500e-01
2.03490e+04	8.76600e-01
2.03591e+04	8.67600e-01
2.03691e+04	8.59000e-01
2.03792e+04	8.54400e-01
2.03894e+04	8.52000e-01
2.03994e+04	8.46500e-01
2.04096e+04	8.47400e-01
2.04197e+04	8.40900e-01
2.04299e+04	8.47700e-01
2.04399e+04	8.54900e-01
2.04502e+04	8.48600e-01
2.04604e+04	8.43200e-01
2.04706e+04	8.40600e-01
2.04809e+04	8.47100e-01
2.04909e+04	8.37400e-01
2.05011e+04	8.36500e-01
2.05112e+04	8.34300e-01
2.05213e+04	8.36800e-01
2.05313e+04	8.69600e-01
2.05413e+04	8.64100e-01
2.05516e+04	8.54700e-01
2.05617e+04	8.43600e-01
2.05717e+04	8.40900e-01
2.05818e+04	8.42800e-01
2.05919e+04	8.41700e-01
2.06020e+04	8.41200e-01
2.06122e+04	8.48800e-01
2.06224e+04	8.45700e-01
2.06325e+04	8.43300e-01
2.06426e+04	8.45000e-01
2.06528e+04	8.44300e-01
2.06630e+04	8.52700e-01
2.06730e+04	8.49000e-01
2.06832e+04	8.48300e-01
2.06934e+04	8.48700e-01
2.07035e+04	8.47700e-01
2.07135e+04	8.47600e-01
2.07237e+04	8.83800e-01
2.07338e+04	8.81300e-01
2.07440e+04	8.69000e-01
2.07540e+04	8.64900e-01
2.07641e+04	8.56500e-01
2.07741e+04	8.69500e-01
2.07843e+04	8.63100e-01
2.07943e+04	8.61100e-01
2.08045e+04	8.59700e-01
2.08145e+04	8.57300e-01
2.08247e+04	8.56200e-01
2.08348e+04	8.67200e-01
2.08451e+04	8.58700e-01
2.08551e+04	8.54400e-01
2.08655e+04	8.60500e-01
2.08755e+04	8.56200e-01
2.08856e+04	8.53700e-01
2.08957e+04	8.57100e-01
2.09058e+04	8.56900e-01
2.09161e+04	8.54400e-01
2.09262e+04	8.54400e-01
2.09363e+04	8.52900e-01
2.09464e+04	8.49600e-01
2.09566e+04	8.64900e-01
2.09667e+04	9.11700e-01
2.09767e+04	8.96700e-01
2.09870e+04	8.65400e-01
2.09971e+04	8.56200e-01
2.10073e+04	8.51400e-01
2.10174e+04	8.56800e-01
2.10275e+04	8.51300e-01
2.10375e+04	8.50700e-01
2.10475e+04	8.49700e-01
2.10576e+04	8.52100e-01
2.10678e+04	8.53800e-01
2.10781e+04	8.48100e-01
2.10883e+04	8.46800e-01
2.10983e+04	8.48300e-01
2.11084e+04	8.50100e-01
2.11185e+04	8.47700e-01
2.11286e+04	8.53900e-01
2.11389e+04	8.52200e-01
2.11489e+04	8.50900e-01
2.11590e+04	8.51500e-01
2.11690e+04	8.50800e-01
2.11791e+04	8.52800e-01
2.11893e+04	8.52700e-01
2.11994e+04	8.54000e-01
2.12094e+04	8.55900e-01
2.12194e+04	8.56700e-01
2.12296e+04	8.61000e-01
2.12397e+04	8.68600e-01
2.12497e+04	8.62700e-01
2.12598e+04	8.62600e-01
2.12701e+04	8.61700e-01
2.12803e+04	8.64900e-01
2.12904e+04	8.73400e-01
2.13006e+04	8.64600e-01
2.13106e+04	8.61500e-01
2.13208e+04	8.61400e-01
2.13309e+04	8.68000e-01
2.13411e+04	8.68300e-01
2.13513e+04	8.60900e-01
2.13614e+04	9.42200e-01
2.13715e+04	9.71900e-01
2.14019e+04	8.81700e-01
2.14120e+04	8.94900e-01
2.14221e+04	8.86600e-01
2.14322e+04	8.58300e-01
2.14423e+04	8.41000e-01
2.14525e+04	8.40000e-01
2.14627e+04	8.33100e-01
2.14729e+04	8.50600e-01
2.14833e+04	8.32900e-01
2.14933e+04	8.32600e-01
2.15033e+04	8.62100e-01
2.15134e+04	8.29800e-01
2.15235e+04	8.35500e-01
2.15335e+04	8.27100e-01
2.15436e+04	8.50900e-01
2.15538e+04	8.47400e-01
2.15639e+04	8.51200e-01
2.15740e+04	8.38000e-01
2.15840e+04	8.42800e-01
2.15942e+04	8.35300e-01
2.16044e+04	8.37300e-01
2.16145e+04	8.25700e-01
2.16246e+04	8.29700e-01
2.16347e+04	8.44100e-01
2.16449e+04	8.40700e-01
2.16552e+04	8.38400e-01
2.16652e+04	8.50300e-01
2.16754e+04	8.42600e-01
2.16854e+04	8.40900e-01
2.16956e+04	8.45200e-01
2.17056e+04	8.34500e-01
2.17156e+04	8.41800e-01
2.17260e+04	8.35600e-01
2.17362e+04	8.44400e-01
2.17463e+04	8.56700e-01
2.17563e+04	8.48500e-01
2.17664e+04	8.35600e-01
2.17765e+04	8.64000e-01
2.17867e+04	8.75000e-01
2.17969e+04	8.46200e-01
2.18069e+04	8.40100e-01
2.18170e+04	8.34800e-01
2.18270e+04	8.43900e-01
2.18374e+04	8.61000e-01
2.18474e+04	8.54200e-01
2.18576e+04	8.52700e-01
2.18676e+04	8.38400e-01
2.18778e+04	8.44600e-01
2.18878e+04	8.43600e-01
2.18978e+04	8.39800e-01
2.19081e+04	8.41600e-01
2.19181e+04	8.41700e-01
2.19283e+04	8.45600e-01
2.19383e+04	8.49100e-01
2.19485e+04	8.38700e-01
2.19585e+04	8.46800e-01
2.19687e+04	8.37500e-01
2.19787e+04	8.54600e-01
2.19888e+04	8.44500e-01
2.19989e+04	8.43500e-01
2.20090e+04	8.52700e-01
2.20190e+04	8.41500e-01
2.20291e+04	8.64300e-01
2.20393e+04	8.45900e-01
2.20494e+04	8.80200e-01
2.20595e+04	8.43900e-01
2.20696e+04	8.62700e-01
2.20796e+04	8.85000e-01
2.20898e+04	8.76200e-01
2.20998e+04	8.87600e-01
2.21099e+04	8.80300e-01
2.21202e+04	8.58400e-01
2.21304e+04	8.48800e-01
2.21404e+04	8.46600e-01
2.21504e+04	8.42200e-01
2.21605e+04	8.54100e-01
2.21708e+04	8.47300e-01
2.21809e+04	8.68800e-01
2.21910e+04	8.52600e-01
2.22011e+04	8.52600e-01
2.22112e+04	8.54300e-01
2.22213e+04	1.08010e+00
2.22314e+04	1.00510e+00
2.22414e+04	9.82500e-01
2.22516e+04	9.73300e-01
2.22619e+04	9.58000e-01
2.22720e+04	9.46600e-01
2.22821e+04	9.24700e-01
2.22922e+04	9.13900e-01
2.23023e+04	9.37800e-01
2.23124e+04	9.25700e-01
2.23225e+04	9.19100e-01
2.23326e+04	9.08800e-01
2.23429e+04	9.11100e-01
2.23530e+04	9.00800e-01
2.23631e+04	8.93700e-01
2.23732e+04	8.99900e-01
2.23833e+04	9.03600e-01
2.23934e+04	8.94000e-01
2.24035e+04	8.93000e-01
2.24136e+04	9.03000e-01
2.24236e+04	9.12300e-01
2.24336e+04	8.94000e-01
2.24438e+04	8.82600e-01
2.24541e+04	8.91500e-01
2.24644e+04	9.11500e-01
2.24744e+04	9.21600e-01
2.24846e+04	9.14300e-01
2.24948e+04	8.90700e-01
2.25051e+04	8.74300e-01
2.25153e+04	8.63100e-01
2.25254e+04	8.84300e-01
2.25355e+04	8.63400e-01
2.25457e+04	8.58500e-01
2.25557e+04	8.58700e-01
2.25659e+04	9.20300e-01
2.25761e+04	8.67500e-01
2.25863e+04	8.57200e-01
2.25967e+04	8.78300e-01
2.26070e+04	8.63100e-01
2.26172e+04	8.80900e-01
2.26275e+04	8.59300e-01
2.26377e+04	8.62700e-01
2.26477e+04	8.56000e-01
2.26578e+04	8.57900e-01
2.26679e+04	8.54900e-01
2.26781e+04	8.65000e-01
2.26882e+04	8.52600e-01
2.26984e+04	8.49600e-01
2.27084e+04	8.53800e-01
2.27186e+04	8.95500e-01
2.27289e+04	9.12500e-01
2.27391e+04	8.86400e-01
2.27492e+04	8.60000e-01
2.27594e+04	8.82000e-01
2.27694e+04	8.59200e-01
2.27795e+04	8.57700e-01
2.27895e+04	8.54900e-01
2.27996e+04	8.53100e-01
2.28097e+04	8.53100e-01
2.28199e+04	8.56300e-01
2.28299e+04	8.51400e-01
2.28400e+04	8.52200e-01
2.28502e+04	8.84600e-01
2.28605e+04	8.57100e-01
2.28707e+04	8.53800e-01
2.28809e+04	8.54400e-01
2.28910e+04	8.48800e-01
2.29012e+04	8.53100e-01
2.29113e+04	8.53400e-01
2.29217e+04	8.74700e-01
2.29319e+04	8.55400e-01
2.29419e+04	8.90800e-01
2.29521e+04	8.88600e-01
2.29621e+04	8.65000e-01
2.29723e+04	8.65500e-01
2.29823e+04	8.65900e-01
2.29925e+04	8.58700e-01
2.30027e+04	8.60300e-01
2.30129e+04	8.75100e-01
2.30230e+04	8.57000e-01
2.30330e+04	8.61800e-01
2.30430e+04	8.65600e-01
2.30531e+04	8.58600e-01
2.30632e+04	8.59000e-01
2.30734e+04	8.66700e-01
2.30835e+04	8.62000e-01
2.30935e+04	8.70800e-01
2.31040e+04	8.63000e-01
2.31142e+04	8.60300e-01
2.31242e+04	8.58500e-01
2.31342e+04	8.65700e-01
2.31444e+04	8.63600e-01
2.31544e+04	8.65600e-01
2.31647e+04	8.62800e-01
2.31749e+04	8.67500e-01
2.31851e+04	8.78100e-01
2.31953e+04	8.66300e-01
2.32055e+04	8.67900e-01
2.32155e+04	8.70100e-01
2.32257e+04	8.58500e-01
2.32358e+04	8.62000e-01
2.32459e+04	8.63100e-01
2.32560e+04	8.63700e-01
2.32660e+04	8.66200e-01
2.32760e+04	8.66200e-01
2.32863e+04	8.93600e-01
2.32963e+04	8.75500e-01
2.33066e+04	9.02800e-01
2.33168e+04	9.06600e-01
2.33269e+04	8.98800e-01
2.33370e+04	8.72100e-01
2.33470e+04	8.76700e-01
2.33571e+04	8.66700e-01
2.33672e+04	9.40200e-01
2.33773e+04	9.32300e-01
2.33874e+04	8.71600e-01
2.33976e+04	8.73800e-01
2.34077e+04	8.87900e-01
2.34178e+04	8.75900e-01
2.34279e+04	9.00000e-01
2.34380e+04	8.93300e-01
2.34483e+04	8.88200e-01
2.34584e+04	8.94800e-01
2.34687e+04	8.72200e-01
2.34788e+04	8.70700e-01
2.34889e+04	8.67600e-01
2.34991e+04	9.28200e-01
2.35092e+04	9.63800e-01
2.35195e+04	9.56500e-01
2.35298e+04	9.46900e-01
2.35400e+04	9.38400e-01
2.35501e+04	9.06700e-01
2.35603e+04	8.70600e-01
2.35704e+04	8.63900e-01
2.35806e+04	8.64700e-01
2.35906e+04	8.64800e-01
2.36007e+04	8.65000e-01
2.36109e+04	8.97800e-01
2.36210e+04	9.03500e-01
2.36310e+04	8.76600e-01
2.36411e+04	8.69100e-01
2.36512e+04	8.78400e-01
2.36614e+04	9.61000e-01
2.36715e+04	9.58100e-01
2.36817e+04	9.46000e-01
2.36919e+04	8.64200e-01
2.37019e+04	8.62500e-01
2.37119e+04	8.79600e-01
2.37222e+04	8.73800e-01
2.37323e+04	8.61100e-01
2.37424e+04	9.10200e-01
2.37524e+04	9.56000e-01
2.37626e+04	9.65300e-01
2.37728e+04	9.68100e-01
2.37830e+04	9.68700e-01
2.37930e+04	9.62700e-01
2.38031e+04	9.54200e-01
2.38133e+04	9.22800e-01
2.38235e+04	8.64100e-01
2.38336e+04	8.58200e-01
2.38436e+04	8.58400e-01
2.38538e+04	8.60500e-01
2.38640e+04	8.55600e-01
2.38743e+04	8.56300e-01
2.38846e+04	8.73800e-01
2.38949e+04	8.58100e-01
2.39051e+04	8.64700e-01
2.39151e+04	8.70700e-01
2.39253e+04	8.66300e-01
2.39355e+04	8.62000e-01
2.39456e+04	8.59300e-01
2.39560e+04	8.68700e-01
2.39661e+04	8.79800e-01
2.39762e+04	8.59600e-01
2.39863e+04	8.59000e-01
2.39963e+04	8.65600e-01
2.40066e+04	8.77000e-01
2.40167e+04	8.60300e-01
2.40269e+04	8.60800e-01
2.40369e+04	8.64900e-01
2.40469e+04	8.81000e-01
2.40570e+04	8.63900e-01
2.40672e+04	8.62700e-01
2.40773e+04	8.89500e-01
2.40875e+04	8.91500e-01
2.40975e+04	8.72100e-01
2.41076e+04	8.72000e-01
2.41177e+04	8.69900e-01
2.41280e+04	8.66400e-01
2.41382e+04	8.69600e-01
2.41483e+04	8.96100e-01
2.41585e+04	8.68200e-01
2.41685e+04	8.68700e-01
2.41786e+04	8.65800e-01
2.41888e+04	8.64000e-01
2.41990e+04	8.67100e-01
2.42396e+04	8.65500e-01
2.42499e+04	8.62500e-01
2.42601e+04	9.22300e-01
2.42702e+04	9.11100e-01
2.42803e+04	9.13800e-01
2.42904e+04	8.91400e-01
2.43006e+04	8.76300e-01
2.43107e+04	8.66400e-01
2.43210e+04	8.65500e-01
2.43311e+04	9.39100e-01
2.43412e+04	9.43500e-01
2.43513e+04	9.32200e-01
2.43614e+04	8.95100e-01
2.43717e+04	8.99400e-01
2.43818e+04	8.87400e-01
2.43920e+04	8.65000e-01
2.44022e+04	8.60800e-01
2.44122e+04	8.56800e-01
2.44223e+04	8.54700e-01
2.44324e+04	8.60400e-01
2.44424e+04	8.53700e-01
2.44525e+04	8.55900e-01
2.44628e+04	8.98800e-01
2.44730e+04	8.79200e-01
2.44831e+04	8.61300e-01
2.44933e+04	8.61600e-01
2.45037e+04	8.59900e-01
2.45137e+04	8.75500e-01
2.45237e+04	8.70100e-01
2.45338e+04	8.62200e-01
2.45439e+04	8.72900e-01
2.45541e+04	8.60300e-01
