Time,"Apparent_viscosity","Gas_Density","Gas_Mobility","Gas_Pressure","Gas_Saturation","Gas_Saturation_mean","Gas_Viscosity","Permeability","Porosity","Pressure","Total_Mobility","Velocity:0","Velocity:1","Velocity:2","Water_Mobility","Water_Pressure","Water_Saturation","Water_Saturation_mean","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
50,1.47e-13,1,0,0.77175,3.6596e-10,3.7042e-10,2.94e-14,-13,0.25,0.77175,6.8027e+12,1,-6.5899e-13,0,6.8027e+12,0.77175,1,1,1,0.48,0.48,0,0
50,1.47e-13,1,0,0.75705,-1.6717e-11,-1.6717e-11,2.94e-14,-13,0.25,0.75705,6.8027e+12,1,-1.318e-13,0,6.8027e+12,0.75705,1,1,1,0.49,0.49,0,0
50,1.47e-13,1,0,0.74235,2.1361e-10,2.1361e-10,2.94e-14,-13,0.25,0.74235,6.8027e+12,1,-5.2113e-13,0,6.8027e+12,0.74235,1,1,1,0.5,0.5,0,0
50,1.47e-13,1,0,0.72765,2.0809e-10,2.0993e-10,2.94e-14,-13,0.25,0.72765,6.8027e+12,1,4.075e-13,0,6.8027e+12,0.72765,1,1,1,0.51,0.51,0,0
50,1.47e-13,1,0,0.71295,-3.494e-11,-3.494e-11,2.94e-14,-13,0.25,0.71295,6.8027e+12,1,9.5471e-14,0,6.8027e+12,0.71295,1,1,1,0.52,0.52,0,0
50,1.47e-13,1,0,0.69825,2.6083e-10,2.6083e-10,2.94e-14,-13,0.25,0.69825,6.8027e+12,1,-3.0272e-14,0,6.8027e+12,0.69825,1,1,1,0.53,0.53,0,0
50,1.47e-13,1,0,0.68355,-8.8535e-11,-8.8535e-11,2.94e-14,-13,0.25,0.68355,6.8027e+12,1,-6.4082e-13,0,6.8027e+12,0.68355,1,1,1,0.54,0.54,0,0
50,1.47e-13,1,0,0.66885,1.5312e-10,1.5312e-10,2.94e-14,-13,0.25,0.66885,6.8027e+12,1,2.3938e-13,0,6.8027e+12,0.66885,1,1,1,0.55,0.55,0,0
50,1.47e-13,1,0,0.65415,-6.9373e-11,-6.9373e-11,2.94e-14,-13,0.25,0.65415,6.8027e+12,1,1.318e-13,0,6.8027e+12,0.65415,1,1,1,0.56,0.56,0,0
50,1.47e-13,1,0,0.63945,1.3191e-10,1.2658e-10,2.94e-14,-13,0.25,0.63945,6.8027e+12,1,2.6965e-13,0,6.8027e+12,0.63945,1,1,1,0.57,0.57,0,0
50,1.47e-13,1,0,0.62475,1.3723e-10,1.3723e-10,2.94e-14,-13,0.25,0.62475,6.8027e+12,1,2.3332e-13,0,6.8027e+12,0.62475,1,1,1,0.58,0.58,0,0
50,1.47e-13,1,0,0.61005,-6.4979e-11,-6.4979e-11,2.94e-14,-13,0.25,0.61005,6.8027e+12,1,-2.4543e-13,0,6.8027e+12,0.61005,1,1,1,0.59,0.59,0,0
50,1.47e-13,1,0,0.59535,1.3563e-10,1.3563e-10,2.94e-14,-13,0.25,0.59535,6.8027e+12,1,-5.0297e-13,0,6.8027e+12,0.59535,1,1,1,0.6,0.6,0,0
50,1.47e-13,1,0,0.58065,-9.5446e-11,-9.5446e-11,2.94e-14,-13,0.25,0.58065,6.8027e+12,1,4.4383e-13,0,6.8027e+12,0.58065,1,1,1,0.61,0.61,0,0
