Time,"Apparent_viscosity","Gas_Density","Gas_Mobility","Gas_Pressure","Gas_Saturation","Gas_Saturation_mean","Gas_Viscosity","Permeability","Porosity","Pressure","Total_Mobility","Velocity:0","Velocity:1","Velocity:2","Water_Mobility","Water_Pressure","Water_Saturation","Water_Saturation_mean","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
50,1.47e-13,1,0,3.2097,-6.065e-11,-6.065e-11,2.94e-14,-13,0.25,3.2097,6.8027e+12,1,-5.2719e-13,0,6.8027e+12,3.2097,1,1,1,0.62,0.62,0,0
50,1.47e-13,1,0,3.1264,-1.0654e-09,-1.0654e-09,2.94e-14,-13,0.25,3.1264,6.8027e+12,1,3.1268e-12,0,6.8027e+12,3.1264,1,1,1,0.63,0.63,0,0
50,1.47e-13,1,0,3.043,-4.8603e-11,-4.8603e-11,2.94e-14,-13,0.25,3.043,6.8027e+12,1,-1.2109e-14,0,6.8027e+12,3.043,1,1,1,0.64,0.64,0,0
50,1.47e-13,1,0,2.9596,-6.6363e-10,-6.6363e-10,2.94e-14,-13,0.25,2.9596,6.8027e+12,1,5.1508e-13,0,6.8027e+12,2.9596,1,1,1,0.65,0.65,0,0
50,1.47e-13,1,0,2.8763,-4.1293e-10,-4.1293e-10,2.94e-14,-13,0.25,2.8763,6.8027e+12,1,-5.0297e-13,0,6.8027e+12,2.8763,1,1,1,0.66,0.66,0,0
50,1.47e-13,1,0,2.7929,-1.6085e-10,-1.6085e-10,2.94e-14,-13,0.25,2.7929,6.8027e+12,1,-1.5816e-12,0,6.8027e+12,2.7929,1,1,1,0.67,0.67,0,0
50,1.47e-13,1,0,2.7095,-2.5709e-10,-2.5709e-10,2.94e-14,-13,0.25,2.7095,6.8027e+12,1,-2.0845e-12,0,6.8027e+12,2.7095,1,1,1,0.68,0.68,0,0
50,1.47e-13,1,0,2.6262,-5.9314e-10,-5.9314e-10,2.94e-14,-13,0.25,2.6262,6.8027e+12,1,5.2719e-13,0,6.8027e+12,2.6262,1,1,1,0.69,0.69,0,0
50,1.47e-13,1,0,2.5428,-3.6027e-10,-3.6027e-10,2.94e-14,-13,0.25,2.5428,6.8027e+12,1,-1.2109e-14,0,6.8027e+12,2.5428,1,1,1,0.7,0.7,0,0
50,1.47e-13,1,0,2.4594,-3.4842e-10,-3.4842e-10,2.94e-14,-13,0.25,2.4594,6.8027e+12,1,1.0302e-12,0,6.8027e+12,2.4594,1,1,1,0.71,0.71,0,0
50,1.47e-13,1,0,2.376,-5.3846e-10,-5.3846e-10,2.94e-14,-13,0.25,2.376,6.8027e+12,1,-1.0544e-12,0,6.8027e+12,2.376,1,1,1,0.72,0.72,0,0
50,1.47e-13,1,0,2.2927,1.5759e-10,1.5759e-10,2.94e-14,-13,0.25,2.2927,6.8027e+12,1,1.0302e-12,0,6.8027e+12,2.2927,1,1,1,0.73,0.73,0,0
50,1.47e-13,1,0,2.2093,-4.9138e-10,-4.9138e-10,2.94e-14,-13,0.25,2.2093,6.8027e+12,1,-1.0544e-12,0,6.8027e+12,2.2093,1,1,1,0.74,0.74,0,0
50,1.47e-13,1,0,2.1259,-2.8865e-10,-2.8865e-10,2.94e-14,-13,0.25,2.1259,6.8027e+12,1,-1.0665e-12,0,6.8027e+12,2.1259,1,1,1,0.75,0.75,0,0
50,1.47e-13,1,0,2.0426,-4.6071e-10,-4.6071e-10,2.94e-14,-13,0.25,2.0426,6.8027e+12,1,5.393e-13,0,6.8027e+12,2.0426,1,1,1,0.76,0.76,0,0
50,1.47e-13,1,0,1.9592,-4.4674e-10,-4.4674e-10,2.94e-14,-13,0.25,1.9592,6.8027e+12,1,-8.0289e-13,0,6.8027e+12,1.9592,1,1,1,0.77,0.77,0,0
50,1.47e-13,1,0,1.8758,-2.6439e-10,-2.6439e-10,2.94e-14,-13,0.25,1.8758,6.8027e+12,1,-1.0786e-12,0,6.8027e+12,1.8758,1,1,1,0.78,0.78,0,0
50,1.47e-13,1,0,1.7925,-1.1248e-10,-1.1249e-10,2.94e-14,-13,0.25,1.7925,6.8027e+12,1,-5.2719e-13,0,6.8027e+12,1.7925,1,1,1,0.79,0.79,0,0
50,1.47e-13,1,0,1.7091,-1.6997e-10,-1.6997e-10,2.94e-14,-13,0.25,1.7091,6.8027e+12,1,-5.5141e-13,0,6.8027e+12,1.7091,1,1,1,0.8,0.8,0,0
50,1.47e-13,1,0,1.6257,-3.6737e-10,-3.6737e-10,2.94e-14,-13,0.25,1.6257,6.8027e+12,1,-2.6359e-13,0,6.8027e+12,1.6257,1,1,1,0.81,0.81,0,0
50,1.47e-13,1,0,1.5423,-2.1992e-10,-2.1992e-10,2.94e-14,-13,0.25,1.5423,6.8027e+12,1,-1.2109e-14,0,6.8027e+12,1.5423,1,1,1,0.82,0.82,0,0
50,1.47e-13,1,0,1.459,-8.406e-11,-8.4061e-11,2.94e-14,-13,0.25,1.459,6.8027e+12,1,-2.0305e-13,0,6.8027e+12,1.459,1,1,1,0.83,0.83,0,0
50,1.47e-13,1,0,1.3756,-1.9422e-10,-1.9422e-10,2.94e-14,-13,0.25,1.3756,6.8027e+12,1,0,0,6.8027e+12,1.3756,1,1,1,0.84,0.84,0,0
50,1.47e-13,1,0,1.2922,8.5979e-11,8.5979e-11,2.94e-14,-13,0.25,1.2922,6.8027e+12,1,-1.0302e-12,0,6.8027e+12,1.2922,1,1,1,0.85,0.85,0,0
50,1.47e-13,1,0,1.2089,-2.6494e-10,-2.6494e-10,2.94e-14,-13,0.25,1.2089,6.8027e+12,1,-2.6359e-13,0,6.8027e+12,1.2089,1,1,1,0.86,0.86,0,0
50,1.47e-13,1,0,1.1255,-1.5439e-10,-1.5439e-10,2.94e-14,-13,0.25,1.1255,6.8027e+12,1,2.5149e-13,0,6.8027e+12,1.1255,1,1,1,0.87,0.87,0,0
50,1.47e-13,1,0,1.0421,-2.3436e-10,-2.3436e-10,2.94e-14,-13,0.25,1.0421,6.8027e+12,1,5.393e-13,0,6.8027e+12,1.0421,1,1,1,0.88,0.88,0,0
50,1.47e-13,1,0,0.95876,-2.1648e-10,-2.1648e-10,2.94e-14,-13,0.25,0.95876,6.8027e+12,1,5.1508e-13,0,6.8027e+12,0.95876,1,1,1,0.89,0.89,0,0
50,1.47e-13,1,0,0.87538,-1.2357e-10,-1.2357e-10,2.94e-14,-13,0.25,0.87538,6.8027e+12,1,3.7117e-13,0,6.8027e+12,0.87538,1,1,1,0.9,0.9,0,0
50,1.47e-13,1,0,0.79202,-4.8624e-11,-4.8624e-11,2.94e-14,-13,0.25,0.79202,6.8027e+12,1,-2.6359e-13,0,6.8027e+12,0.79202,1,1,1,0.91,0.91,0,0
50,1.47e-13,1,0,0.70864,-6.997e-11,-6.997e-11,2.94e-14,-13,0.25,0.70864,6.8027e+12,1,-3.7117e-13,0,6.8027e+12,0.70864,1,1,1,0.92,0.92,0,0
50,1.47e-13,1,0,0.62528,-1.447e-10,-1.447e-10,2.94e-14,-13,0.25,0.62528,6.8027e+12,1,-2.6359e-13,0,6.8027e+12,0.62528,1,1,1,0.93,0.93,0,0
50,1.47e-13,1,0,0.5419,-7.7947e-11,-7.7947e-11,2.94e-14,-13,0.25,0.5419,6.8027e+12,1,-1.2109e-14,0,6.8027e+12,0.5419,1,1,1,0.94,0.94,0,0
50,1.47e-13,1,0,0.45853,-2.6009e-11,-2.601e-11,2.94e-14,-13,0.25,0.45853,6.8027e+12,1,1.6137e-13,0,6.8027e+12,0.45853,1,1,1,0.95,0.95,0,0
50,1.47e-13,1,0,0.37516,-5.4095e-11,-5.4095e-11,2.94e-14,-13,0.25,0.37516,6.8027e+12,1,0,0,6.8027e+12,0.37516,1,1,1,0.96,0.96,0,0
50,1.47e-13,1,0,0.29179,2.0565e-11,2.0565e-11,2.94e-14,-13,0.25,0.29179,6.8027e+12,1,-2.4218e-14,0,6.8027e+12,0.29179,1,1,1,0.97,0.97,0,0
50,1.47e-13,1,0,0.20843,-1.1761e-11,-1.1762e-11,2.94e-14,-13,0.25,0.20843,6.8027e+12,1,-6.5899e-14,0,6.8027e+12,0.20843,1,1,1,0.98,0.98,0,0
50,1.47e-13,1,0,0.12506,-1.7496e-11,-1.7496e-11,2.94e-14,-13,0.25,0.12506,6.8027e+12,1,2.084e-14,0,6.8027e+12,0.12506,1,1,1,0.99,0.99,0,0
50,1.47e-13,1,0,0.041685,-9.2872e-12,-9.2872e-12,2.94e-14,-13,0.25,0.041685,6.8027e+12,1,2.0346e-14,0,6.8027e+12,0.041685,1,1,1,1,1,0,0
