Time,"Apparent_viscosity","Gas_Density","Gas_Mobility","Gas_Saturation","Gas_Saturation_mean","Gas_Viscosity","Gas_pressure","Oil_Pressure","Oil_Saturation","Oil_Saturation_mean","Permeability","Porosity","Total_Mobility","Velocity:0","Velocity:1","Velocity:2","Water_Mobility","Water_Pressure","Water_Saturation","Water_Saturation_mean","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.35,0.9378,1.165,0.21021,0.25112,0.25128,0.3,3.2491,3.2491,0.098322,0.097782,0,1,1.0663,1,4.3368e-16,0,0.84644,3.2491,0.65055,0.65094,1,0.071,0.071,0.002,0
0.35,0.93983,1.165,0.20969,0.25081,0.25097,0.3,3.2483,3.2483,0.099397,0.098861,0,1,1.064,1,1.3868e-13,0,0.84445,3.2483,0.64979,0.65017,1,0.072,0.072,0.002,0
0.35,0.94185,1.165,0.20917,0.2505,0.25066,0.3,3.2475,3.2475,0.10047,0.099934,0,1,1.0617,1,-7.0038e-13,0,0.84248,3.2475,0.64903,0.64941,1,0.073,0.073,0.002,0
0.35,0.94386,1.165,0.20866,0.2502,0.25035,0.3,3.2467,3.2467,0.10153,0.101,0,1,1.0595,1,4.1966e-13,0,0.84052,3.2467,0.64827,0.64865,1,0.074,0.074,0.002,0
0.35,0.94586,1.165,0.20815,0.24989,0.25004,0.3,3.2459,3.2459,0.10259,0.10206,0,1,1.0572,1,-4.1824e-13,0,0.83857,3.2459,0.64752,0.6479,1,0.075,0.075,0.002,0
0.35,0.94786,1.165,0.20764,0.24958,0.24974,0.3,3.2451,3.2451,0.10364,0.10312,0,1,1.055,1,-5.559e-13,0,0.83663,3.2451,0.64677,0.64715,1,0.076,0.076,0.002,0
0.35,0.94985,1.165,0.20714,0.24928,0.24943,0.3,3.2443,3.2443,0.10469,0.10417,0,1,1.0528,1,-4.1627e-13,0,0.83471,3.2443,0.64603,0.6464,1,0.077,0.077,0.002,0
0.35,0.95183,1.165,0.20663,0.24898,0.24913,0.3,3.2435,3.2435,0.10573,0.10521,0,1,1.0506,1,-9.6945e-13,0,0.83279,3.2435,0.64529,0.64566,1,0.078,0.078,0.002,0
0.35,0.95381,1.165,0.20613,0.24868,0.24883,0.3,3.2427,3.2427,0.10677,0.10625,0,1,1.0484,1,2.7621e-13,0,0.8309,3.2427,0.64455,0.64492,1,0.079,0.079,0.002,0
0.35,0.95578,1.165,0.20564,0.24838,0.24853,0.3,3.2419,3.2419,0.1078,0.10729,0,1,1.0463,1,-1.2396e-12,0,0.82901,3.2419,0.64382,0.64419,1,0.08,0.08,0.002,0
