"K","Sb","U:0","U:1","U:2","Ua:0","Ua:1","Ua:2","Ub:0","Ub:1","Ub:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
4.2004e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.398,0.025,1.398,0.05
4.2106e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.401,0.025,1.401,0.05
4.205e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.404,0.025,1.404,0.05
4.1994e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.407,0.025,1.407,0.05
4.1937e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.41,0.025,1.41,0.05
4.1881e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.413,0.025,1.413,0.05
4.1825e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.416,0.025,1.416,0.05
4.1768e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.419,0.025,1.419,0.05
4.1712e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.422,0.025,1.422,0.05
4.1655e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.425,0.025,1.425,0.05
4.1599e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.428,0.025,1.428,0.05
4.1543e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.431,0.025,1.431,0.05
4.1486e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.434,0.025,1.434,0.05
4.143e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.437,0.025,1.437,0.05
4.1374e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.44,0.025,1.44,0.05
4.1317e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.443,0.025,1.443,0.05
4.1261e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.446,0.025,1.446,0.05
4.1205e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.449,0.025,1.449,0.05
4.1125e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.452,0.025,1.452,0.05
4.1034e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.455,0.025,1.455,0.05
4.0943e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.458,0.025,1.458,0.05
4.0851e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.461,0.025,1.461,0.05
4.076e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.464,0.025,1.464,0.05
4.0669e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.467,0.025,1.467,0.05
4.0578e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.47,0.025,1.47,0.05
4.0487e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.473,0.025,1.473,0.05
4.0395e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.476,0.025,1.476,0.05
4.0304e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.479,0.025,1.479,0.05
4.0213e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.482,0.025,1.482,0.05
4.0122e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.485,0.025,1.485,0.05
4.003e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.488,0.025,1.488,0.05
3.9939e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.491,0.025,1.491,0.05
3.9848e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.494,0.025,1.494,0.05
3.9757e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.497,0.025,1.497,0.05
3.9666e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.5,0.025,1.5,0.05
3.9212e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.503,0.025,1.503,0.05
3.8758e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.506,0.025,1.506,0.05
3.8303e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.509,0.025,1.509,0.05
3.7849e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.512,0.025,1.512,0.05
3.7395e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.515,0.025,1.515,0.05
3.6941e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.518,0.025,1.518,0.05
3.6487e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.521,0.025,1.521,0.05
3.6033e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.524,0.025,1.524,0.05
3.5579e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.527,0.025,1.527,0.05
3.5125e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.53,0.025,1.53,0.05
3.4671e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.533,0.025,1.533,0.05
3.4217e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.536,0.025,1.536,0.05
3.3763e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.539,0.025,1.539,0.05
3.3309e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.542,0.025,1.542,0.05
3.2855e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.545,0.025,1.545,0.05
3.2401e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.548,0.025,1.548,0.05
3.2062e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.551,0.025,1.551,0.05
3.1952e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.554,0.025,1.554,0.05
3.1842e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.557,0.025,1.557,0.05
3.1732e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.56,0.025,1.56,0.05
3.1622e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.563,0.025,1.563,0.05
3.1512e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.566,0.025,1.566,0.05
3.1402e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.569,0.025,1.569,0.05
3.1292e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.572,0.025,1.572,0.05
3.1183e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.575,0.025,1.575,0.05
3.1073e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.578,0.025,1.578,0.05
3.0963e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.581,0.025,1.581,0.05
3.0853e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.584,0.025,1.584,0.05
3.0743e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.587,0.025,1.587,0.05
3.0633e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.59,0.025,1.59,0.05
3.0523e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.593,0.025,1.593,0.05
3.0413e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.596,0.025,1.596,0.05
3.0303e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.599,0.025,1.599,0.05
3.0853e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.602,0.025,1.602,0.05
3.1732e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.605,0.025,1.605,0.05
3.2611e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.608,0.025,1.608,0.05
3.3489e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.611,0.025,1.611,0.05
3.4368e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.614,0.025,1.614,0.05
3.5247e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.617,0.025,1.617,0.05
3.6126e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.62,0.025,1.62,0.05
3.7005e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.623,0.025,1.623,0.05
3.7884e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.626,0.025,1.626,0.05
3.8763e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.629,0.025,1.629,0.05
3.9642e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.632,0.025,1.632,0.05
4.052e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.635,0.025,1.635,0.05
4.1399e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.638,0.025,1.638,0.05
4.2278e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.641,0.025,1.641,0.05
4.3157e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.644,0.025,1.644,0.05
4.4036e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.647,0.025,1.647,0.05
4.4915e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.65,0.025,1.65,0.05
4.5414e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.653,0.025,1.653,0.05
4.5913e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.656,0.025,1.656,0.05
4.6411e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.659,0.025,1.659,0.05
4.691e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.662,0.025,1.662,0.05
4.7409e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.665,0.025,1.665,0.05
4.7908e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.668,0.025,1.668,0.05
4.8407e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.671,0.025,1.671,0.05
4.8906e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.674,0.025,1.674,0.05
4.9405e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.677,0.025,1.677,0.05
4.9903e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.68,0.025,1.68,0.05
5.0402e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.683,0.025,1.683,0.05
5.0901e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.686,0.025,1.686,0.05
5.14e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.689,0.025,1.689,0.05
5.1899e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.692,0.025,1.692,0.05
5.2398e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.695,0.025,1.695,0.05
5.2897e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.698,0.025,1.698,0.05
5.3223e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.701,0.025,1.701,0.05
5.3205e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.704,0.025,1.704,0.05
5.3187e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.707,0.025,1.707,0.05
5.3168e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.71,0.025,1.71,0.05
5.315e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.713,0.025,1.713,0.05
5.3132e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.716,0.025,1.716,0.05
5.3113e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.719,0.025,1.719,0.05
5.3095e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.722,0.025,1.722,0.05
5.3077e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.725,0.025,1.725,0.05
5.3058e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.728,0.025,1.728,0.05
5.304e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.731,0.025,1.731,0.05
5.3021e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.734,0.025,1.734,0.05
5.3003e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.737,0.025,1.737,0.05
5.2985e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.74,0.025,1.74,0.05
5.2966e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.743,0.025,1.743,0.05
5.2948e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.746,0.025,1.746,0.05
5.293e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.749,0.025,1.749,0.05
5.2352e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.752,0.025,1.752,0.05
5.1494e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.755,0.025,1.755,0.05
5.0635e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.758,0.025,1.758,0.05
4.9777e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.761,0.025,1.761,0.05
4.8919e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.764,0.025,1.764,0.05
4.8061e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.767,0.025,1.767,0.05
4.7203e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.77,0.025,1.77,0.05
4.6345e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.773,0.025,1.773,0.05
4.5487e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.776,0.025,1.776,0.05
4.4629e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.779,0.025,1.779,0.05
4.3771e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.782,0.025,1.782,0.05
4.2913e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.785,0.025,1.785,0.05
4.2055e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.788,0.025,1.788,0.05
4.1197e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.791,0.025,1.791,0.05
4.0339e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.794,0.025,1.794,0.05
3.9481e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.797,0.025,1.797,0.05
3.8623e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.8,0.025,1.8,0.05
3.7002e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.803,0.025,1.803,0.05
3.5381e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.806,0.025,1.806,0.05
3.376e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.809,0.025,1.809,0.05
3.2139e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.812,0.025,1.812,0.05
3.0518e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.815,0.025,1.815,0.05
2.8897e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.818,0.025,1.818,0.05
2.7276e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.821,0.025,1.821,0.05
2.5656e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.824,0.025,1.824,0.05
2.4035e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.827,0.025,1.827,0.05
2.2414e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.83,0.025,1.83,0.05
2.0793e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.833,0.025,1.833,0.05
1.9172e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.836,0.025,1.836,0.05
1.7551e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.839,0.025,1.839,0.05
1.593e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.842,0.025,1.842,0.05
1.431e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.845,0.025,1.845,0.05
1.2689e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.848,0.025,1.848,0.05
1.1441e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.851,0.025,1.851,0.05
1.0941e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.854,0.025,1.854,0.05
1.0441e-12,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.857,0.025,1.857,0.05
9.9411e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.86,0.025,1.86,0.05
9.4409e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.863,0.025,1.863,0.05
8.9408e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.866,0.025,1.866,0.05
8.4407e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.869,0.025,1.869,0.05
7.9406e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.872,0.025,1.872,0.05
7.4405e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.875,0.025,1.875,0.05
6.9404e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.878,0.025,1.878,0.05
6.4402e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.881,0.025,1.881,0.05
5.9402e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.884,0.025,1.884,0.05
5.44e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.887,0.025,1.887,0.05
4.9399e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.89,0.025,1.89,0.05
4.4398e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.893,0.025,1.893,0.05
3.9397e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.896,0.025,1.896,0.05
3.4396e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.899,0.025,1.899,0.05
3.3119e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.902,0.025,1.902,0.05
3.3706e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.905,0.025,1.905,0.05
3.4292e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.908,0.025,1.908,0.05
3.4878e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.911,0.025,1.911,0.05
3.5464e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.914,0.025,1.914,0.05
3.605e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.917,0.025,1.917,0.05
3.6636e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.92,0.025,1.92,0.05
3.7223e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.923,0.025,1.923,0.05
3.7809e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.926,0.025,1.926,0.05
3.8395e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.929,0.025,1.929,0.05
3.8981e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.932,0.025,1.932,0.05
3.9567e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.935,0.025,1.935,0.05
4.0153e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.938,0.025,1.938,0.05
4.0739e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.941,0.025,1.941,0.05
4.1326e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.944,0.025,1.944,0.05
4.1912e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.947,0.025,1.947,0.05
4.2498e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.95,0.025,1.95,0.05
4.2707e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.953,0.025,1.953,0.05
4.2917e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.956,0.025,1.956,0.05
4.3126e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.959,0.025,1.959,0.05
4.3336e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.962,0.025,1.962,0.05
4.3546e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.965,0.025,1.965,0.05
4.3755e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.968,0.025,1.968,0.05
4.3965e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.971,0.025,1.971,0.05
4.4174e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.974,0.025,1.974,0.05
4.4384e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.977,0.025,1.977,0.05
4.4593e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.98,0.025,1.98,0.05
4.4803e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.983,0.025,1.983,0.05
4.5012e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.986,0.025,1.986,0.05
4.5222e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.989,0.025,1.989,0.05
4.5431e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.992,0.025,1.992,0.05
4.5641e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.995,0.025,1.995,0.05
4.585e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,1.998,0.025,1.998,0.05
4.5835e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.001,0.025,2.001,0.05
4.5369e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.004,0.025,2.004,0.05
4.4903e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.007,0.025,2.007,0.05
4.4437e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.01,0.025,2.01,0.05
4.3972e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.013,0.025,2.013,0.05
4.3506e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.016,0.025,2.016,0.05
4.304e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.019,0.025,2.019,0.05
4.2574e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.022,0.025,2.022,0.05
4.2109e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.025,0.025,2.025,0.05
4.1643e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.028,0.025,2.028,0.05
4.1177e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.031,0.025,2.031,0.05
4.0711e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.034,0.025,2.034,0.05
4.0246e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.037,0.025,2.037,0.05
3.978e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.04,0.025,2.04,0.05
3.9314e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.043,0.025,2.043,0.05
3.8848e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.046,0.025,2.046,0.05
3.8383e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.049,0.025,2.049,0.05
3.8032e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.052,0.025,2.052,0.05
3.774e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.055,0.025,2.055,0.05
3.7447e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.058,0.025,2.058,0.05
3.7154e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.061,0.025,2.061,0.05
3.6862e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.064,0.025,2.064,0.05
3.6569e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.067,0.025,2.067,0.05
3.6276e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.07,0.025,2.07,0.05
3.5984e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.073,0.025,2.073,0.05
3.5691e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.076,0.025,2.076,0.05
3.5398e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.079,0.025,2.079,0.05
3.5106e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.082,0.025,2.082,0.05
3.4813e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.085,0.025,2.085,0.05
3.452e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.088,0.025,2.088,0.05
3.4228e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.091,0.025,2.091,0.05
3.3935e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.094,0.025,2.094,0.05
3.3642e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.097,0.025,2.097,0.05
3.335e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.1,0.025,2.1,0.05
3.3205e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.103,0.025,2.103,0.05
