"Velocity:0","Velocity:1","Velocity:2","Water_Saturation","Gas_Saturation","Water_Saturation_mean","Gas_Saturation_mean","Oil_Saturation","Oil_Saturation_mean","Gas_Viscosity","Apparent_viscosity","Gas_Mobility","Water_Mobility","Total_Mobility","Gas_Density","Oil_Pressure","Water_Pressure","Permeability","Porosity","Gas_pressure","Points:0","Points:1","Points:2"
1.4111e-05,2.1622e-17,0,0.23393,0.076402,0.23391,0.076509,0.68967,0.68958,1e-05,0.00095351,912.07,28.027,1048.8,1.165,5.0896e+05,5.0896e+05,-12,0.25,5.0896e+05,0.51747,0.01,0
1.4111e-05,2.1532e-17,0,0.23393,0.076401,0.23395,0.076294,0.68967,0.68975,1e-05,0.00095353,912.04,28.027,1048.7,1.165,5.0893e+05,5.0893e+05,-12,0.25,5.0893e+05,0.51747,0,0
1.4111e-05,2.1532e-17,0,0.23398,0.076187,0.23395,0.076294,0.68984,0.68975,1e-05,0.00095811,906.96,28.046,1043.7,1.165,5.0893e+05,5.0893e+05,-12,0.25,5.0893e+05,0.52114,0,0
1.4111e-05,-1.0748e-16,0,0.23393,0.076401,0.23395,0.076294,0.68967,0.68975,1e-05,0.00095353,912.04,28.027,1048.7,1.165,5.0893e+05,5.0893e+05,-12,0.25,5.0893e+05,0.51747,0.01,0
1.4111e-05,-1.0748e-16,0,0.23398,0.076187,0.23395,0.076294,0.68984,0.68975,1e-05,0.00095811,906.96,28.046,1043.7,1.165,5.0893e+05,5.0893e+05,-12,0.25,5.0893e+05,0.52114,0.01,0
1.4111e-05,1.283e-16,0,0.23398,0.076187,0.234,0.076081,0.68984,0.68992,1e-05,0.00095813,906.94,28.046,1043.7,1.165,5.089e+05,5.089e+05,-12,0.25,5.089e+05,0.52114,0,0
1.4111e-05,1.283e-16,0,0.23402,0.075975,0.234,0.076081,0.69001,0.68992,1e-05,0.00096269,901.91,28.064,1038.8,1.165,5.089e+05,5.089e+05,-12,0.25,5.089e+05,0.52481,0,0
1.4111e-05,-1.2832e-16,0,0.23398,0.076187,0.234,0.076081,0.68984,0.68992,1e-05,0.00095813,906.94,28.046,1043.7,1.165,5.089e+05,5.089e+05,-12,0.25,5.089e+05,0.52114,0.01,0
1.4111e-05,-1.2832e-16,0,0.23402,0.075975,0.234,0.076081,0.69001,0.68992,1e-05,0.00096269,901.91,28.064,1038.8,1.165,5.089e+05,5.089e+05,-12,0.25,5.089e+05,0.52481,0.01,0
1.4111e-05,2.9773e-16,0,0.23402,0.075974,0.23404,0.075869,0.69001,0.69009,1e-05,0.00096271,901.89,28.064,1038.7,1.165,5.0887e+05,5.0887e+05,-12,0.25,5.0887e+05,0.52481,0,0
1.4111e-05,2.9773e-16,0,0.23406,0.075764,0.23404,0.075869,0.69017,0.69009,1e-05,0.00096727,896.91,28.083,1033.8,1.165,5.0887e+05,5.0887e+05,-12,0.25,5.0887e+05,0.52848,0,0
1.4111e-05,-1.4889e-16,0,0.23402,0.075974,0.23404,0.075869,0.69001,0.69009,1e-05,0.00096271,901.89,28.064,1038.7,1.165,5.0887e+05,5.0887e+05,-12,0.25,5.0887e+05,0.52481,0.01,0
1.4111e-05,-1.4889e-16,0,0.23406,0.075764,0.23404,0.075869,0.69017,0.69009,1e-05,0.00096727,896.91,28.083,1033.8,1.165,5.0887e+05,5.0887e+05,-12,0.25,5.0887e+05,0.52848,0.01,0
1.4111e-05,-8.4589e-17,0,0.23406,0.075764,0.23408,0.07566,0.69017,0.69026,1e-05,0.00096729,896.89,28.083,1033.8,1.165,5.0884e+05,5.0884e+05,-12,0.25,5.0884e+05,0.52848,0,0
1.4111e-05,-8.4589e-17,0,0.23411,0.075556,0.23408,0.07566,0.69034,0.69026,1e-05,0.00097183,891.98,28.101,1029,1.165,5.0884e+05,5.0884e+05,-12,0.25,5.0884e+05,0.53215,0,0
1.4111e-05,-2.1133e-17,0,0.23406,0.075764,0.23408,0.07566,0.69017,0.69026,1e-05,0.00096729,896.89,28.083,1033.8,1.165,5.0884e+05,5.0884e+05,-12,0.25,5.0884e+05,0.52848,0.01,0
1.4111e-05,-2.1133e-17,0,0.23411,0.075556,0.23408,0.07566,0.69034,0.69026,1e-05,0.00097183,891.98,28.101,1029,1.165,5.0884e+05,5.0884e+05,-12,0.25,5.0884e+05,0.53215,0.01,0
1.4111e-05,2.1041e-16,0,0.23411,0.075555,0.23413,0.075452,0.69034,0.69042,1e-05,0.00097185,891.95,28.101,1029,1.165,5.0882e+05,5.0882e+05,-12,0.25,5.0882e+05,0.53215,0,0
1.4111e-05,2.1041e-16,0,0.23415,0.075348,0.23413,0.075452,0.6905,0.69042,1e-05,0.00097639,887.09,28.119,1024.2,1.165,5.0882e+05,5.0882e+05,-12,0.25,5.0882e+05,0.53582,0,0
1.4111e-05,-1.0516e-16,0,0.23411,0.075555,0.23413,0.075452,0.69034,0.69042,1e-05,0.00097185,891.95,28.101,1029,1.165,5.0882e+05,5.0882e+05,-12,0.25,5.0882e+05,0.53215,0.01,0
1.4111e-05,-1.0516e-16,0,0.23415,0.075348,0.23413,0.075452,0.6905,0.69042,1e-05,0.00097639,887.09,28.119,1024.2,1.165,5.0882e+05,5.0882e+05,-12,0.25,5.0882e+05,0.53582,0.01,0
1.4111e-05,4.186e-17,0,0.23415,0.075348,0.23417,0.075245,0.6905,0.69058,1e-05,0.00097641,887.07,28.119,1024.2,1.165,5.0879e+05,5.0879e+05,-12,0.25,5.0879e+05,0.53582,0,0
1.4111e-05,4.186e-17,0,0.23419,0.075143,0.23417,0.075245,0.69066,0.69058,1e-05,0.00098094,882.26,28.137,1019.4,1.165,5.0879e+05,5.0879e+05,-12,0.25,5.0879e+05,0.53949,0,0
1.4111e-05,4.186e-17,0,0.23415,0.075348,0.23417,0.075245,0.6905,0.69058,1e-05,0.00097641,887.07,28.119,1024.2,1.165,5.0879e+05,5.0879e+05,-12,0.25,5.0879e+05,0.53582,0.01,0
1.4111e-05,4.186e-17,0,0.23419,0.075143,0.23417,0.075245,0.69066,0.69058,1e-05,0.00098094,882.26,28.137,1019.4,1.165,5.0879e+05,5.0879e+05,-12,0.25,5.0879e+05,0.53949,0.01,0
1.4111e-05,8.3274e-17,0,0.23419,0.075142,0.23421,0.075041,0.69067,0.69075,1e-05,0.00098096,882.24,28.137,1019.4,1.165,5.0876e+05,5.0876e+05,-12,0.25,5.0876e+05,0.53949,0,0
1.4111e-05,8.3274e-17,0,0.23423,0.074939,0.23421,0.075041,0.69083,0.69075,1e-05,0.00098549,877.49,28.154,1014.7,1.165,5.0876e+05,5.0876e+05,-12,0.25,5.0876e+05,0.54316,0,0
1.4111e-05,2.0833e-17,0,0.23419,0.075142,0.23421,0.075041,0.69067,0.69075,1e-05,0.00098096,882.24,28.137,1019.4,1.165,5.0876e+05,5.0876e+05,-12,0.25,5.0876e+05,0.53949,0.01,0
1.4111e-05,2.0833e-17,0,0.23423,0.074939,0.23421,0.075041,0.69083,0.69075,1e-05,0.00098549,877.49,28.154,1014.7,1.165,5.0876e+05,5.0876e+05,-12,0.25,5.0876e+05,0.54316,0.01,0
1.4111e-05,8.2822e-17,0,0.23423,0.074939,0.23426,0.074838,0.69083,0.69091,1e-05,0.00098551,877.47,28.155,1014.7,1.165,5.0873e+05,5.0873e+05,-12,0.25,5.0873e+05,0.54316,0,0
1.4111e-05,8.2822e-17,0,0.23428,0.074737,0.23426,0.074838,0.69099,0.69091,1e-05,0.00099002,872.76,28.172,1010.1,1.165,5.0873e+05,5.0873e+05,-12,0.25,5.0873e+05,0.54683,0,0
1.4111e-05,-4.1397e-17,0,0.23423,0.074939,0.23426,0.074838,0.69083,0.69091,1e-05,0.00098551,877.47,28.155,1014.7,1.165,5.0873e+05,5.0873e+05,-12,0.25,5.0873e+05,0.54316,0.01,0
1.4111e-05,-4.1397e-17,0,0.23428,0.074737,0.23426,0.074838,0.69099,0.69091,1e-05,0.00099002,872.76,28.172,1010.1,1.165,5.0873e+05,5.0873e+05,-12,0.25,5.0873e+05,0.54683,0.01,0
1.4111e-05,-6.1772e-17,0,0.23428,0.074737,0.2343,0.074637,0.69099,0.69107,1e-05,0.00099004,872.74,28.172,1010.1,1.165,5.087e+05,5.087e+05,-12,0.25,5.087e+05,0.54683,0,0
1.4111e-05,-6.1772e-17,0,0.23432,0.074537,0.2343,0.074637,0.69115,0.69107,1e-05,0.00099455,868.09,28.19,1005.5,1.165,5.087e+05,5.087e+05,-12,0.25,5.087e+05,0.5505,0,0
1.4111e-05,9.7915e-21,0,0.23428,0.074737,0.2343,0.074637,0.69099,0.69107,1e-05,0.00099004,872.74,28.172,1010.1,1.165,5.087e+05,5.087e+05,-12,0.25,5.087e+05,0.54683,0.01,0
1.4111e-05,9.7915e-21,0,0.23432,0.074537,0.2343,0.074637,0.69115,0.69107,1e-05,0.00099455,868.09,28.19,1005.5,1.165,5.087e+05,5.087e+05,-12,0.25,5.087e+05,0.5505,0.01,0
1.4111e-05,-8.1944e-17,0,0.23432,0.074536,0.23434,0.074437,0.69115,0.69122,1e-05,0.00099457,868.07,28.19,1005.5,1.165,5.0867e+05,5.0867e+05,-12,0.25,5.0867e+05,0.5505,0,0
1.4111e-05,-8.1944e-17,0,0.23436,0.074338,0.23434,0.074437,0.6913,0.69122,1e-05,0.00099907,863.46,28.207,1000.9,1.165,5.0867e+05,5.0867e+05,-12,0.25,5.0867e+05,0.55417,0,0
1.4111e-05,4.0972e-17,0,0.23432,0.074536,0.23434,0.074437,0.69115,0.69122,1e-05,0.00099457,868.07,28.19,1005.5,1.165,5.0867e+05,5.0867e+05,-12,0.25,5.0867e+05,0.5505,0.01,0
1.4111e-05,4.0972e-17,0,0.23436,0.074338,0.23434,0.074437,0.6913,0.69122,1e-05,0.00099907,863.46,28.207,1000.9,1.165,5.0867e+05,5.0867e+05,-12,0.25,5.0867e+05,0.55417,0.01,0
1.4111e-05,-6.1137e-17,0,0.23436,0.074337,0.23438,0.074239,0.6913,0.69138,1e-05,0.00099909,863.45,28.207,1000.9,1.165,5.0864e+05,5.0864e+05,-12,0.25,5.0864e+05,0.55417,0,0
1.4111e-05,-6.1137e-17,0,0.2344,0.074141,0.23438,0.074239,0.69146,0.69138,1e-05,0.0010036,858.89,28.224,996.43,1.165,5.0864e+05,5.0864e+05,-12,0.25,5.0864e+05,0.55784,0,0
1.4111e-05,6.1137e-17,0,0.23436,0.074337,0.23438,0.074239,0.6913,0.69138,1e-05,0.00099909,863.45,28.207,1000.9,1.165,5.0864e+05,5.0864e+05,-12,0.25,5.0864e+05,0.55417,0.01,0
1.4111e-05,6.1137e-17,0,0.2344,0.074141,0.23438,0.074239,0.69146,0.69138,1e-05,0.0010036,858.89,28.224,996.43,1.165,5.0864e+05,5.0864e+05,-12,0.25,5.0864e+05,0.55784,0.01,0
1.4111e-05,-1.2161e-16,0,0.2344,0.07414,0.23442,0.074043,0.69146,0.69154,1e-05,0.0010036,858.87,28.224,996.42,1.165,5.0861e+05,5.0861e+05,-12,0.25,5.0861e+05,0.55784,0,0
1.4111e-05,-1.2161e-16,0,0.23444,0.073945,0.23442,0.074043,0.69161,0.69154,1e-05,0.0010081,854.36,28.241,991.98,1.165,5.0861e+05,5.0861e+05,-12,0.25,5.0861e+05,0.56151,0,0
1.4111e-05,1.8249e-16,0,0.2344,0.07414,0.23442,0.074043,0.69146,0.69154,1e-05,0.0010036,858.87,28.224,996.42,1.165,5.0861e+05,5.0861e+05,-12,0.25,5.0861e+05,0.55784,0.01,0
1.4111e-05,1.8249e-16,0,0.23444,0.073945,0.23442,0.074043,0.69161,0.69154,1e-05,0.0010081,854.36,28.241,991.98,1.165,5.0861e+05,5.0861e+05,-12,0.25,5.0861e+05,0.56151,0.01,0
1.4111e-05,-1.0081e-16,0,0.23444,0.073945,0.23446,0.073848,0.69161,0.69169,1e-05,0.0010081,854.35,28.241,991.96,1.165,5.0858e+05,5.0858e+05,-12,0.25,5.0858e+05,0.56151,0,0
1.4111e-05,-1.0081e-16,0,0.23448,0.073751,0.23446,0.073848,0.69177,0.69169,1e-05,0.0010126,849.88,28.258,987.58,1.165,5.0858e+05,5.0858e+05,-12,0.25,5.0858e+05,0.56518,0,0
1.4111e-05,2.0198e-17,0,0.23444,0.073945,0.23446,0.073848,0.69161,0.69169,1e-05,0.0010081,854.35,28.241,991.96,1.165,5.0858e+05,5.0858e+05,-12,0.25,5.0858e+05,0.56151,0.01,0
1.4111e-05,2.0198e-17,0,0.23448,0.073751,0.23446,0.073848,0.69177,0.69169,1e-05,0.0010126,849.88,28.258,987.58,1.165,5.0858e+05,5.0858e+05,-12,0.25,5.0858e+05,0.56518,0.01,0
1.4111e-05,4.013e-17,0,0.23448,0.073751,0.2345,0.073655,0.69177,0.69184,1e-05,0.0010126,849.87,28.258,987.56,1.165,5.0855e+05,5.0855e+05,-12,0.25,5.0855e+05,0.56518,0,0
1.4111e-05,4.013e-17,0,0.23452,0.073559,0.2345,0.073655,0.69192,0.69184,1e-05,0.0010171,845.45,28.275,983.22,1.165,5.0855e+05,5.0855e+05,-12,0.25,5.0855e+05,0.56885,0,0
1.4111e-05,-8.0261e-17,0,0.23448,0.073751,0.2345,0.073655,0.69177,0.69184,1e-05,0.0010126,849.87,28.258,987.56,1.165,5.0855e+05,5.0855e+05,-12,0.25,5.0855e+05,0.56518,0.01,0
1.4111e-05,-8.0261e-17,0,0.23452,0.073559,0.2345,0.073655,0.69192,0.69184,1e-05,0.0010171,845.45,28.275,983.22,1.165,5.0855e+05,5.0855e+05,-12,0.25,5.0855e+05,0.56885,0.01,0
1.4111e-05,2.3958e-16,0,0.23452,0.073558,0.23454,0.073463,0.69192,0.692,1e-05,0.0010171,845.44,28.275,983.2,1.165,5.0852e+05,5.0852e+05,-12,0.25,5.0852e+05,0.56885,0,0
1.4111e-05,2.3958e-16,0,0.23456,0.073368,0.23454,0.073463,0.69207,0.692,1e-05,0.0010216,841.07,28.292,978.9,1.165,5.0852e+05,5.0852e+05,-12,0.25,5.0852e+05,0.57252,0,0
1.4111e-05,-1.1975e-16,0,0.23452,0.073558,0.23454,0.073463,0.69192,0.692,1e-05,0.0010171,845.44,28.275,983.2,1.165,5.0852e+05,5.0852e+05,-12,0.25,5.0852e+05,0.56885,0.01,0
1.4111e-05,-1.1975e-16,0,0.23456,0.073368,0.23454,0.073463,0.69207,0.692,1e-05,0.0010216,841.07,28.292,978.9,1.165,5.0852e+05,5.0852e+05,-12,0.25,5.0852e+05,0.57252,0.01,0
1.4111e-05,2.9374e-20,0,0.23456,0.073367,0.23458,0.073273,0.69207,0.69215,1e-05,0.0010216,841.05,28.292,978.89,1.165,5.0849e+05,5.0849e+05,-12,0.25,5.0849e+05,0.57252,0,0
1.4111e-05,2.9374e-20,0,0.2346,0.073178,0.23458,0.073273,0.69222,0.69215,1e-05,0.001026,836.73,28.308,974.64,1.165,5.0849e+05,5.0849e+05,-12,0.25,5.0849e+05,0.57619,0,0
1.4111e-05,2.9374e-20,0,0.23456,0.073367,0.23458,0.073273,0.69207,0.69215,1e-05,0.0010216,841.05,28.292,978.89,1.165,5.0849e+05,5.0849e+05,-12,0.25,5.0849e+05,0.57252,0.01,0
1.4111e-05,2.9374e-20,0,0.2346,0.073178,0.23458,0.073273,0.69222,0.69215,1e-05,0.001026,836.73,28.308,974.64,1.165,5.0849e+05,5.0849e+05,-12,0.25,5.0849e+05,0.57619,0.01,0
1.4111e-05,-7.8985e-17,0,0.2346,0.073177,0.23462,0.073084,0.69222,0.6923,1e-05,0.001026,836.71,28.308,974.62,1.165,5.0846e+05,5.0846e+05,-12,0.25,5.0846e+05,0.57619,0,0
1.4111e-05,-7.8985e-17,0,0.23464,0.07299,0.23462,0.073084,0.69237,0.6923,1e-05,0.0010305,832.43,28.325,970.41,1.165,5.0846e+05,5.0846e+05,-12,0.25,5.0846e+05,0.57986,0,0
1.4111e-05,3.9581e-17,0,0.2346,0.073177,0.23462,0.073084,0.69222,0.6923,1e-05,0.001026,836.71,28.308,974.62,1.165,5.0846e+05,5.0846e+05,-12,0.25,5.0846e+05,0.57619,0.01,0
1.4111e-05,3.9581e-17,0,0.23464,0.07299,0.23462,0.073084,0.69237,0.6923,1e-05,0.0010305,832.43,28.325,970.41,1.165,5.0846e+05,5.0846e+05,-12,0.25,5.0846e+05,0.57986,0.01,0
1.4111e-05,5.9004e-17,0,0.23464,0.072989,0.23466,0.072896,0.69237,0.69244,1e-05,0.0010305,832.41,28.325,970.4,1.165,5.0843e+05,5.0843e+05,-12,0.25,5.0843e+05,0.57986,0,0
1.4111e-05,5.9004e-17,0,0.23468,0.072803,0.23466,0.072896,0.69252,0.69244,1e-05,0.001035,828.18,28.341,966.23,1.165,5.0843e+05,5.0843e+05,-12,0.25,5.0843e+05,0.58353,0,0
1.4111e-05,1.9583e-20,0,0.23464,0.072989,0.23466,0.072896,0.69237,0.69244,1e-05,0.0010305,832.41,28.325,970.4,1.165,5.0843e+05,5.0843e+05,-12,0.25,5.0843e+05,0.57986,0.01,0
1.4111e-05,1.9583e-20,0,0.23468,0.072803,0.23466,0.072896,0.69252,0.69244,1e-05,0.001035,828.18,28.341,966.23,1.165,5.0843e+05,5.0843e+05,-12,0.25,5.0843e+05,0.58353,0.01,0
1.4111e-05,2.1521e-16,0,0.23468,0.072803,0.2347,0.07271,0.69252,0.69259,1e-05,0.001035,828.16,28.341,966.21,1.165,5.084e+05,5.084e+05,-12,0.25,5.084e+05,0.58353,0,0
1.4111e-05,2.1521e-16,0,0.23472,0.072618,0.2347,0.07271,0.69267,0.69259,1e-05,0.0010394,823.97,28.357,962.09,1.165,5.084e+05,5.084e+05,-12,0.25,5.084e+05,0.5872,0,0
1.4111e-05,-7.8243e-17,0,0.23468,0.072803,0.2347,0.07271,0.69252,0.69259,1e-05,0.001035,828.16,28.341,966.21,1.165,5.084e+05,5.084e+05,-12,0.25,5.084e+05,0.58353,0.01,0
1.4111e-05,-7.8243e-17,0,0.23472,0.072618,0.2347,0.07271,0.69267,0.69259,1e-05,0.0010394,823.97,28.357,962.09,1.165,5.084e+05,5.084e+05,-12,0.25,5.084e+05,0.5872,0.01,0
1.4111e-05,-5.8388e-17,0,0.23472,0.072617,0.23474,0.072526,0.69267,0.69274,1e-05,0.0010394,823.95,28.357,962.07,1.165,5.0837e+05,5.0837e+05,-12,0.25,5.0837e+05,0.5872,0,0
1.4111e-05,-5.8388e-17,0,0.23476,0.072434,0.23474,0.072526,0.69281,0.69274,1e-05,0.0010438,819.8,28.373,957.99,1.165,5.0837e+05,5.0837e+05,-12,0.25,5.0837e+05,0.59087,0,0
1.4111e-05,5.8408e-17,0,0.23472,0.072617,0.23474,0.072526,0.69267,0.69274,1e-05,0.0010394,823.95,28.357,962.07,1.165,5.0837e+05,5.0837e+05,-12,0.25,5.0837e+05,0.5872,0.01,0
1.4111e-05,5.8408e-17,0,0.23476,0.072434,0.23474,0.072526,0.69281,0.69274,1e-05,0.0010438,819.8,28.373,957.99,1.165,5.0837e+05,5.0837e+05,-12,0.25,5.0837e+05,0.59087,0.01,0
1.4111e-05,3.8739e-17,0,0.23476,0.072434,0.23477,0.072343,0.69281,0.69288,1e-05,0.0010439,819.78,28.373,957.98,1.165,5.0834e+05,5.0834e+05,-12,0.25,5.0834e+05,0.59087,0,0
1.4111e-05,3.8739e-17,0,0.23479,0.072252,0.23477,0.072343,0.69296,0.69288,1e-05,0.0010483,815.67,28.389,953.94,1.165,5.0834e+05,5.0834e+05,-12,0.25,5.0834e+05,0.59454,0,0
1.4111e-05,-7.7478e-17,0,0.23476,0.072434,0.23477,0.072343,0.69281,0.69288,1e-05,0.0010439,819.78,28.373,957.98,1.165,5.0834e+05,5.0834e+05,-12,0.25,5.0834e+05,0.59087,0.01,0
1.4111e-05,-7.7478e-17,0,0.23479,0.072252,0.23477,0.072343,0.69296,0.69288,1e-05,0.0010483,815.67,28.389,953.94,1.165,5.0834e+05,5.0834e+05,-12,0.25,5.0834e+05,0.59454,0.01,0
1.4111e-05,-7.7136e-17,0,0.23479,0.072251,0.23481,0.072161,0.69296,0.69303,1e-05,0.0010483,815.66,28.389,953.92,1.165,5.0831e+05,5.0831e+05,-12,0.25,5.0831e+05,0.59454,0,0
1.4111e-05,-7.7136e-17,0,0.23483,0.072071,0.23481,0.072161,0.6931,0.69303,1e-05,0.0010527,811.59,28.405,949.92,1.165,5.0831e+05,5.0831e+05,-12,0.25,5.0831e+05,0.59821,0,0
1.4111e-05,3.8509e-17,0,0.23479,0.072251,0.23481,0.072161,0.69296,0.69303,1e-05,0.0010483,815.66,28.389,953.92,1.165,5.0831e+05,5.0831e+05,-12,0.25,5.0831e+05,0.59454,0.01,0
1.4111e-05,3.8509e-17,0,0.23483,0.072071,0.23481,0.072161,0.6931,0.69303,1e-05,0.0010527,811.59,28.405,949.92,1.165,5.0831e+05,5.0831e+05,-12,0.25,5.0831e+05,0.59821,0.01,0
1.4111e-05,0,0,0.23483,0.07207,0.23485,0.07198,0.6931,0.69317,1e-05,0.0010527,811.57,28.405,949.91,1.165,5.0827e+05,5.0827e+05,-12,0.25,5.0827e+05,0.59821,0,0
1.4111e-05,0,0,0.23487,0.071891,0.23485,0.07198,0.69324,0.69317,1e-05,0.0010571,807.54,28.421,945.94,1.165,5.0827e+05,5.0827e+05,-12,0.25,5.0827e+05,0.60188,0,0
1.4111e-05,0,0,0.23483,0.07207,0.23485,0.07198,0.6931,0.69317,1e-05,0.0010527,811.57,28.405,949.91,1.165,5.0827e+05,5.0827e+05,-12,0.25,5.0827e+05,0.59821,0.01,0
1.4111e-05,0,0,0.23487,0.071891,0.23485,0.07198,0.69324,0.69317,1e-05,0.0010571,807.54,28.421,945.94,1.165,5.0827e+05,5.0827e+05,-12,0.25,5.0827e+05,0.60188,0.01,0
1.4111e-05,9.5431e-17,0,0.23487,0.07189,0.23489,0.071801,0.69324,0.69331,1e-05,0.0010572,807.53,28.421,945.93,1.165,5.0824e+05,5.0824e+05,-12,0.25,5.0824e+05,0.60188,0,0
1.4111e-05,9.5431e-17,0,0.23491,0.071712,0.23489,0.071801,0.69338,0.69331,1e-05,0.0010616,803.54,28.437,942.01,1.165,5.0824e+05,5.0824e+05,-12,0.25,5.0824e+05,0.60555,0,0
1.4111e-05,-1.336e-16,0,0.23487,0.07189,0.23489,0.071801,0.69324,0.69331,1e-05,0.0010572,807.53,28.421,945.93,1.165,5.0824e+05,5.0824e+05,-12,0.25,5.0824e+05,0.60188,0.01,0
1.4111e-05,-1.336e-16,0,0.23491,0.071712,0.23489,0.071801,0.69338,0.69331,1e-05,0.0010616,803.54,28.437,942.01,1.165,5.0824e+05,5.0824e+05,-12,0.25,5.0824e+05,0.60555,0.01,0
1.4111e-05,3.7948e-17,0,0.23491,0.071712,0.23492,0.071623,0.69338,0.69345,1e-05,0.0010616,803.52,28.437,941.99,1.165,5.0821e+05,5.0821e+05,-12,0.25,5.0821e+05,0.60555,0,0
1.4111e-05,3.7948e-17,0,0.23494,0.071535,0.23492,0.071623,0.69352,0.69345,1e-05,0.001066,799.57,28.452,938.11,1.165,5.0821e+05,5.0821e+05,-12,0.25,5.0821e+05,0.60922,0,0
1.4111e-05,-7.6014e-17,0,0.23491,0.071712,0.23492,0.071623,0.69338,0.69345,1e-05,0.0010616,803.52,28.437,941.99,1.165,5.0821e+05,5.0821e+05,-12,0.25,5.0821e+05,0.60555,0.01,0
1.4111e-05,-7.6014e-17,0,0.23494,0.071535,0.23492,0.071623,0.69352,0.69345,1e-05,0.001066,799.57,28.452,938.11,1.165,5.0821e+05,5.0821e+05,-12,0.25,5.0821e+05,0.60922,0.01,0
1.4111e-05,-7.5627e-17,0,0.23494,0.071534,0.23496,0.071447,0.69352,0.69359,1e-05,0.001066,799.56,28.452,938.09,1.165,5.0818e+05,5.0818e+05,-12,0.25,5.0818e+05,0.60922,0,0
1.4111e-05,-7.5627e-17,0,0.23498,0.071359,0.23496,0.071447,0.69366,0.69359,1e-05,0.0010704,795.64,28.468,934.25,1.165,5.0818e+05,5.0818e+05,-12,0.25,5.0818e+05,0.61289,0,0
1.4111e-05,3.7784e-17,0,0.23494,0.071534,0.23496,0.071447,0.69352,0.69359,1e-05,0.001066,799.56,28.452,938.09,1.165,5.0818e+05,5.0818e+05,-12,0.25,5.0818e+05,0.60922,0.01,0
1.4111e-05,3.7784e-17,0,0.23498,0.071359,0.23496,0.071447,0.69366,0.69359,1e-05,0.0010704,795.64,28.468,934.25,1.165,5.0818e+05,5.0818e+05,-12,0.25,5.0818e+05,0.61289,0.01,0
1.4111e-05,7.5166e-17,0,0.23498,0.071358,0.235,0.071271,0.69366,0.69373,1e-05,0.0010704,795.63,28.468,934.23,1.165,5.0815e+05,5.0815e+05,-12,0.25,5.0815e+05,0.61289,0,0
1.4111e-05,7.5166e-17,0,0.23501,0.071184,0.235,0.071271,0.6938,0.69373,1e-05,0.0010748,791.75,28.483,930.42,1.165,5.0815e+05,5.0815e+05,-12,0.25,5.0815e+05,0.61656,0,0
1.4111e-05,-3.77e-17,0,0.23498,0.071358,0.235,0.071271,0.69366,0.69373,1e-05,0.0010704,795.63,28.468,934.23,1.165,5.0815e+05,5.0815e+05,-12,0.25,5.0815e+05,0.61289,0.01,0
1.4111e-05,-3.77e-17,0,0.23501,0.071184,0.235,0.071271,0.6938,0.69373,1e-05,0.0010748,791.75,28.483,930.42,1.165,5.0815e+05,5.0815e+05,-12,0.25,5.0815e+05,0.61656,0.01,0
1.4111e-05,-1.3107e-16,0,0.23502,0.071184,0.23503,0.071097,0.6938,0.69387,1e-05,0.0010748,791.74,28.483,930.41,1.165,5.0812e+05,5.0812e+05,-12,0.25,5.0812e+05,0.61656,0,0
1.4111e-05,-1.3107e-16,0,0.23505,0.071011,0.23503,0.071097,0.69394,0.69387,1e-05,0.0010792,787.9,28.498,926.64,1.165,5.0812e+05,5.0812e+05,-12,0.25,5.0812e+05,0.62023,0,0
1.4111e-05,9.3586e-17,0,0.23502,0.071184,0.23503,0.071097,0.6938,0.69387,1e-05,0.0010748,791.74,28.483,930.41,1.165,5.0812e+05,5.0812e+05,-12,0.25,5.0812e+05,0.61656,0.01,0
1.4111e-05,9.3586e-17,0,0.23505,0.071011,0.23503,0.071097,0.69394,0.69387,1e-05,0.0010792,787.9,28.498,926.64,1.165,5.0812e+05,5.0812e+05,-12,0.25,5.0812e+05,0.62023,0.01,0
1.4111e-05,-7.4508e-17,0,0.23505,0.07101,0.23507,0.070925,0.69394,0.69401,1e-05,0.0010792,787.89,28.498,926.62,1.165,5.0808e+05,5.0808e+05,-12,0.25,5.0808e+05,0.62023,0,0
1.4111e-05,-7.4508e-17,0,0.23509,0.070839,0.23507,0.070925,0.69407,0.69401,1e-05,0.0010836,784.08,28.513,922.89,1.165,5.0808e+05,5.0808e+05,-12,0.25,5.0808e+05,0.6239,0,0
1.4111e-05,3.7284e-17,0,0.23505,0.07101,0.23507,0.070925,0.69394,0.69401,1e-05,0.0010792,787.89,28.498,926.62,1.165,5.0808e+05,5.0808e+05,-12,0.25,5.0808e+05,0.62023,0.01,0
1.4111e-05,3.7284e-17,0,0.23509,0.070839,0.23507,0.070925,0.69407,0.69401,1e-05,0.0010836,784.08,28.513,922.89,1.165,5.0808e+05,5.0808e+05,-12,0.25,5.0808e+05,0.6239,0.01,0
1.4111e-05,7.4194e-17,0,0.23509,0.070838,0.2351,0.070753,0.69407,0.69414,1e-05,0.0010836,784.07,28.513,922.87,1.165,5.0805e+05,5.0805e+05,-12,0.25,5.0805e+05,0.6239,0,0
1.4111e-05,7.4194e-17,0,0.23512,0.070668,0.2351,0.070753,0.69421,0.69414,1e-05,0.0010879,780.3,28.528,919.17,1.165,5.0805e+05,5.0805e+05,-12,0.25,5.0805e+05,0.62757,0,0
