TimeStep,qw_inj,qg_inj,qw_prod,qg_prod,qo_prod
100000,6.00815e-05,0.000275553,0.000289671,4.52611e-08,5.79343e-05
200000,5.80531e-05,0.000277987,0.000289671,4.52611e-08,5.79343e-05
300000,6.35956e-05,0.000284055,0.000289671,4.52611e-08,5.79343e-05
400000,6.92535e-05,0.000278397,0.000289671,4.52611e-08,5.79343e-05
500000,6.95179e-05,0.000278133,0.000289671,4.52611e-08,5.79343e-05
600000,6.9529e-05,0.000278122,0.000289671,4.52611e-08,5.79343e-05
700000,6.95295e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
800000,6.95296e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
900000,6.95296e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
1e+06,6.95297e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
1.1e+06,6.95298e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
1.2e+06,6.95299e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
1.3e+06,6.95299e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
1.4e+06,6.95299e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
1.5e+06,6.953e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
1.6e+06,6.953e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
1.7e+06,6.95301e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
1.8e+06,6.95301e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
1.9e+06,6.95301e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
2e+06,6.95301e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
2.1e+06,6.95301e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
2.2e+06,6.95301e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
2.3e+06,6.95301e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
2.4e+06,6.95301e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
2.5e+06,6.95301e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
2.6e+06,6.95302e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
2.7e+06,6.95302e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
2.8e+06,6.95302e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
2.9e+06,6.95302e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
3e+06,6.95302e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
3.1e+06,6.95302e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
3.2e+06,6.95302e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
3.3e+06,6.95302e-05,0.000278121,0.000289671,4.52611e-08,5.79343e-05
