Time,"Apparent_viscosity","Gas_Density","Gas_Mobility","Gas_Saturation","Gas_Saturation_mean","Gas_Viscosity","Gas_pressure","Oil_Pressure","Oil_Saturation","Oil_Saturation_mean","Permeability","Porosity","Total_Mobility","Velocity:0","Velocity:1","Velocity:2","Water_Mobility","Water_Pressure","Water_Saturation","Water_Saturation_mean","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
50,0.0016252,1.165,77.29,0.038968,0.038968,3.0698e-05,75979,75979,0.27977,0.27977,-12,0.25,615.3,1.4111e-05,-1.9863e-18,0,527.92,75979,0.68126,0.68126,1,0.13946,0.13946,0.005,0
50,0.0016251,1.165,77.439,0.039067,0.039035,3.0795e-05,75903,75903,0.27972,0.27974,-12,0.25,615.35,1.4111e-05,-1.9789e-18,0,527.82,75903,0.68121,0.68123,1,0.14313,0.14313,0.005,0
50,0.0016247,1.165,77.76,0.039131,0.039099,3.0768e-05,75827,75827,0.27975,0.27975,-12,0.25,615.51,1.4111e-05,-3.973e-18,0,527.65,75827,0.68112,0.68115,1,0.1468,0.1468,0.005,0
50,0.001624,1.165,78.216,0.039238,0.039191,3.0756e-05,75752,75752,0.27975,0.27975,-12,0.25,615.77,1.4111e-05,9.9478e-19,0,527.46,75752,0.68101,0.68106,1,0.15047,0.15047,0.005,0
50,0.0016232,1.165,78.774,0.039397,0.039328,3.0786e-05,75676,75676,0.27974,0.27974,-12,0.25,616.07,1.4111e-05,-1.9916e-18,0,527.2,75676,0.68087,0.68093,1,0.15414,0.15414,0.005,0
50,0.0016224,1.165,79.426,0.039575,0.039501,3.0811e-05,75600,75600,0.27974,0.27973,-12,0.25,616.39,1.4111e-05,1.9895e-18,0,526.87,75600,0.68068,0.68077,1,0.15781,0.15781,0.005,0
50,0.0016212,1.165,80.159,0.039724,0.03965,3.076e-05,75525,75525,0.27976,0.27975,-12,0.25,616.82,1.4111e-05,-9.9889e-19,0,526.56,75525,0.68052,0.6806,1,0.16148,0.16148,0.005,0
50,0.00162,1.165,80.952,0.039891,0.039811,3.0714e-05,75449,75449,0.27977,0.27976,-12,0.25,617.29,1.4111e-05,-3.002e-18,0,526.24,75449,0.68034,0.68042,1,0.16515,0.16515,0.005,0
50,0.0016187,1.165,81.788,0.040093,0.039999,3.071e-05,75374,75374,0.27977,0.27977,-12,0.25,617.77,1.4111e-05,9.9753e-19,0,525.88,75374,0.68014,0.68023,1,0.16882,0.16882,0.005,0
50,0.0016175,1.165,82.65,0.040335,0.040223,3.0757e-05,75299,75299,0.27974,0.27975,-12,0.25,618.23,1.4111e-05,4.0264e-18,0,525.48,75299,0.67992,0.68003,1,0.17249,0.17249,0.005,0
50,0.0016164,1.165,83.525,0.04059,0.040475,3.082e-05,75224,75224,0.27973,0.27973,-12,0.25,618.67,1.4111e-05,2.9888e-18,0,525.05,75224,0.67968,0.6798,1,0.17616,0.17616,0.005,0
50,0.0016151,1.165,84.394,0.040805,0.040704,3.0827e-05,75149,75149,0.27973,0.27973,-12,0.25,619.14,1.4111e-05,4.0375e-18,0,524.65,75149,0.67946,0.67957,1,0.17983,0.17983,0.005,0
50,0.0016138,1.165,85.28,0.041006,0.040905,3.0808e-05,75074,75074,0.27974,0.27973,-12,0.25,619.65,1.4111e-05,-2.0155e-18,0,524.28,75074,0.67926,0.67936,1,0.1835,0.1835,0.005,0
50,0.0016124,1.165,86.185,0.041212,0.04111,3.0792e-05,75000,75000,0.27974,0.27974,-12,0.25,620.18,1.4111e-05,0,0,523.9,75000,0.67905,0.67915,1,0.18717,0.18717,0.005,0
50,0.001611,1.165,87.121,0.041436,0.041327,3.0792e-05,74926,74926,0.27974,0.27974,-12,0.25,620.72,1.4111e-05,-2.0335e-18,0,523.5,74926,0.67883,0.67893,1,0.19084,0.19084,0.005,0
50,0.0016096,1.165,88.097,0.041679,0.041562,3.081e-05,74851,74851,0.27973,0.27973,-12,0.25,621.27,1.4111e-05,4.0755e-18,0,523.07,74851,0.67859,0.6787,1,0.19451,0.19451,0.005,0
50,0.0016081,1.165,89.122,0.041934,0.04181,3.083e-05,74777,74777,0.27972,0.27973,-12,0.25,621.84,1.4111e-05,9.7918e-21,0,522.62,74777,0.67834,0.67846,1,0.19818,0.19818,0.005,0
50,0.0016065,1.165,90.203,0.042196,0.042067,3.0842e-05,74703,74703,0.27972,0.27972,-12,0.25,622.45,1.4111e-05,4.0893e-18,0,522.16,74703,0.67808,0.67821,1,0.20185,0.20185,0.005,0
50,0.0016049,1.165,91.344,0.042465,0.042333,3.0847e-05,74630,74630,0.27972,0.27972,-12,0.25,623.11,1.4111e-05,-2.0424e-18,0,521.67,74630,0.67781,0.67795,1,0.20552,0.20552,0.005,0
50,0.0016031,1.165,92.552,0.042748,0.04261,3.0851e-05,74556,74556,0.27972,0.27972,-12,0.25,623.81,1.4111e-05,0,0,521.16,74556,0.67753,0.67767,1,0.20919,0.20919,0.005,0
50,0.0016012,1.165,93.829,0.043048,0.042902,3.0859e-05,74483,74483,0.27972,0.27972,-12,0.25,624.55,1.4111e-05,-1.0292e-18,0,520.63,74483,0.67724,0.67738,1,0.21286,0.21286,0.005,0
50,0.0015991,1.165,95.18,0.043364,0.04321,3.087e-05,74410,74410,0.27971,0.27971,-12,0.25,625.34,1.4111e-05,-1.0371e-18,0,520.06,74410,0.67692,0.67708,1,0.21653,0.21653,0.005,0
50,0.001597,1.165,96.611,0.043698,0.043535,3.0882e-05,74337,74337,0.27971,0.27971,-12,0.25,626.17,1.4111e-05,4.132e-18,0,519.47,74337,0.67659,0.67675,1,0.2202,0.2202,0.005,0
50,0.0015947,1.165,98.13,0.044048,0.043877,3.0894e-05,74264,74264,0.2797,0.27971,-12,0.25,627.07,1.4111e-05,-5.1893e-18,0,518.85,74264,0.67625,0.67642,1,0.22387,0.22387,0.005,0
50,0.0015923,1.165,99.729,0.044414,0.044238,3.0905e-05,74192,74192,0.2797,0.2797,-12,0.25,628.01,1.4111e-05,4.8957e-21,0,518.19,74192,0.67589,0.67606,1,0.22754,0.22754,0.005,0
50,0.0015901,1.165,101.18,0.044743,0.04459,3.0916e-05,74120,74120,0.2797,0.2797,-12,0.25,628.88,1.4111e-05,-1.0461e-18,0,517.61,74120,0.67556,0.67571,1,0.23121,0.23121,0.005,0
50,0.0015883,1.165,102.42,0.045024,0.044897,3.0926e-05,74048,74048,0.27969,0.2797,-12,0.25,629.62,1.4111e-05,0,0,517.11,74048,0.67528,0.67541,1,0.23488,0.23488,0.005,0
50,0.0015868,1.165,103.41,0.045247,0.045151,3.0934e-05,73976,73976,0.27969,0.27969,-12,0.25,630.21,1.4111e-05,5.2544e-18,0,516.71,73976,0.67506,0.67516,1,0.23855,0.23855,0.005,0
50,0.0015857,1.165,104.14,0.045409,0.045344,3.0939e-05,73904,73904,0.27969,0.27969,-12,0.25,630.65,1.4111e-05,-9.7913e-21,0,516.42,73904,0.6749,0.67496,1,0.24222,0.24222,0.005,0
50,0.001585,1.165,104.6,0.045513,0.045475,3.0942e-05,73833,73833,0.27969,0.27969,-12,0.25,630.93,1.4111e-05,-9.7918e-21,0,516.24,73833,0.6748,0.67483,1,0.24589,0.24589,0.005,0
50,0.0015846,1.165,104.85,0.045569,0.045551,3.0943e-05,73761,73761,0.27969,0.27969,-12,0.25,631.08,1.4111e-05,-2.1072e-18,0,516.14,73761,0.67474,0.67476,1,0.24956,0.24956,0.005,0
50,0.0015844,1.165,104.95,0.045591,0.045586,3.0944e-05,73690,73690,0.27969,0.27969,-12,0.25,631.14,1.4111e-05,0,0,516.1,73690,0.67472,0.67472,1,0.25323,0.25323,0.005,0
50,0.0015844,1.165,104.98,0.045595,0.045595,3.0943e-05,73619,73619,0.27969,0.27969,-12,0.25,631.16,1.4111e-05,1.0565e-18,0,516.09,73619,0.67471,0.67471,1,0.2569,0.2569,0.005,0
50,0.0015844,1.165,104.97,0.045592,0.045593,3.0942e-05,73547,73547,0.27969,0.27969,-12,0.25,631.15,1.4111e-05,2.1277e-18,0,516.09,73547,0.67472,0.67472,1,0.26057,0.26057,0.005,0
