TimeStep,qw_inj,qg_inj,qw_prod,qg_prod,qo_prod
26400000,0.000591006,0.00236403,0.000545128,0.00230088,0.000109026
26500000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
26600000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
26700000,0.000591006,0.00236403,0.000407123,0.00246649,8.14245e-05
26800000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
26900000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
27000000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
27100000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
27200000,0.000591006,0.00236403,0.000798668,0.00199663,0.000159734
27300000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
27400000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
27500000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
27600000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
27700000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
27800000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
27900000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
28000000,0.000591006,0.00236403,0.000684973,0.00213306,0.000136995
28100000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
28200000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
28300000,0.000591006,0.00236403,0.000743637,0.00206267,0.000148727
28400000,0.000591006,0.00236403,0.000425113,0.00252992,8.20186e-20
28500000,0.000591006,0.00236403,0.00113423,0.00159396,0.000226846
28600000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
28700000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
28800000,0.000591006,0.00236403,0.00228473,0.000213359,0.000456946
28900000,0.000591006,0.00236403,0.00119307,0.00152335,0.000238615
29000000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
29100000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
29200000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
29300000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
29400000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
29500000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
29600000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
29700000,0.000591006,0.00236403,0.000437489,0.00243005,8.74978e-05
29800000,0.000591006,0.00236403,0.00203761,0.000509896,0.000407523
29900000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
30000000,0.000591006,0.00236403,0.00129508,0.00140094,0.000259015
30100000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
30200000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
30300000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
30400000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
30500000,0.000591006,0.00236403,0.00102972,0.00171937,0.000205944
30600000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
30700000,0.000591006,0.00236403,0.000417551,0.00253748,0
30800000,0.000591006,0.00236403,0.0013979,0.00127756,0.000279579
30900000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
31000000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
31100000,0.000591006,0.00236403,0.00230704,0.000186585,0.000461408
31200000,0.000591006,0.00236403,0.000600499,0.00223443,0.0001201
31300000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
31400000,0.000591006,0.00236403,0.00170958,0.000903541,0.000341915
31500000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
