x, y
0.0011074197120708748, 0.7659574468085107
0.005537098560354374, 0.7452887537993922
0.009966777408637873, 0.8875379939209727
0.013289036544850499, 0.7197568389057751
0.018826135105204873, 0.6541033434650456
0.02547065337763012, 0.6249240121580547
0.03433001107419712, 0.6030395136778116
0.04318936877076412, 0.5811550151975684
0.05426356589147287, 0.5677811550151977
0.06533776301218161, 0.5495440729483283
0.07641196013289037, 0.5495440729483283
0.08416389811738649, 0.521580547112462
0.10188261351052048, 0.5264437689969605
0.11184939091915835, 0.5045592705167173
0.12070874861572535, 0.511854103343465
0.12956810631229235, 0.49848024316109424
0.1495016611295681, 0.4936170212765958
0.15946843853820597, 0.48632218844984804
0.17054263565891473, 0.4644376899696049
0.18715393133997785, 0.47781155015197574
0.19047619047619047, 0.4644376899696049
0.21151716500553708, 0.4693009118541034
0.2203765227021041, 0.46079027355623103
0.2369878183831672, 0.4583586626139818
0.24916943521594684, 0.4389057750759879
0.26245847176079734, 0.43647416413373863
0.2768549280177187, 0.4328267477203648
0.2945736434108527, 0.4340425531914894
0.31561461794019935, 0.4279635258358663
0.3178294573643411, 0.4048632218844985
0.33001107419712067, 0.3015197568389058
0.3344407530454042, 0.18966565349544073
0.33665559246954596, 0.08510638297872342
0.3433001107419712, 0.04133738601823708
0.3477297895902547, 0.01702127659574468
0.3576965669988926, 0.012158054711246202
0.36766334440753046, 0.019452887537993922
0.3831672203765227, 0.014589665653495442
0.3997785160575858, 0.014589665653495442
0.40310077519379844, 0.053495440729483285
0.4119601328903654, 0.03647416413373861
0.4208194905869324, 0.053495440729483285
0.4418604651162791, 0.06322188449848025
0.44629014396456257, 0.07902735562310031
0.43410852713178294, 0.03525835866261398
0.4363233665559247, 0.02066869300911854
0.4518272425249169, 0.026747720364741642
0.47065337763012177, 0.00851063829787234
0.48062015503875966, 0.019452887537993922
0.4928017718715393, 0.012158054711246202
0.5071982281284607, 0.015805471124620062
0.5227021040974529, 0.00851063829787234
0.5448504983388704, 0.015805471124620062
0.5526024363233666, 0.013373860182370821
0.5592469545957918, 0.019452887537993922
0.5725359911406422, 0.010942249240121582
0.5847176079734219, 0.018237082066869303
0.6112956810631229, 0.015805471124620062
0.6389811738648947, 0.024316109422492405
0.6589147286821705, 0.02066869300911854
0.6677740863787375, 0.024316109422492405
0.6954595791805094, 0.023100303951367782
0.7032115171650055, 0.012158054711246202
0.7220376522702103, 0.026747720364741642
0.7452934662236987, 0.014589665653495442
0.7619047619047619, 0.02066869300911854
0.7840531561461793, 0.03404255319148936
0.7973421926910299, 0.018237082066869303
0.805094130675526, 0.029179331306990883
0.8261351052048727, 0.021884498480243163
0.8460686600221483, 0.023100303951367782
0.8538205980066444, 0.013373860182370821
0.8726467331118494, 0.030395136778115502
0.8748615725359911, 0.018237082066869303
0.8959025470653377, 0.029179331306990883
0.8970099667774086, 0.018237082066869303
0.9158361018826134, 0.024316109422492405
0.9346622369878184, 0.06808510638297872
0.93687707641196, 0.021884498480243163
0.9424141749723145, 0.038905775075987845
0.9545957918050941, 0.03647416413373861
0.9689922480620154, 0.053495440729483285
0.9778516057585824, 0.021884498480243163
0.9911406423034329, 0.021884498480243163
