x, y
0.0033222591362126247, 0.19452887537993924
0.013289036544850499, 0.1750759878419453
0.019933554817275746, 0.20303951367781156
0.02768549280177187, 0.2127659574468085
0.04540420819490587, 0.22127659574468087
0.05647840531561461, 0.22006079027355624
0.07308970099667773, 0.22127659574468087
0.07973421926910298, 0.20303951367781156
0.08970099667774085, 0.22978723404255322
0.09856035437430787, 0.22006079027355624
0.10852713178294573, 0.23829787234042554
0.11738648947951273, 0.2066869300911854
0.13067552602436322, 0.22006079027355624
0.14396456256921372, 0.23100303951367782
0.16057585825027684, 0.2224924012158055
0.16832779623477298, 0.20911854103343466
0.1716500553709856, 0.23708206686930092
0.18050941306755258, 0.22370820668693012
0.1982281284606866, 0.2164133738601824
0.20819490586932446, 0.20182370820668694
0.2159468438538206, 0.2164133738601824
0.23809523809523808, 0.2054711246200608
0.2469545957918051, 0.22127659574468087
0.2713178294573643, 0.2224924012158055
0.2868217054263566, 0.21155015197568391
0.3078626799557032, 0.21519756838905776
0.3222591362126246, 0.25045592705167175
0.33665559246954596, 0.2224924012158055
0.3488372093023256, 0.20790273556231004
0.36323366555924697, 0.20303951367781156
0.3787375415282392, 0.21519756838905776
0.39313399778516056, 0.23708206686930092
0.40642303433001103, 0.23221884498480244
0.4108527131782946, 0.26382978723404255
0.4163898117386489, 0.29787234042553196
0.42303433001107416, 0.32462006079027356
0.4274640088593577, 0.35258358662613987
0.4318936877076412, 0.4109422492401216
0.4396456256921373, 0.46686930091185413
0.44961240310077516, 0.5021276595744681
0.4629014396456257, 0.5434650455927053
0.46843853820598, 0.5544072948328268
0.47729789590254706, 0.5252279635258359
0.48615725359911405, 0.5386018237082068
0.4983388704318937, 0.5252279635258359
0.5138427464008859, 0.5373860182370821
0.5293466223698782, 0.5361702127659574
0.5492801771871539, 0.5471124620060791
0.5592469545957918, 0.5325227963525836
0.5725359911406422, 0.5471124620060791
0.5769656699889257, 0.5191489361702128
0.5902547065337763, 0.531306990881459
0.610188261351052, 0.5288753799392097
0.6234772978959026, 0.5094224924012158
0.6290143964562569, 0.48996960486322194
0.6411960132890365, 0.48024316109422494
0.6578073089700996, 0.4765957446808511
0.6766334440753045, 0.48632218844984804
0.6821705426356589, 0.5106382978723405
0.7009966777408637, 0.5276595744680851
0.7209302325581395, 0.5167173252279635
0.7364341085271318, 0.5337386018237082
0.7441860465116279, 0.5179331306990882
0.7674418604651162, 0.5240121580547112
0.7796234772978958, 0.4996960486322189
0.7929125138427464, 0.521580547112462
0.8017718715393134, 0.5021276595744681
0.8205980066445182, 0.5240121580547112
0.8327796234772978, 0.5082066869300912
0.8560354374307863, 0.5167173252279635
0.8637873754152824, 0.4948328267477204
0.8737541528239202, 0.5106382978723405
0.8859357696566998, 0.5033434650455927
0.9069767441860465, 0.4948328267477204
0.9191583610188261, 0.4753799392097265
0.9269102990033222, 0.44984802431610943
0.9324473975636766, 0.40364741641337387
0.937984496124031, 0.4948328267477204
0.9401993355481727, 0.48024316109422494
0.9534883720930232, 0.47294832826747724
0.9667774086378738, 0.4267477203647417
0.9700996677740863, 0.4012158054711246
0.9767441860465116, 0.38541033434650457
0.9822812846068659, 0.37689969604863227
0.9966777408637874, 0.37689969604863227
0.9944629014396456, 0.6066869300911855
0.9844961240310077, 0.6249240121580547
