Time,"Velocity:0","Velocity:1","Velocity:2","Water_Saturation","Gas_Saturation","Water_Saturation_mean","Gas_Saturation_mean","Oil_Saturation","Oil_Saturation_mean","Gas_Viscosity","Apparent_viscosity","Gas_Mobility","Water_Mobility","Total_Mobility","Gas_Density","Oil_Pressure","Water_Pressure","Permeability","Porosity","Gas_pressure","Points:0","Points:1","Points:2"
1700,1.6157e-05,2.7606e-19,0,0.35891,0.52866,0.35891,0.52866,0.11243,0.11243,0.12882,0.22507,3.1091,1.3328,4.4431,1.165,8.4999e+05,8.4999e+05,-11.555,0.22,8.4999e+05,0,0,0
1700,1.6157e-05,2.7606e-19,0,0.35891,0.52866,0.35891,0.52866,0.11243,0.11243,0.12882,0.22507,3.1091,1.3328,4.4431,1.165,8.4999e+05,8.4999e+05,-11.555,0.22,8.4999e+05,0.004,0,0
1700,1.6157e-05,-1.3803e-19,0,0.35891,0.52866,0.35891,0.52866,0.11243,0.11243,0.12882,0.22507,3.1091,1.3328,4.4431,1.165,8.4999e+05,8.4999e+05,-11.555,0.22,8.4999e+05,0,0.035449,0
1700,1.6157e-05,-1.3803e-19,0,0.35891,0.52866,0.35891,0.52866,0.11243,0.11243,0.12882,0.22507,3.1091,1.3328,4.4431,1.165,8.4999e+05,8.4999e+05,-11.555,0.22,8.4999e+05,0.004,0.035449,0
1700,1.6157e-05,2.7311e-19,0,0.35867,0.52728,0.35843,0.52591,0.11404,0.11566,0.12843,0.22603,3.0973,1.3252,4.4242,1.165,8.469e+05,8.469e+05,-11.555,0.22,8.469e+05,0.004,0,0
1700,1.6157e-05,2.7311e-19,0,0.35819,0.52454,0.35843,0.52591,0.11727,0.11566,0.12843,0.22892,3.0555,1.3101,4.3684,1.165,8.469e+05,8.469e+05,-11.555,0.22,8.469e+05,0.008,0,0
1700,1.6157e-05,-1.3655e-19,0,0.35867,0.52728,0.35843,0.52591,0.11404,0.11566,0.12843,0.22603,3.0973,1.3252,4.4242,1.165,8.469e+05,8.469e+05,-11.555,0.22,8.469e+05,0.004,0.035449,0
1700,1.6157e-05,-1.3655e-19,0,0.35819,0.52454,0.35843,0.52591,0.11727,0.11566,0.12843,0.22892,3.0555,1.3101,4.3684,1.165,8.469e+05,8.469e+05,-11.555,0.22,8.469e+05,0.008,0.035449,0
1700,1.6157e-05,2.6961e-19,0,0.35814,0.52418,0.35786,0.52246,0.11767,0.11968,0.12798,0.2287,3.061,1.3086,4.3726,1.165,8.4377e+05,8.4377e+05,-11.555,0.22,8.4377e+05,0.008,0,0
1700,1.6157e-05,2.6961e-19,0,0.35757,0.52073,0.35786,0.52246,0.1217,0.11968,0.12798,0.23233,3.0088,1.2906,4.3042,1.165,8.4377e+05,8.4377e+05,-11.555,0.22,8.4377e+05,0.012,0,0
1700,1.6157e-05,2.6961e-19,0,0.35814,0.52418,0.35786,0.52246,0.11767,0.11968,0.12798,0.2287,3.061,1.3086,4.3726,1.165,8.4377e+05,8.4377e+05,-11.555,0.22,8.4377e+05,0.008,0.035449,0
