Time,"Velocity:0","Velocity:1","Velocity:2","Water_Saturation","Gas_Saturation","Water_Saturation_mean","Gas_Saturation_mean","Oil_Saturation","Oil_Saturation_mean","Gas_Viscosity","Apparent_viscosity","Gas_Mobility","Water_Mobility","Total_Mobility","Gas_Density","Oil_Pressure","Water_Pressure","Permeability","Porosity","Gas_pressure","Points:0","Points:1","Points:2"
17725,1.6157e-05,-7.0101e-20,0,0.35959,0.53291,0.35955,0.5327,0.1075,0.10775,0.12935,0.22143,3.1615,1.3544,4.5161,1.165,2.9654e+05,2.9654e+05,-11.555,0.22,2.9654e+05,0.032,0.035449,0
17725,1.6157e-05,-7.0101e-20,0,0.35952,0.53249,0.35955,0.5327,0.10799,0.10775,0.12935,0.22185,3.155,1.3522,4.5076,1.165,2.9654e+05,2.9654e+05,-11.555,0.22,2.9654e+05,0.036,0.035449,0
17725,1.6157e-05,-1.3958e-19,0,0.35952,0.53249,0.35949,0.53228,0.10799,0.10823,0.1293,0.22178,3.1564,1.3522,4.509,1.165,2.9351e+05,2.9351e+05,-11.555,0.22,2.9351e+05,0.036,0,0
17725,1.6157e-05,-1.3958e-19,0,0.35945,0.53208,0.35949,0.53228,0.10847,0.10823,0.1293,0.2222,3.15,1.3501,4.5005,1.165,2.9351e+05,2.9351e+05,-11.555,0.22,2.9351e+05,0.04,0,0
17725,1.6157e-05,7.0384e-20,0,0.35952,0.53249,0.35949,0.53228,0.10799,0.10823,0.1293,0.22178,3.1564,1.3522,4.509,1.165,2.9351e+05,2.9351e+05,-11.555,0.22,2.9351e+05,0.036,0.035449,0
17725,1.6157e-05,7.0384e-20,0,0.35945,0.53208,0.35949,0.53228,0.10847,0.10823,0.1293,0.2222,3.15,1.3501,4.5005,1.165,2.9351e+05,2.9351e+05,-11.555,0.22,2.9351e+05,0.04,0.035449,0
17725,1.6157e-05,2.0884e-19,0,0.35945,0.53207,0.35942,0.53187,0.10847,0.10871,0.12924,0.22213,3.1513,1.3501,4.5018,1.165,2.9048e+05,2.9048e+05,-11.555,0.22,2.9048e+05,0.04,0,0
17725,1.6157e-05,2.0884e-19,0,0.35939,0.53166,0.35942,0.53187,0.10895,0.10871,0.12924,0.22255,3.145,1.3479,4.4934,1.165,2.9048e+05,2.9048e+05,-11.555,0.22,2.9048e+05,0.044,0,0
17725,1.6157e-05,-7.9066e-22,0,0.35945,0.53207,0.35942,0.53187,0.10847,0.10871,0.12924,0.22213,3.1513,1.3501,4.5018,1.165,2.9048e+05,2.9048e+05,-11.555,0.22,2.9048e+05,0.04,0.035449,0
17725,1.6157e-05,-7.9066e-22,0,0.35939,0.53166,0.35942,0.53187,0.10895,0.10871,0.12924,0.22255,3.145,1.3479,4.4934,1.165,2.9048e+05,2.9048e+05,-11.555,0.22,2.9048e+05,0.044,0.035449,0
