x, y
0, 0.8
0.0009250693802035153, 0.6506024096385543
0.0018501387604070306, 0.6168674698795181
0.0037002775208140612, 0.5686746987951807
0.004625346901017576, 0.5445783132530121
0.06567992599444959, 0.5421686746987953
0.06567992599444959, 0.419277108433735
0.07493061979648474, 0.4
0.08788159111933395, 0.3783132530120482
0.10730804810360778, 0.3566265060240964
0.1322849213691027, 0.327710843373494
0.1748381128584644, 0.2987951807228916
0.22294172062904719, 0.26987951807228916
0.28029602220166516, 0.24337349397590363
0.3552266419981499, 0.21927710843373496
0.45790934320074006, 0.19759036144578315
0.5615171137835338, 0.1783132530120482
0.6632747456059205, 0.16144578313253014
0.750231267345051, 0.14698795180722893
0.8251618871415356, 0.13493975903614458
0.8251618871415356, 0
0.998149861239593, 0
