x, y
0.0036003600360036, 0.9856527977044477
0.009900990099009901, 0.9454806312769011
0.019801980198019802, 0.8923959827833573
0.0351035103510351, 0.823529411764706
0.0639063906390639, 0.7532281205164993
0.10081008100810081, 0.678622668579627
0.13681368136813682, 0.6341463414634146
0.1755175517551755, 0.5911047345767576
0.22412241224122412, 0.5494978479196557
0.3051305130513051, 0.48780487804878053
0.35553555355535554, 0.4490674318507891
0.396039603960396, 0.41463414634146345
0.4185418541854185, 0.38450502152080346
0.43384338433843384, 0.33715925394548063
0.4446444644464446, 0.2797704447632712
0.4536453645364536, 0.19655667144906744
0.4608460846084608, 0.11047345767575323
0.4671467146714671, 0.011477761836441894
