So,Sw,Sg,Cs,MRF,xD
0.467144,0.222946,0.30991,1.01866e-08,1.0,0.40840840840840836
0.467146,0.222944,0.30991,9.63241e-09,1.0,0.4094094094094094
0.467148,0.222942,0.309909,9.10872e-09,1.0,0.4104104104104104
0.467151,0.22294,0.309909,8.61385e-09,1.0,0.41141141141141135
0.467153,0.222938,0.309909,8.1462e-09,1.0,0.4124124124124124
0.467155,0.222936,0.309908,7.70425e-09,1.0,0.41341341341341337
0.467158,0.222934,0.309908,7.28657e-09,1.0,0.41441441441441446
0.46716,0.222932,0.309908,6.89181e-09,1.0,0.41541541541541543
0.467162,0.22293,0.309908,6.51869e-09,1.0,0.4164164164164164
0.467164,0.222928,0.309908,6.16601e-09,1.0,0.41741741741741745
0.467167,0.222926,0.309908,5.83263e-09,1.0,0.4184184184184184
0.467169,0.222923,0.309908,5.51749e-09,1.0,0.4194194194194194
0.467171,0.222921,0.309908,5.21957e-09,1.0,0.42042042042042044
0.467173,0.222919,0.309908,4.93792e-09,1.0,0.4214214214214214
0.467175,0.222916,0.309908,4.67164e-09,1.0,0.4224224224224224
0.467177,0.222914,0.309909,4.41988e-09,1.0,0.42342342342342343
0.46718,0.222912,0.309909,4.18184e-09,1.0,0.4244244244244244
0.467182,0.222909,0.309909,3.95676e-09,1.0,0.4254254254254254
0.467184,0.222907,0.30991,3.74393e-09,1.0,0.4264264264264264
0.467186,0.222904,0.30991,3.54267e-09,1.0,0.4274274274274274
0.467188,0.222902,0.30991,3.35234e-09,1.0,0.4284284284284284
0.46719,0.222899,0.309911,3.17235e-09,1.0,0.4294294294294294
0.467192,0.222896,0.309911,3.00212e-09,1.0,0.43043043043043044
0.467194,0.222894,0.309912,2.84113e-09,1.0,0.4314314314314314
0.467197,0.222891,0.309912,2.68885e-09,1.0,0.43243243243243246
0.467199,0.222889,0.309913,2.54482e-09,1.0,0.43343343343343343
0.467201,0.222886,0.309913,2.40859e-09,1.0,0.4344344344344344
0.467203,0.222883,0.309913,2.27972e-09,1.0,0.43543543543543545
0.467206,0.222881,0.309914,2.15782e-09,1.0,0.4364364364364364
0.467208,0.222878,0.309914,2.0425e-09,1.0,0.4374374374374374
0.46721,0.222875,0.309914,1.9334e-09,1.0,0.43843843843843844
0.467213,0.222873,0.309915,1.83018e-09,1.0,0.4394394394394394
0.467215,0.22287,0.309915,1.73253e-09,1.0,0.4404404404404404
0.467217,0.222868,0.309915,1.64015e-09,1.0,0.44144144144144143
0.46722,0.222865,0.309915,1.55273e-09,1.0,0.4424424424424424
0.467222,0.222862,0.309915,1.47002e-09,1.0,0.4434434434434434
0.467225,0.22286,0.309915,1.39175e-09,1.0,0.4444444444444444
0.467227,0.222857,0.309915,1.31769e-09,1.0,0.4454454454454454
0.46723,0.222855,0.309915,1.24761e-09,1.0,0.44644644644644643
0.467233,0.222852,0.309915,1.18129e-09,1.0,0.44744744744744747
0.467235,0.22285,0.309915,1.11852e-09,1.0,0.44844844844844844
0.467238,0.222847,0.309915,1.05912e-09,1.0,0.4494494494494494
0.467241,0.222845,0.309915,1.00291e-09,1.0,0.45045045045045046
0.467244,0.222842,0.309914,9.497e-10,1.0,0.45145145145145144
0.467246,0.22284,0.309914,8.99341e-10,1.0,0.4524524524524524
0.467249,0.222837,0.309914,8.51676e-10,1.0,0.45345345345345345
0.467252,0.222835,0.309913,8.06559e-10,1.0,0.4544544544544544
0.467255,0.222832,0.309913,7.63852e-10,1.0,0.45545545545545546
0.467258,0.22283,0.309913,7.23426e-10,1.0,0.45645645645645644
0.46726,0.222827,0.309912,6.85157e-10,1.0,0.4574574574574574
0.467263,0.222825,0.309912,6.4893e-10,1.0,0.45845845845845845
0.467266,0.222822,0.309912,6.14635e-10,1.0,0.45945945945945943
0.467269,0.22282,0.309911,5.82166e-10,1.0,0.4604604604604604
0.467272,0.222817,0.309911,5.51427e-10,1.0,0.4614614614614615
0.467274,0.222815,0.309911,5.22324e-10,1.0,0.4624624624624625
0.467276,0.222813,0.30991,4.9477e-10,1.0,0.46346346346346345
0.467276,0.222814,0.30991,4.6868e-10,1.0,0.4644644644644645
0.467267,0.222824,0.309909,4.43978e-10,1.0,0.46546546546546547
0.46722,0.222873,0.309908,4.20588e-10,1.0,0.46646646646646645
0.467018,0.223081,0.309901,3.9844e-10,1.0,0.4674674674674675
0.466181,0.22394,0.309878,3.77469e-10,1.0,0.46846846846846846
0.462687,0.227496,0.309817,3.57617e-10,1.0,0.46946946946946944
0.447443,0.242403,0.310154,3.38845e-10,1.0,0.47047047047047047
0.386594,0.295289,0.318116,3.21103e-10,1.0,0.47147147147147145
0.310053,0.355138,0.334809,3.03e-10,1.0,0.4724724724724724
0.300039,0.362681,0.337281,2.82083e-10,1.0,0.47347347347347346
0.3,0.362712,0.337288,2.59887e-10,1.0,0.47447447447447444
0.3,0.362713,0.337287,2.38041e-10,1.0,0.4754754754754754
0.3,0.362713,0.337287,2.17316e-10,1.0,0.47647647647647645
0.3,0.362713,0.337287,1.98028e-10,1.0,0.4774774774774775
0.3,0.362713,0.337287,1.80267e-10,1.0,0.47847847847847846
0.3,0.362713,0.337287,1.64007e-10,1.0,0.4794794794794795
0.3,0.362713,0.337287,1.4917e-10,1.0,0.4804804804804805
0.3,0.362713,0.337287,1.35657e-10,1.0,0.48148148148148145
0.3,0.362713,0.337287,1.23363e-10,1.0,0.4824824824824825
0.3,0.362713,0.337287,1.12183e-10,1.0,0.48348348348348347
0.3,0.362713,0.337287,1.0202e-10,1.0,0.48448448448448445
0.3,0.362713,0.337287,9.2783e-11,1.0,0.4854854854854855
0.3,0.362713,0.337287,8.4387e-11,1.0,0.48648648648648646
0.3,0.362713,0.337287,7.6755e-11,1.0,0.48748748748748744
0.3,0.362713,0.337287,6.9818e-11,1.0,0.48848848848848847
0.3,0.362713,0.337287,6.3513e-11,1.0,0.48948948948948945
0.3,0.362713,0.337287,5.7781e-11,1.0,0.4904904904904904
0.3,0.362713,0.337287,5.2569e-11,1.0,0.49149149149149146
0.3,0.362713,0.337287,4.7831e-11,1.0,0.49249249249249244
0.3,0.362713,0.337287,4.3523e-11,1.0,0.49349349349349353
0.3,0.362713,0.337287,3.9605e-11,1.0,0.4944944944944945
0.3,0.362713,0.337287,3.6042e-11,1.0,0.4954954954954955
0.3,0.362713,0.337287,3.2802e-11,1.0,0.4964964964964965
0.3,0.362713,0.337287,2.9855e-11,1.0,0.4974974974974975
0.3,0.362713,0.337287,2.7174e-11,1.0,0.4984984984984985
0.3,0.362713,0.337287,2.4736e-11,1.0,0.4994994994994995
0.3,0.362713,0.337287,2.2518e-11,1.0,0.5005005005005005
0.3,0.362713,0.337287,2.0499e-11,1.0,0.5015015015015015
0.3,0.362713,0.337287,1.8663e-11,1.0,0.5025025025025025
0.3,0.362713,0.337287,1.6992e-11,1.0,0.5035035035035035
0.3,0.362713,0.337287,1.5472e-11,1.0,0.5045045045045045
0.3,0.362713,0.337287,1.4088e-11,1.0,0.5055055055055055
0.3,0.362713,0.337287,1.2829e-11,1.0,0.5065065065065065
0.3,0.362713,0.337287,1.1683e-11,1.0,0.5075075075075075
0.3,0.362713,0.337287,1.064e-11,1.0,0.5085085085085085
0.3,0.362713,0.337287,9.691e-12,1.0,0.5095095095095095
0.3,0.362713,0.337287,8.827e-12,1.0,0.5105105105105104
0.3,0.362713,0.337287,8.04e-12,1.0,0.5115115115115115
0.3,0.362713,0.337287,7.324e-12,1.0,0.5125125125125125
0.3,0.362713,0.337287,6.671e-12,1.0,0.5135135135135135
0.3,0.362713,0.337287,6.078e-12,1.0,0.5145145145145145
0.3,0.362713,0.337287,5.537e-12,1.0,0.5155155155155154
0.3,0.362713,0.337287,5.045e-12,1.0,0.5165165165165165
0.3,0.362713,0.337287,4.596e-12,1.0,0.5175175175175175
0.3,0.362713,0.337287,4.188e-12,1.0,0.5185185185185185
0.3,0.362713,0.337287,3.816e-12,1.0,0.5195195195195195
0.3,0.362713,0.337287,3.478e-12,1.0,0.5205205205205206
0.3,0.362713,0.337287,3.169e-12,1.0,0.5215215215215215
0.3,0.362713,0.337287,2.888e-12,1.0,0.5225225225225225
0.3,0.362712,0.337288,2.632e-12,1.0,0.5235235235235235
0.3,0.362712,0.337288,2.399e-12,1.0,0.5245245245245245
0.3,0.362712,0.337288,2.187e-12,1.0,0.5255255255255256
0.3,0.362712,0.337288,1.993e-12,1.0,0.5265265265265265
0.3,0.362712,0.337288,1.817e-12,1.0,0.5275275275275275
0.3,0.362712,0.337288,1.656e-12,1.0,0.5285285285285285
0.3,0.362712,0.337288,1.51e-12,1.0,0.5295295295295295
0.3,0.362712,0.337288,1.376e-12,1.0,0.5305305305305306
0.3,0.362712,0.337288,1.255e-12,1.0,0.5315315315315315
0.3,0.362712,0.337288,1.144e-12,1.0,0.5325325325325325
0.3,0.362712,0.337288,1.043e-12,1.0,0.5335335335335335
0.3,0.362712,0.337288,9.51e-13,1.0,0.5345345345345345
0.3,0.362712,0.337288,8.67e-13,1.0,0.5355355355355355
0.3,0.362712,0.337288,7.91e-13,1.0,0.5365365365365365
0.3,0.362712,0.337288,7.21e-13,1.0,0.5375375375375375
0.3,0.362712,0.337288,6.58e-13,1.0,0.5385385385385385
0.3,0.362712,0.337288,6e-13,1.0,0.5395395395395395
0.3,0.362712,0.337288,5.47e-13,1.0,0.5405405405405405
0.3,0.362712,0.337288,4.99e-13,1.0,0.5415415415415414
0.3,0.362712,0.337288,4.55e-13,1.0,0.5425425425425425
0.3,0.362712,0.337288,4.15e-13,1.0,0.5435435435435435
0.3,0.362712,0.337288,3.78e-13,1.0,0.5445445445445445
0.3,0.362712,0.337288,3.45e-13,1.0,0.5455455455455455
0.3,0.362712,0.337288,3.15e-13,1.0,0.5465465465465464
0.3,0.362712,0.337288,2.87e-13,1.0,0.5475475475475474
0.3,0.362712,0.337288,2.62e-13,1.0,0.5485485485485486
0.3,0.362712,0.337288,2.39e-13,1.0,0.5495495495495496
0.3,0.362712,0.337288,2.18e-13,1.0,0.5505505505505506
0.3,0.362712,0.337288,1.99e-13,1.0,0.5515515515515516
0.3,0.362712,0.337288,1.82e-13,1.0,0.5525525525525525
0.3,0.362712,0.337288,1.66e-13,1.0,0.5535535535535536
0.3,0.362712,0.337288,1.51e-13,1.0,0.5545545545545546
0.3,0.362712,0.337288,1.38e-13,1.0,0.5555555555555556
0.3,0.362712,0.337288,1.26e-13,1.0,0.5565565565565566
0.3,0.362712,0.337288,1.15e-13,1.0,0.5575575575575575
0.3,0.362712,0.337288,1.05e-13,1.0,0.5585585585585585
0.3,0.362712,0.337288,9.6e-14,1.0,0.5595595595595596
0.3,0.362712,0.337288,8.7e-14,1.0,0.5605605605605606
0.3,0.362712,0.337288,8e-14,1.0,0.5615615615615616
0.3,0.362713,0.337287,7.3e-14,1.0,0.5625625625625625
0.3,0.362713,0.337287,6.6e-14,1.0,0.5635635635635635
0.3,0.362713,0.337287,6.1e-14,1.0,0.5645645645645645
0.3,0.362713,0.337287,5.5e-14,1.0,0.5655655655655656
0.3,0.362713,0.337287,5e-14,1.0,0.5665665665665666
0.3,0.362713,0.337287,4.6e-14,1.0,0.5675675675675675
0.3,0.362713,0.337287,4.2e-14,1.0,0.5685685685685685
0.3,0.362713,0.337287,3.8e-14,1.0,0.5695695695695695
0.3,0.362713,0.337287,3.5e-14,1.0,0.5705705705705705
0.3,0.362714,0.337286,3.2e-14,1.0,0.5715715715715716
0.3,0.362714,0.337286,2.9e-14,1.0,0.5725725725725725
0.3,0.362714,0.337286,2.7e-14,1.0,0.5735735735735735
0.3,0.362714,0.337286,2.4e-14,1.0,0.5745745745745745
0.3,0.362714,0.337286,2.2e-14,1.0,0.5755755755755755
0.3,0.362715,0.337285,2e-14,1.0,0.5765765765765765
0.3,0.362715,0.337285,1.8e-14,1.0,0.5775775775775776
0.3,0.362715,0.337285,1.7e-14,1.0,0.5785785785785786
0.3,0.362715,0.337285,1.5e-14,1.0,0.5795795795795796
0.3,0.362716,0.337284,1.4e-14,1.0,0.5805805805805806
0.3,0.362716,0.337284,1.3e-14,1.0,0.5815815815815816
0.3,0.362716,0.337284,1.2e-14,1.0,0.5825825825825826
0.3,0.362717,0.337283,1.1e-14,1.0,0.5835835835835836
0.3,0.362717,0.337283,1e-14,1.0,0.5845845845845846
0.3,0.362717,0.337283,9e-15,1.0,0.5855855855855856
0.3,0.362717,0.337283,8e-15,1.0,0.5865865865865866
0.3,0.362718,0.337282,7e-15,1.0,0.5875875875875876
0.3,0.362718,0.337282,7e-15,1.0,0.5885885885885885
0.3,0.362718,0.337282,6e-15,1.0,0.5895895895895896
0.3,0.362719,0.337281,6e-15,1.0,0.5905905905905906
0.3,0.362719,0.337281,5e-15,1.0,0.5915915915915916
0.3,0.362719,0.337281,5e-15,1.0,0.5925925925925926
0.3,0.36272,0.33728,4e-15,1.0,0.5935935935935935
0.3,0.36272,0.33728,4e-15,1.0,0.5945945945945946
0.3,0.36272,0.33728,4e-15,1.0,0.5955955955955956
0.3,0.36272,0.33728,3e-15,1.0,0.5965965965965966
0.3,0.36272,0.33728,3e-15,1.0,0.5975975975975976
0.3,0.362721,0.337279,3e-15,1.0,0.5985985985985985
0.3,0.362721,0.337279,3e-15,1.0,0.5995995995995995
0.3,0.362721,0.337279,2e-15,1.0,0.6006006006006006
0.3,0.362721,0.337279,2e-15,1.0,0.6016016016016016
0.3,0.362721,0.337279,2e-15,1.0,0.6026026026026026
0.3,0.362721,0.337279,2e-15,1.0,0.6036036036036035
0.3,0.362721,0.337279,2e-15,1.0,0.6046046046046045
0.3,0.362721,0.337279,1e-15,1.0,0.6056056056056055
0.3,0.362721,0.337279,1e-15,1.0,0.6066066066066066
0.3,0.362721,0.337279,1e-15,1.0,0.6076076076076076
0.3,0.362721,0.337279,1e-15,1.0,0.6086086086086085
0.3,0.362721,0.337279,1e-15,1.0,0.6096096096096095
0.3,0.362721,0.337279,1e-15,1.0,0.6106106106106106
0.3,0.362721,0.337279,1e-15,1.0,0.6116116116116116
0.3,0.362721,0.337279,1e-15,1.0,0.6126126126126127
0.3,0.362721,0.337279,1e-15,1.0,0.6136136136136137
0.3,0.362721,0.337279,1e-15,1.0,0.6146146146146146
0.3,0.362721,0.337279,1e-15,1.0,0.6156156156156156
0.3,0.362721,0.337279,1e-15,1.0,0.6166166166166166
0.3,0.362721,0.337279,0.0,1.0,0.6176176176176176
0.3,0.362721,0.337279,0.0,1.0,0.6186186186186187
0.3,0.362721,0.337279,0.0,1.0,0.6196196196196196
0.3,0.362721,0.337279,0.0,1.0,0.6206206206206206
0.3,0.362721,0.337279,0.0,1.0,0.6216216216216216
0.3,0.362721,0.337279,0.0,1.0,0.6226226226226226
0.3,0.362721,0.337279,0.0,1.0,0.6236236236236236
0.3,0.362721,0.337279,0.0,1.0,0.6246246246246246
0.3,0.362722,0.337278,0.0,1.0,0.6256256256256256
0.3,0.362742,0.337258,0.0,1.0,0.6266266266266266
0.3,0.363492,0.336508,0.0,1.0,0.6276276276276276
0.3,0.39984,0.30016,0.0,1.0,0.6286286286286286
0.3,0.687846,0.0121536,0.0,1.0,0.6296296296296295
0.3,0.7,0.0,0.0,1.0,0.6306306306306306
0.3,0.7,0.0,0.0,1.0,0.6316316316316316
0.3,0.7,0.0,0.0,1.0,0.6326326326326326
0.3,0.7,0.0,0.0,1.0,0.6336336336336336
0.3,0.7,0.0,0.0,1.0,0.6346346346346345
0.3,0.7,0.0,0.0,1.0,0.6356356356356356
0.3,0.7,0.0,0.0,1.0,0.6366366366366366
0.3,0.7,0.0,0.0,1.0,0.6376376376376376
0.3,0.7,0.0,0.0,1.0,0.6386386386386386
0.3,0.7,0.0,0.0,1.0,0.6396396396396395
0.3,0.7,0.0,0.0,1.0,0.6406406406406405
0.3,0.7,0.0,0.0,1.0,0.6416416416416417
0.3,0.7,0.0,0.0,1.0,0.6426426426426427
0.3,0.7,0.0,0.0,1.0,0.6436436436436437
0.3,0.7,0.0,0.0,1.0,0.6446446446446447
0.3,0.7,0.0,0.0,1.0,0.6456456456456456
0.3,0.7,0.0,0.0,1.0,0.6466466466466466
0.3,0.7,0.0,0.0,1.0,0.6476476476476477
0.3,0.7,0.0,0.0,1.0,0.6486486486486487
0.3,0.7,0.0,0.0,1.0,0.6496496496496497
0.3,0.7,0.0,0.0,1.0,0.6506506506506506
0.3,0.7,0.0,0.0,1.0,0.6516516516516516
0.3,0.7,0.0,0.0,1.0,0.6526526526526526
0.3,0.7,0.0,0.0,1.0,0.6536536536536537
0.3,0.7,0.0,0.0,1.0,0.6546546546546547
0.3,0.7,0.0,0.0,1.0,0.6556556556556556
0.3,0.7,0.0,0.0,1.0,0.6566566566566566
0.3,0.7,0.0,0.0,1.0,0.6576576576576576
0.3,0.7,0.0,0.0,1.0,0.6586586586586586
0.3,0.7,0.0,0.0,1.0,0.6596596596596597
0.3,0.7,0.0,0.0,1.0,0.6606606606606606
0.3,0.7,0.0,0.0,1.0,0.6616616616616616
0.3,0.7,0.0,0.0,1.0,0.6626626626626626
0.3,0.7,0.0,0.0,1.0,0.6636636636636636
0.3,0.7,0.0,0.0,1.0,0.6646646646646646
0.3,0.7,0.0,0.0,1.0,0.6656656656656657
0.3,0.7,0.0,0.0,1.0,0.6666666666666666
0.3,0.7,0.0,0.0,1.0,0.6676676676676676
0.3,0.7,0.0,0.0,1.0,0.6686686686686686
0.3,0.7,0.0,0.0,1.0,0.6696696696696696
0.3,0.7,0.0,0.0,1.0,0.6706706706706707
0.3,0.7,0.0,0.0,1.0,0.6716716716716717
0.3,0.7,0.0,0.0,1.0,0.6726726726726727
0.3,0.7,0.0,0.0,1.0,0.6736736736736737
0.3,0.7,0.0,0.0,1.0,0.6746746746746747
0.3,0.7,0.0,0.0,1.0,0.6756756756756757
0.3,0.7,0.0,0.0,1.0,0.6766766766766767
0.3,0.7,0.0,0.0,1.0,0.6776776776776777
0.3,0.7,0.0,0.0,1.0,0.6786786786786787
0.3,0.7,0.0,0.0,1.0,0.6796796796796797
0.3,0.7,0.0,0.0,1.0,0.6806806806806807
0.3,0.7,0.0,0.0,1.0,0.6816816816816816
0.3,0.7,0.0,0.0,1.0,0.6826826826826827
0.3,0.7,0.0,0.0,1.0,0.6836836836836837
0.3,0.7,0.0,0.0,1.0,0.6846846846846847
0.3,0.7,0.0,0.0,1.0,0.6856856856856857
0.3,0.7,0.0,0.0,1.0,0.6866866866866866
0.3,0.7,0.0,0.0,1.0,0.6876876876876876
0.3,0.7,0.0,0.0,1.0,0.6886886886886887
0.3,0.7,0.0,0.0,1.0,0.6896896896896897
0.3,0.7,0.0,0.0,1.0,0.6906906906906907
0.3,0.7,0.0,0.0,1.0,0.6916916916916916
0.3,0.7,0.0,0.0,1.0,0.6926926926926926
0.3,0.7,0.0,0.0,1.0,0.6936936936936936
0.3,0.7,0.0,0.0,1.0,0.6946946946946947
0.3,0.7,0.0,0.0,1.0,0.6956956956956957
0.3,0.7,0.0,0.0,1.0,0.6966966966966966
0.3,0.7,0.0,0.0,1.0,0.6976976976976976
0.3,0.7,0.0,0.0,1.0,0.6986986986986986
0.3,0.7,0.0,0.0,1.0,0.6996996996996996
0.3,0.7,0.0,0.0,1.0,0.7007007007007007
0.3,0.7,0.0,0.0,1.0,0.7017017017017017
0.3,0.7,0.0,0.0,1.0,0.7027027027027026
0.3,0.7,0.0,0.0,1.0,0.7037037037037037
0.3,0.7,0.0,0.0,1.0,0.7047047047047047
0.3,0.7,0.0,0.0,1.0,0.7057057057057057
0.3,0.7,0.0,0.0,1.0,0.7067067067067068
0.3,0.7,0.0,0.0,1.0,0.7077077077077077
0.3,0.7,0.0,0.0,1.0,0.7087087087087087
0.3,0.7,0.0,0.0,1.0,0.7097097097097097
0.3,0.7,0.0,0.0,1.0,0.7107107107107107
0.3,0.7,0.0,0.0,1.0,0.7117117117117118
0.3,0.7,0.0,0.0,1.0,0.7127127127127127
0.3,0.7,0.0,0.0,1.0,0.7137137137137137
0.3,0.7,0.0,0.0,1.0,0.7147147147147147
0.3,0.7,0.0,0.0,1.0,0.7157157157157157
0.3,0.7,0.0,0.0,1.0,0.7167167167167167
0.3,0.7,0.0,0.0,1.0,0.7177177177177178
0.3,0.7,0.0,0.0,1.0,0.7187187187187187
0.3,0.7,0.0,0.0,1.0,0.7197197197197197
0.3,0.7,0.0,0.0,1.0,0.7207207207207207
0.3,0.7,0.0,0.0,1.0,0.7217217217217217
0.3,0.7,0.0,0.0,1.0,0.7227227227227226
0.3,0.7,0.0,0.0,1.0,0.7237237237237237
0.3,0.7,0.0,0.0,1.0,0.7247247247247247
0.3,0.7,0.0,0.0,1.0,0.7257257257257257
0.3,0.7,0.0,0.0,1.0,0.7267267267267267
0.3,0.7,0.0,0.0,1.0,0.7277277277277276
0.3,0.7,0.0,0.0,1.0,0.7287287287287286
0.3,0.7,0.0,0.0,1.0,0.7297297297297297
0.3,0.7,0.0,0.0,1.0,0.7307307307307307
0.3,0.7,0.0,0.0,1.0,0.7317317317317317
0.3,0.7,0.0,0.0,1.0,0.7327327327327327
0.3,0.7,0.0,0.0,1.0,0.7337337337337336
0.3,0.7,0.0,0.0,1.0,0.7347347347347346
0.3,0.7,0.0,0.0,1.0,0.7357357357357358
0.3,0.7,0.0,0.0,1.0,0.7367367367367368
0.3,0.7,0.0,0.0,1.0,0.7377377377377378
0.3,0.7,0.0,0.0,1.0,0.7387387387387387
0.3,0.7,0.0,0.0,1.0,0.7397397397397397
0.3,0.7,0.0,0.0,1.0,0.7407407407407407
0.3,0.7,0.0,0.0,1.0,0.7417417417417418
0.3,0.7,0.0,0.0,1.0,0.7427427427427428
0.3,0.7,0.0,0.0,1.0,0.7437437437437437
0.3,0.7,0.0,0.0,1.0,0.7447447447447447
0.3,0.7,0.0,0.0,1.0,0.7457457457457457
0.3,0.7,0.0,0.0,1.0,0.7467467467467467
0.3,0.7,0.0,0.0,1.0,0.7477477477477478
0.3,0.7,0.0,0.0,1.0,0.7487487487487487
0.3,0.7,0.0,0.0,1.0,0.7497497497497497
0.3,0.7,0.0,0.0,1.0,0.7507507507507507
0.3,0.7,0.0,0.0,1.0,0.7517517517517517
0.3,0.7,0.0,0.0,1.0,0.7527527527527528
0.3,0.7,0.0,0.0,1.0,0.7537537537537538
0.3,0.7,0.0,0.0,1.0,0.7547547547547547
0.3,0.7,0.0,0.0,1.0,0.7557557557557557
0.3,0.7,0.0,0.0,1.0,0.7567567567567567
0.3,0.7,0.0,0.0,1.0,0.7577577577577577
0.3,0.7,0.0,0.0,1.0,0.7587587587587588
0.3,0.7,0.0,0.0,1.0,0.7597597597597597
0.3,0.7,0.0,0.0,1.0,0.7607607607607607
0.3,0.7,0.0,0.0,1.0,0.7617617617617617
0.3,0.7,0.0,0.0,1.0,0.7627627627627627
0.3,0.7,0.0,0.0,1.0,0.7637637637637636
0.3,0.7,0.0,0.0,1.0,0.7647647647647647
0.3,0.7,0.0,0.0,1.0,0.7657657657657658
0.3,0.7,0.0,0.0,1.0,0.7667667667667668
0.3,0.7,0.0,0.0,1.0,0.7677677677677678
0.3,0.7,0.0,0.0,1.0,0.7687687687687688
0.3,0.7,0.0,0.0,1.0,0.7697697697697697
0.3,0.7,0.0,0.0,1.0,0.7707707707707708
0.3,0.7,0.0,0.0,1.0,0.7717717717717718
0.3,0.7,0.0,0.0,1.0,0.7727727727727728
0.3,0.7,0.0,0.0,1.0,0.7737737737737738
0.3,0.7,0.0,0.0,1.0,0.7747747747747747
0.3,0.7,0.0,0.0,1.0,0.7757757757757757
0.3,0.7,0.0,0.0,1.0,0.7767767767767768
0.3,0.7,0.0,0.0,1.0,0.7777777777777778
0.3,0.7,0.0,0.0,1.0,0.7787787787787788
0.3,0.7,0.0,0.0,1.0,0.7797797797797797
0.3,0.7,0.0,0.0,1.0,0.7807807807807807
0.3,0.7,0.0,0.0,1.0,0.7817817817817817
0.3,0.7,0.0,0.0,1.0,0.7827827827827828
0.3,0.7,0.0,0.0,1.0,0.7837837837837838
0.3,0.7,0.0,0.0,1.0,0.7847847847847848
0.3,0.7,0.0,0.0,1.0,0.7857857857857857
0.3,0.7,0.0,0.0,1.0,0.7867867867867867
0.3,0.7,0.0,0.0,1.0,0.7877877877877877
0.3,0.7,0.0,0.0,1.0,0.7887887887887888
0.3,0.7,0.0,0.0,1.0,0.7897897897897898
0.3,0.7,0.0,0.0,1.0,0.7907907907907907
0.3,0.7,0.0,0.0,1.0,0.7917917917917917
0.3,0.7,0.0,0.0,1.0,0.7927927927927927
0.3,0.7,0.0,0.0,1.0,0.7937937937937938
0.3,0.7,0.0,0.0,1.0,0.7947947947947948
0.3,0.7,0.0,0.0,1.0,0.7957957957957957
0.3,0.7,0.0,0.0,1.0,0.7967967967967967
0.3,0.7,0.0,0.0,1.0,0.7977977977977978
0.3,0.7,0.0,0.0,1.0,0.7987987987987988
0.3,0.7,0.0,0.0,1.0,0.7997997997997999
0.3,0.7,0.0,0.0,1.0,0.8008008008008008
0.3,0.7,0.0,0.0,1.0,0.8018018018018018
0.3,0.7,0.0,0.0,1.0,0.8028028028028028
0.3,0.7,0.0,0.0,1.0,0.8038038038038038
0.3,0.7,0.0,0.0,1.0,0.8048048048048048
0.3,0.7,0.0,0.0,1.0,0.8058058058058059
0.3,0.7,0.0,0.0,1.0,0.8068068068068068
0.3,0.7,0.0,0.0,1.0,0.8078078078078078
0.3,0.7,0.0,0.0,1.0,0.8088088088088088
0.3,0.7,0.0,0.0,1.0,0.8098098098098098
0.3,0.7,0.0,0.0,1.0,0.8108108108108107
0.3,0.7,0.0,0.0,1.0,0.8118118118118118
0.3,0.7,0.0,0.0,1.0,0.8128128128128128
0.3,0.7,0.0,0.0,1.0,0.8138138138138138
0.3,0.7,0.0,0.0,1.0,0.8148148148148148
0.3,0.7,0.0,0.0,1.0,0.8158158158158157
0.3,0.7,0.0,0.0,1.0,0.8168168168168167
0.3,0.7,0.0,0.0,1.0,0.8178178178178178
0.3,0.7,0.0,0.0,1.0,0.8188188188188188
0.3,0.7,0.0,0.0,1.0,0.8198198198198198
0.3,0.7,0.0,0.0,1.0,0.8208208208208208
0.3,0.7,0.0,0.0,1.0,0.8218218218218217
0.3,0.7,0.0,0.0,1.0,0.8228228228228227
0.3,0.7,0.0,0.0,1.0,0.8238238238238238
0.3,0.7,0.0,0.0,1.0,0.8248248248248248
0.3,0.7,0.0,0.0,1.0,0.8258258258258258
0.3,0.7,0.0,0.0,1.0,0.8268268268268267
0.3,0.7,0.0,0.0,1.0,0.8278278278278277
0.3,0.7,0.0,0.0,1.0,0.8288288288288289
0.3,0.7,0.0,0.0,1.0,0.8298298298298299
0.3,0.7,0.0,0.0,1.0,0.8308308308308309
0.3,0.7,0.0,0.0,1.0,0.8318318318318318
0.3,0.7,0.0,0.0,1.0,0.8328328328328328
0.3,0.7,0.0,0.0,1.0,0.8338338338338338
0.3,0.7,0.0,0.0,1.0,0.8348348348348349
0.3,0.7,0.0,0.0,1.0,0.8358358358358359
0.3,0.7,0.0,0.0,1.0,0.8368368368368369
0.3,0.7,0.0,0.0,1.0,0.8378378378378378
0.3,0.7,0.0,0.0,1.0,0.8388388388388388
0.3,0.7,0.0,0.0,1.0,0.8398398398398398
0.3,0.7,0.0,0.0,1.0,0.8408408408408409
0.3,0.7,0.0,0.0,1.0,0.8418418418418419
0.3,0.7,0.0,0.0,1.0,0.8428428428428428
0.3,0.7,0.0,0.0,1.0,0.8438438438438438
0.3,0.7,0.0,0.0,1.0,0.8448448448448448
0.3,0.7,0.0,0.0,1.0,0.8458458458458458
0.3,0.7,0.0,0.0,1.0,0.8468468468468469
0.3,0.7,0.0,0.0,1.0,0.8478478478478478
0.3,0.7,0.0,0.0,1.0,0.8488488488488488
