TimeStep,CellID,qw,qo
212,9999,4.16667e-07,25
212.5,9999,4.16667e-07,25
213,9999,4.16667e-07,25
213.5,9999,4.16667e-07,25
214,9999,4.16667e-07,25
214.5,9999,4.16667e-07,25
215,9999,4.16667e-07,25
215.5,9999,4.16667e-07,25
216,9999,4.16667e-07,25
216.5,9999,4.16667e-07,25
217,9999,4.16667e-07,25
217.5,9999,4.16667e-07,25
218,9999,4.16667e-07,25
218.5,9999,4.16667e-07,25
219,9999,4.16667e-07,25
219.5,9999,4.16667e-07,25
220,9999,4.16667e-07,25
220.5,9999,4.16667e-07,25
221,9999,4.16667e-07,25
221.5,9999,4.16667e-07,25
222,9999,4.16667e-07,25
222.5,9999,4.16667e-07,25
223,9999,4.16667e-07,25
223.5,9999,4.16667e-07,25
224,9999,4.16667e-07,25
224.5,9999,4.16667e-07,25
225,9999,4.16667e-07,25
225.5,9999,4.16667e-07,25
226,9999,4.16667e-07,25
226.5,9999,4.16667e-07,25
227,9999,4.16667e-07,25
227.5,9999,4.16667e-07,25
228,9999,4.16667e-07,25
228.5,9999,4.16667e-07,25
229,9999,4.16667e-07,25
229.5,9999,4.16667e-07,25
230,9999,4.16667e-07,25
230.5,9999,4.16667e-07,25
231,9999,4.16667e-07,25
231.5,9999,4.16667e-07,25
232,9999,4.16667e-07,25
232.5,9999,4.16667e-07,25
233,9999,4.16667e-07,25
233.5,9999,4.16667e-07,25
234,9999,4.16667e-07,25
234.5,9999,4.16667e-07,25
235,9999,4.16667e-07,25
235.5,9999,4.16667e-07,25
236,9999,4.16667e-07,25
236.5,9999,4.16667e-07,25
237,9999,4.16667e-07,25
237.5,9999,4.16667e-07,25
238,9999,4.16667e-07,25
238.5,9999,4.16667e-07,25
239,9999,4.16667e-07,25
239.5,9999,4.16667e-07,25
240,9999,4.16667e-07,25
240.5,9999,4.16667e-07,25
241,9999,4.16667e-07,25
241.5,9999,4.16667e-07,25
242,9999,4.16667e-07,25
242.5,9999,4.16667e-07,25
243,9999,4.16667e-07,25
243.5,9999,4.16667e-07,25
244,9999,4.16667e-07,25
244.5,9999,4.16667e-07,25
245,9999,4.16667e-07,25
245.5,9999,4.16667e-07,25
246,9999,4.16667e-07,25
246.5,9999,4.16667e-07,25
247,9999,4.16667e-07,25
247.5,9999,4.16667e-07,25
248,9999,4.16667e-07,25
248.5,9999,4.16667e-07,25
249,9999,4.16667e-07,25
249.5,9999,4.16667e-07,25
250,9999,4.16667e-07,25
250.5,9999,4.16667e-07,25
251,9999,4.16667e-07,25
251.5,9999,4.16667e-07,25
252,9999,4.16667e-07,25
252.5,9999,4.16667e-07,25
253,9999,4.16667e-07,25
253.5,9999,4.16667e-07,25
254,9999,4.16667e-07,25
254.5,9999,4.16667e-07,25
255,9999,4.16667e-07,25
255.5,9999,4.16667e-07,25
256,9999,4.16667e-07,25
256.5,9999,4.16667e-07,25
257,9999,4.16667e-07,25
257.5,9999,4.16667e-07,25
258,9999,4.16667e-07,25
258.5,9999,4.16667e-07,25
259,9999,4.16667e-07,25
259.5,9999,4.16667e-07,25
260,9999,4.16667e-07,25
260.5,9999,4.16667e-07,25
261,9999,4.16667e-07,25
261.5,9999,4.16667e-07,25
262,9999,4.16667e-07,25
262.5,9999,4.16667e-07,25
263,9999,4.16667e-07,25
263.5,9999,4.16667e-07,25
264,9999,4.16667e-07,25
264.5,9999,4.16667e-07,25
265,9999,4.16667e-07,25
265.5,9999,4.16667e-07,25
266,9999,4.16667e-07,25
266.5,9999,4.16667e-07,25
267,9999,4.16667e-07,25
267.5,9999,4.16667e-07,25
268,9999,4.16667e-07,25
268.5,9999,4.16667e-07,25
269,9999,4.16667e-07,25
269.5,9999,4.16667e-07,25
270,9999,4.16667e-07,25
270.5,9999,4.16667e-07,25
271,9999,4.16667e-07,25
271.5,9999,4.16667e-07,25
272,9999,4.16667e-07,25
272.5,9999,4.16667e-07,25
273,9999,4.16667e-07,25
273.5,9999,4.16667e-07,25
274,9999,4.16667e-07,25
274.5,9999,4.16667e-07,25
275,9999,4.16667e-07,25
275.5,9999,4.16667e-07,25
276,9999,4.16667e-07,25
276.5,9999,4.16667e-07,25
277,9999,4.16667e-07,25
277.5,9999,4.16667e-07,25
278,9999,4.16667e-07,25
278.5,9999,4.16667e-07,25
279,9999,4.16667e-07,25
279.5,9999,4.16667e-07,25
280,9999,4.16667e-07,25
280.5,9999,4.16667e-07,25
281,9999,4.16667e-07,25
281.5,9999,4.16667e-07,25
282,9999,4.16667e-07,25
282.5,9999,4.16667e-07,25
283,9999,4.16667e-07,25
283.5,9999,4.16667e-07,25
284,9999,4.16667e-07,25
284.5,9999,4.16667e-07,25
285,9999,4.16667e-07,25
285.5,9999,4.16667e-07,25
286,9999,4.16667e-07,25
286.5,9999,4.16667e-07,25
287,9999,4.16667e-07,25
287.5,9999,4.16667e-07,25
288,9999,4.16667e-07,25
288.5,9999,4.16667e-07,25
289,9999,4.16667e-07,25
289.5,9999,4.16667e-07,25
290,9999,4.16667e-07,25
290.5,9999,4.16667e-07,25
291,9999,4.16667e-07,25
291.5,9999,4.16667e-07,25
292,9999,4.16667e-07,25
292.5,9999,4.16667e-07,25
293,9999,4.16667e-07,25
293.5,9999,4.16667e-07,25
294,9999,4.16667e-07,25
294.5,9999,4.16667e-07,25
295,9999,4.16667e-07,25
295.5,9999,4.16667e-07,25
296,9999,4.16667e-07,25
296.5,9999,4.16667e-07,25
297,9999,4.16667e-07,25
297.5,9999,4.16667e-07,25
298,9999,4.16667e-07,25
298.5,9999,4.16667e-07,25
299,9999,4.16667e-07,25
299.5,9999,4.16667e-07,25
300,9999,4.16667e-07,25
300.5,9999,4.16667e-07,25
301,9999,4.16667e-07,25
301.5,9999,4.16667e-07,25
302,9999,4.16667e-07,25
302.5,9999,4.16667e-07,25
303,9999,4.16667e-07,25
303.5,9999,4.16667e-07,25
304,9999,4.16667e-07,25
304.5,9999,4.16667e-07,25
305,9999,4.16667e-07,25
305.5,9999,4.16667e-07,25
306,9999,4.16667e-07,25
306.5,9999,4.16667e-07,25
307,9999,4.16667e-07,25
307.5,9999,4.16667e-07,25
308,9999,4.16667e-07,25
308.5,9999,4.16667e-07,25
309,9999,4.16667e-07,25
309.5,9999,4.16667e-07,25
310,9999,4.16667e-07,25
310.5,9999,4.16667e-07,25
311,9999,4.16667e-07,25
311.5,9999,4.16667e-07,25
312,9999,4.16667e-07,25
312.5,9999,4.16667e-07,25
313,9999,4.16667e-07,25
313.5,9999,4.16667e-07,25
314,9999,4.16667e-07,25
314.5,9999,4.16667e-07,25
315,9999,4.16667e-07,25
315.5,9999,4.16667e-07,25
316,9999,4.16667e-07,25
316.5,9999,4.16667e-07,25
317,9999,4.16667e-07,25
317.5,9999,4.16667e-07,25
318,9999,4.16667e-07,25
318.5,9999,4.16667e-07,25
319,9999,4.16667e-07,25
319.5,9999,4.16667e-07,25
320,9999,4.16667e-07,25
320.5,9999,4.16667e-07,25
321,9999,4.16667e-07,25
321.5,9999,4.16667e-07,25
322,9999,4.16667e-07,25
322.5,9999,4.16667e-07,25
323,9999,4.16667e-07,25
323.5,9999,4.16667e-07,25
324,9999,4.16667e-07,25
324.5,9999,4.16667e-07,25
325,9999,4.16667e-07,25
325.5,9999,4.16667e-07,25
326,9999,4.16667e-07,25
326.5,9999,4.16667e-07,25
327,9999,4.16667e-07,25
327.5,9999,4.16667e-07,25
328,9999,4.16667e-07,25
328.5,9999,4.16667e-07,25
329,9999,4.16667e-07,25
329.5,9999,4.16667e-07,25
330,9999,4.16667e-07,25
330.5,9999,4.16667e-07,25
331,9999,4.16667e-07,25
331.5,9999,4.16667e-07,25
332,9999,4.16667e-07,25
332.5,9999,4.16667e-07,25
333,9999,4.16667e-07,25
333.5,9999,4.16667e-07,25
334,9999,4.16667e-07,25
334.5,9999,4.16667e-07,25
335,9999,4.16667e-07,25
335.5,9999,4.16667e-07,25
336,9999,4.16667e-07,25
336.5,9999,4.16667e-07,25
337,9999,4.16667e-07,25
337.5,9999,4.16667e-07,25
338,9999,4.16667e-07,25
338.5,9999,4.16667e-07,25
339,9999,4.16667e-07,25
339.5,9999,4.16667e-07,25
340,9999,4.16667e-07,25
340.5,9999,4.16667e-07,25
341,9999,4.16667e-07,25
341.5,9999,4.16667e-07,25
342,9999,4.16667e-07,25
342.5,9999,4.16667e-07,25
343,9999,4.16667e-07,25
343.5,9999,4.16667e-07,25
344,9999,4.16667e-07,25
344.5,9999,4.16667e-07,25
345,9999,4.16667e-07,25
345.5,9999,4.16667e-07,25
346,9999,4.16667e-07,25
346.5,9999,4.16667e-07,25
347,9999,4.16667e-07,25
347.5,9999,4.16667e-07,25
348,9999,4.16667e-07,25
348.5,9999,4.16667e-07,25
349,9999,4.16667e-07,25
349.5,9999,4.16667e-07,25
350,9999,4.16667e-07,25
350.5,9999,4.16667e-07,25
351,9999,4.16667e-07,25
351.5,9999,4.16667e-07,25
352,9999,4.16667e-07,25
352.5,9999,4.16667e-07,25
353,9999,4.16667e-07,25
353.5,9999,4.16667e-07,25
354,9999,4.16667e-07,25
354.5,9999,4.16667e-07,25
355,9999,4.16667e-07,25
355.5,9999,4.16667e-07,25
356,9999,4.16667e-07,25
356.5,9999,4.16667e-07,25
357,9999,4.16667e-07,25
357.5,9999,4.16667e-07,25
358,9999,4.16667e-07,25
358.5,9999,4.16667e-07,25
359,9999,4.16667e-07,25
359.5,9999,4.16667e-07,25
360,9999,4.16667e-07,25
360.5,9999,4.16667e-07,25
361,9999,4.16667e-07,25
361.5,9999,4.16667e-07,25
362,9999,4.16667e-07,25
362.5,9999,4.16667e-07,25
363,9999,4.16667e-07,25
363.5,9999,4.16667e-07,25
364,9999,4.16667e-07,25
364.5,9999,4.16667e-07,25
365,9999,4.16667e-07,25
365.5,9999,4.16667e-07,25
366,9999,4.16667e-07,25
366.5,9999,4.16667e-07,25
367,9999,4.16667e-07,25
367.5,9999,4.16667e-07,25
368,9999,4.16667e-07,25
368.5,9999,4.16667e-07,25
369,9999,4.16667e-07,25
369.5,9999,4.16667e-07,25
370,9999,4.16667e-07,25
370.5,9999,4.16667e-07,25
371,9999,4.16667e-07,25
371.5,9999,4.16667e-07,25
372,9999,4.16667e-07,25
372.5,9999,4.16667e-07,25
373,9999,4.16667e-07,25
373.5,9999,4.16667e-07,25
374,9999,4.16667e-07,25
374.5,9999,4.16667e-07,25
375,9999,4.16667e-07,25
375.5,9999,4.16667e-07,25
376,9999,4.16667e-07,25
376.5,9999,4.16667e-07,25
377,9999,4.16667e-07,25
377.5,9999,4.16667e-07,25
378,9999,4.16667e-07,25
378.5,9999,4.16667e-07,25
379,9999,4.16667e-07,25
379.5,9999,4.16667e-07,25
380,9999,4.16667e-07,25
380.5,9999,4.16667e-07,25
381,9999,4.16667e-07,25
381.5,9999,4.16667e-07,25
382,9999,4.16667e-07,25
382.5,9999,4.16667e-07,25
383,9999,4.16667e-07,25
383.5,9999,4.16667e-07,25
384,9999,4.16667e-07,25
384.5,9999,4.16667e-07,25
385,9999,4.16667e-07,25
385.5,9999,4.16667e-07,25
386,9999,4.16667e-07,25
386.5,9999,4.16667e-07,25
387,9999,4.16667e-07,25
387.5,9999,4.16667e-07,25
388,9999,4.16667e-07,25
388.5,9999,4.16667e-07,25
389,9999,4.16667e-07,25
389.5,9999,4.16667e-07,25
390,9999,4.16667e-07,25
390.5,9999,4.16667e-07,25
391,9999,4.16667e-07,25
391.5,9999,4.16667e-07,25
392,9999,4.16667e-07,25
392.5,9999,4.16667e-07,25
393,9999,4.16667e-07,25
393.5,9999,4.16667e-07,25
394,9999,4.16667e-07,25
394.5,9999,4.16667e-07,25
395,9999,4.16667e-07,25
395.5,9999,4.16667e-07,25
396,9999,4.16667e-07,25
396.5,9999,4.16667e-07,25
397,9999,4.16667e-07,25
397.5,9999,4.16667e-07,25
398,9999,4.16667e-07,25
398.5,9999,4.16667e-07,25
399,9999,4.16667e-07,25
399.5,9999,4.16667e-07,25
400,9999,4.16667e-07,25
400.5,9999,4.16667e-07,25
401,9999,4.16667e-07,25
401.5,9999,4.16667e-07,25
402,9999,4.16667e-07,25
402.5,9999,4.16667e-07,25
403,9999,4.16667e-07,25
403.5,9999,4.16667e-07,25
404,9999,4.16667e-07,25
404.5,9999,4.16667e-07,25
405,9999,4.16667e-07,25
405.5,9999,4.16667e-07,25
406,9999,4.16667e-07,25
406.5,9999,4.16667e-07,25
407,9999,4.16667e-07,25
407.5,9999,4.16667e-07,25
408,9999,4.16667e-07,25
408.5,9999,4.16667e-07,25
409,9999,4.16667e-07,25
409.5,9999,4.16667e-07,25
410,9999,4.16667e-07,25
410.5,9999,4.16667e-07,25
411,9999,4.16667e-07,25
411.5,9999,4.16667e-07,25
412,9999,4.16667e-07,25
412.5,9999,4.16667e-07,25
413,9999,4.16667e-07,25
413.5,9999,4.16667e-07,25
414,9999,4.16667e-07,25
414.5,9999,4.16667e-07,25
415,9999,4.16667e-07,25
415.5,9999,4.16667e-07,25
416,9999,4.16667e-07,25
416.5,9999,4.16667e-07,25
417,9999,4.16667e-07,25
417.5,9999,4.16667e-07,25
418,9999,4.16667e-07,25
418.5,9999,4.16667e-07,25
419,9999,4.16667e-07,25
419.5,9999,4.16667e-07,25
420,9999,4.16667e-07,25
420.5,9999,4.16667e-07,25
421,9999,4.16667e-07,25
421.5,9999,4.16667e-07,25
422,9999,4.16667e-07,25
422.5,9999,4.16667e-07,25
423,9999,4.16667e-07,25
423.5,9999,4.16667e-07,25
424,9999,4.16667e-07,25
424.5,9999,4.16667e-07,25
425,9999,4.16667e-07,25
425.5,9999,4.16667e-07,25
426,9999,4.16667e-07,25
426.5,9999,4.16667e-07,25
427,9999,4.16667e-07,25
427.5,9999,4.16667e-07,25
428,9999,4.16667e-07,25
428.5,9999,4.16667e-07,25
429,9999,4.16667e-07,25
429.5,9999,4.16667e-07,25
430,9999,4.16667e-07,25
430.5,9999,4.16667e-07,25
431,9999,4.16667e-07,25
431.5,9999,4.16667e-07,25
432,9999,4.16667e-07,25
432.5,9999,4.16667e-07,25
433,9999,4.16667e-07,25
433.5,9999,4.16667e-07,25
434,9999,4.16667e-07,25
434.5,9999,4.16667e-07,25
435,9999,4.16667e-07,25
435.5,9999,4.16667e-07,25
