Time,"Fa","Fb","Fc","Foil","Fshear","K","Nca","Sa","Sb","U:0","U:1","U:2","Ua:0","Ua:1","Ua:2","Ub:0","Ub:1","Ub:2","Uc:0","Uc:1","Uc:2","eps","kra","krb","krc","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
10000,0,1,1.2699e-09,1,1,9.8692e-14,1.6386,1e-08,0.8,0.038195,0.038195,0,0,0,0,0.038195,0.038195,0,3.4726e-11,3.4725e-11,0,1,0,1,1.2699e-09,1.3226e+13,1,14.708,10.4,10.4,10
10000,0,1,1.4271e-09,1,1,9.8692e-14,1.6231,1e-08,0.8,0.037832,0.037832,0,0,0,0,0.037832,0.037832,0,3.9479e-11,3.9479e-11,0,1,0,1,1.4271e-09,1.3149e+13,1,14.849,10.5,10.5,10
10000,0,1,1.5882e-09,1,1,9.8692e-14,1.6078,1e-08,0.8,0.037477,0.037477,0,0,0,0,0.037477,0.037477,0,4.4365e-11,4.4365e-11,0,1,0,1,1.5882e-09,1.3073e+13,1,14.991,10.6,10.6,10
10000,0,1,1.753e-09,1,1,9.8692e-14,1.5928,1e-08,0.8,0.037129,0.037129,0,0,0,0,0.037129,0.037129,0,4.9384e-11,4.9383e-11,0,1,0,1,1.753e-09,1.2997e+13,1,15.132,10.7,10.7,10
10000,0,1,1.9217e-09,1,1,9.8692e-14,1.5779,1e-08,0.8,0.036787,0.036787,0,0,0,0,0.036787,0.036787,0,5.4535e-11,5.4534e-11,0,1,0,1,1.9217e-09,1.2922e+13,1,15.274,10.8,10.8,10
10000,0,1,2.0941e-09,1,1,9.8692e-14,1.5633,1e-08,0.8,0.036452,0.036452,0,0,0,0,0.036452,0.036452,0,5.9818e-11,5.9818e-11,0,1,0,1,2.0941e-09,1.2848e+13,1,15.415,10.9,10.9,10
10000,0,1,2.2704e-09,1,1,9.8692e-14,1.5489,1e-08,0.8,0.036123,0.036123,0,0,0,0,0.036123,0.036123,0,6.5234e-11,6.5233e-11,0,1,0,1,2.2704e-09,1.2774e+13,1,15.556,11,11,10
10000,0,1,2.4698e-09,1,1,9.8692e-14,1.5353,1e-08,0.8,0.035801,0.035801,0,0,0,0,0.035801,0.035801,0,7.1004e-11,7.1004e-11,0,1,0,1,2.4698e-09,1.2701e+13,1,15.698,11.1,11.1,10
10000,0,1,2.6724e-09,1,1,9.8692e-14,1.5219,1e-08,0.8,0.035484,0.035484,0,0,0,0,0.035484,0.035484,0,7.685e-11,7.6849e-11,0,1,0,1,2.6724e-09,1.2629e+13,1,15.839,11.2,11.2,10
10000,0,1,2.8783e-09,1,1,9.8692e-14,1.5086,1e-08,0.8,0.035172,0.035172,0,0,0,0,0.035172,0.035172,0,8.2769e-11,8.2769e-11,0,1,0,1,2.8783e-09,1.2557e+13,1,15.981,11.3,11.3,10
10000,0,1,3.0874e-09,1,1,9.8692e-14,1.4955,1e-08,0.8,0.034865,0.034865,0,0,0,0,0.034865,0.034865,0,8.8764e-11,8.8764e-11,0,1,0,1,3.0874e-09,1.2486e+13,1,16.122,11.4,11.4,10
10000,0,1,3.2997e-09,1,1,9.8692e-14,1.4826,1e-08,0.8,0.034564,0.034564,0,0,0,0,0.034564,0.034564,0,9.4834e-11,9.4833e-11,0,1,0,1,3.2997e-09,1.2416e+13,1,16.263,11.5,11.5,10
10000,0,1,3.5153e-09,1,1,9.8692e-14,1.4699,1e-08,0.8,0.034267,0.034267,0,0,0,0,0.034267,0.034267,0,1.0098e-10,1.0098e-10,0,1,0,1,3.5153e-09,1.2346e+13,1,16.405,11.6,11.6,10
10000,0,1,3.7341e-09,1,1,9.8692e-14,1.4573,1e-08,0.8,0.033976,0.033976,0,0,0,0,0.033976,0.033976,0,1.072e-10,1.072e-10,0,1,0,1,3.7341e-09,1.2276e+13,1,16.546,11.7,11.7,10
10000,0,1,3.9561e-09,1,1,9.8692e-14,1.4449,1e-08,0.8,0.03369,0.03369,0,0,0,0,0.03369,0.03369,0,1.1349e-10,1.1349e-10,0,1,0,1,3.9561e-09,1.2208e+13,1,16.688,11.8,11.8,10
10000,0,1,4.1814e-09,1,1,9.8692e-14,1.4326,1e-08,0.8,0.033409,0.033409,0,0,0,0,0.033409,0.033409,0,1.1986e-10,1.1986e-10,0,1,0,1,4.1814e-09,1.214e+13,1,16.829,11.9,11.9,10
10000,0,1,4.4099e-09,1,1,9.8692e-14,1.4205,1e-08,0.8,0.033133,0.033133,0,0,0,0,0.033133,0.033133,0,1.263e-10,1.263e-10,0,1,0,1,4.4099e-09,1.2072e+13,1,16.971,12,12,10
10000,0,1,4.6362e-09,1,1,9.8692e-14,1.4091,1e-08,0.8,0.032862,0.032862,0,0,0,0,0.032862,0.032862,0,1.3233e-10,1.3233e-10,0,1,0,1,4.6362e-09,1.2005e+13,1,17.112,12.1,12.1,10
10000,0,1,4.8649e-09,1,1,9.8692e-14,1.3978,1e-08,0.8,0.032595,0.032595,0,0,0,0,0.032595,0.032595,0,1.3838e-10,1.3838e-10,0,1,0,1,4.8649e-09,1.1939e+13,1,17.253,12.2,12.2,10
10000,0,1,5.0961e-09,1,1,9.8692e-14,1.3866,1e-08,0.8,0.032332,0.032332,0,0,0,0,0.032332,0.032332,0,1.4446e-10,1.4446e-10,0,1,0,1,5.0961e-09,1.1873e+13,1,17.395,12.3,12.3,10
10000,0,1,5.3299e-09,1,1,9.8692e-14,1.3756,1e-08,0.8,0.032073,0.032073,0,0,0,0,0.032073,0.032073,0,1.5057e-10,1.5057e-10,0,1,0,1,5.3299e-09,1.1808e+13,1,17.536,12.4,12.4,10
10000,0,1,5.5661e-09,1,1,9.8692e-14,1.3646,1e-08,0.8,0.031818,0.031818,0,0,0,0,0.031818,0.031818,0,1.5671e-10,1.5671e-10,0,1,0,1,5.5661e-09,1.1743e+13,1,17.678,12.5,12.5,10
10000,0,1,5.8048e-09,1,1,9.8692e-14,1.3538,1e-08,0.8,0.031567,0.031567,0,0,0,0,0.031567,0.031567,0,1.6288e-10,1.6288e-10,0,1,0,1,5.8048e-09,1.1679e+13,1,17.819,12.6,12.6,10
10000,0,1,6.046e-09,1,1,9.8692e-14,1.3432,1e-08,0.8,0.03132,0.03132,0,0,0,0,0.03132,0.03132,0,1.6907e-10,1.6907e-10,0,1,0,1,6.046e-09,1.1615e+13,1,17.961,12.7,12.7,10
10000,0,1,6.2897e-09,1,1,9.8692e-14,1.3327,1e-08,0.8,0.031077,0.031077,0,0,0,0,0.031077,0.031077,0,1.7529e-10,1.7529e-10,0,1,0,1,6.2897e-09,1.1552e+13,1,18.102,12.8,12.8,10
10000,0,1,6.5358e-09,1,1,9.8692e-14,1.3223,1e-08,0.8,0.030838,0.030838,0,0,0,0,0.030838,0.030838,0,1.8154e-10,1.8154e-10,0,1,0,1,6.5358e-09,1.1489e+13,1,18.243,12.9,12.9,10
10000,0,1,6.7845e-09,1,1,9.8692e-14,1.312,1e-08,0.8,0.030603,0.030603,0,0,0,0,0.030603,0.030603,0,1.8782e-10,1.8782e-10,0,1,0,1,6.7845e-09,1.1427e+13,1,18.385,13,13,10
10000,0,1,7.0607e-09,1,1,9.8692e-14,1.3022,1e-08,0.8,0.030372,0.030372,0,0,0,0,0.030372,0.030372,0,1.9395e-10,1.9395e-10,0,1,0,1,7.0607e-09,1.1365e+13,1,18.526,13.1,13.1,10
10000,0,1,7.3418e-09,1,1,9.8692e-14,1.2926,1e-08,0.8,0.030144,0.030144,0,0,0,0,0.030144,0.030144,0,2.0018e-10,2.0018e-10,0,1,0,1,7.3418e-09,1.1303e+13,1,18.668,13.2,13.2,10
10000,0,1,7.6276e-09,1,1,9.8692e-14,1.283,1e-08,0.8,0.02992,0.02992,0,0,0,0,0.02992,0.02992,0,2.0653e-10,2.0653e-10,0,1,0,1,7.6276e-09,1.1242e+13,1,18.809,13.3,13.3,10
10000,0,1,7.9181e-09,1,1,9.8692e-14,1.2736,1e-08,0.8,0.029698,0.029698,0,0,0,0,0.029698,0.029698,0,2.1298e-10,2.1298e-10,0,1,0,1,7.9181e-09,1.1182e+13,1,18.95,13.4,13.4,10
10000,0,1,8.2135e-09,1,1,9.8692e-14,1.2642,1e-08,0.8,0.02948,0.02948,0,0,0,0,0.02948,0.02948,0,2.1954e-10,2.1954e-10,0,1,0,1,8.2135e-09,1.1122e+13,1,19.092,13.5,13.5,10
10000,0,1,8.5136e-09,1,1,9.8692e-14,1.255,1e-08,0.8,0.029265,0.029265,0,0,0,0,0.029265,0.029265,0,2.2621e-10,2.2621e-10,0,1,0,1,8.5136e-09,1.1062e+13,1,19.233,13.6,13.6,10
10000,0,1,8.8185e-09,1,1,9.8692e-14,1.2458,1e-08,0.8,0.029053,0.029053,0,0,0,0,0.029053,0.029053,0,2.3298e-10,2.3298e-10,0,1,0,1,8.8185e-09,1.1003e+13,1,19.375,13.7,13.7,10
10000,0,1,9.1282e-09,1,1,9.8692e-14,1.2368,1e-08,0.8,0.028844,0.028844,0,0,0,0,0.028844,0.028844,0,2.3986e-10,2.3986e-10,0,1,0,1,9.1282e-09,1.0944e+13,1,19.516,13.8,13.8,10
10000,0,1,9.4426e-09,1,1,9.8692e-14,1.2279,1e-08,0.8,0.028639,0.028639,0,0,0,0,0.028639,0.028639,0,2.4685e-10,2.4685e-10,0,1,0,1,9.4426e-09,1.0886e+13,1,19.658,13.9,13.9,10
10000,0,1,9.7618e-09,1,1,9.8692e-14,1.219,1e-08,0.8,0.028436,0.028436,0,0,0,0,0.028436,0.028436,0,2.5395e-10,2.5395e-10,0,1,0,1,9.7618e-09,1.0828e+13,1,19.799,14,14,10
10000,0,1,1.0089e-08,1,1,9.8692e-14,1.2106,1e-08,0.8,0.028237,0.028237,0,0,0,0,0.028237,0.028237,0,2.6085e-10,2.6085e-10,0,1,0,1,1.0089e-08,1.0771e+13,1,19.94,14.1,14.1,10
10000,0,1,1.042e-08,1,1,9.8692e-14,1.2023,1e-08,0.8,0.02804,0.02804,0,0,0,0,0.02804,0.02804,0,2.6781e-10,2.6781e-10,0,1,0,1,1.042e-08,1.0714e+13,1,20.082,14.2,14.2,10
10000,0,1,1.0755e-08,1,1,9.8692e-14,1.194,1e-08,0.8,0.027846,0.027846,0,0,0,0,0.027846,0.027846,0,2.7483e-10,2.7483e-10,0,1,0,1,1.0755e-08,1.0657e+13,1,20.223,14.3,14.3,10
10000,0,1,1.1094e-08,1,1,9.8692e-14,1.1858,1e-08,0.8,0.027655,0.027655,0,0,0,0,0.027655,0.027655,0,2.8193e-10,2.8193e-10,0,1,0,1,1.1094e-08,1.0601e+13,1,20.365,14.4,14.4,10
10000,0,1,1.1436e-08,1,1,9.8692e-14,1.1777,1e-08,0.8,0.027466,0.027466,0,0,0,0,0.027466,0.027466,0,2.8908e-10,2.8908e-10,0,1,0,1,1.1436e-08,1.0545e+13,1,20.506,14.5,14.5,10
10000,0,1,1.1782e-08,1,1,9.8692e-14,1.1697,1e-08,0.8,0.027279,0.027279,0,0,0,0,0.027279,0.027279,0,2.9631e-10,2.9631e-10,0,1,0,1,1.1782e-08,1.0489e+13,1,20.648,14.6,14.6,10
10000,0,1,1.2132e-08,1,1,9.8692e-14,1.1618,1e-08,0.8,0.027096,0.027096,0,0,0,0,0.027096,0.027096,0,3.0359e-10,3.0359e-10,0,1,0,1,1.2132e-08,1.0434e+13,1,20.789,14.7,14.7,10
10000,0,1,1.2486e-08,1,1,9.8692e-14,1.154,1e-08,0.8,0.026915,0.026915,0,0,0,0,0.026915,0.026915,0,3.1095e-10,3.1094e-10,0,1,0,1,1.2486e-08,1.0379e+13,1,20.93,14.8,14.8,10
10000,0,1,1.2843e-08,1,1,9.8692e-14,1.1462,1e-08,0.8,0.026736,0.026736,0,0,0,0,0.026736,0.026736,0,3.1836e-10,3.1836e-10,0,1,0,1,1.2843e-08,1.0325e+13,1,21.072,14.9,14.9,10
10000,0,1,1.3204e-08,1,1,9.8692e-14,1.1385,1e-08,0.8,0.02656,0.02656,0,0,0,0,0.02656,0.02656,0,3.2585e-10,3.2585e-10,0,1,0,1,1.3204e-08,1.0271e+13,1,21.213,15,15,10
10000,0,1,1.3572e-08,1,1,9.8692e-14,1.1312,1e-08,0.8,0.026387,0.026387,0,0,0,0,0.026387,0.026387,0,3.3283e-10,3.3283e-10,0,1,0,1,1.3572e-08,1.0217e+13,1,21.355,15.1,15.1,10
10000,0,1,1.3942e-08,1,1,9.8692e-14,1.1239,1e-08,0.8,0.026215,0.026215,0,0,0,0,0.026215,0.026215,0,3.3986e-10,3.3986e-10,0,1,0,1,1.3942e-08,1.0164e+13,1,21.496,15.2,15.2,10
10000,0,1,1.4314e-08,1,1,9.8692e-14,1.1167,1e-08,0.8,0.026046,0.026046,0,0,0,0,0.026046,0.026046,0,3.4696e-10,3.4696e-10,0,1,0,1,1.4314e-08,1.0111e+13,1,21.637,15.3,15.3,10
10000,0,1,1.4688e-08,1,1,9.8692e-14,1.1096,1e-08,0.8,0.025879,0.025879,0,0,0,0,0.025879,0.025879,0,3.5411e-10,3.5411e-10,0,1,0,1,1.4688e-08,1.0058e+13,1,21.779,15.4,15.4,10
10000,0,1,1.5065e-08,1,1,9.8692e-14,1.1025,1e-08,0.8,0.025714,0.025714,0,0,0,0,0.025714,0.025714,0,3.6132e-10,3.6132e-10,0,1,0,1,1.5065e-08,1.0006e+13,1,21.92,15.5,15.5,10
10000,0,1,1.5443e-08,1,1,9.8692e-14,1.0955,1e-08,0.8,0.025551,0.025551,0,0,0,0,0.025551,0.025551,0,3.6859e-10,3.6859e-10,0,1,0,1,1.5443e-08,9.9541e+12,1,22.062,15.6,15.6,10
10000,0,1,1.5824e-08,1,1,9.8692e-14,1.0886,1e-08,0.8,0.02539,0.02539,0,0,0,0,0.02539,0.02539,0,3.7592e-10,3.7592e-10,0,1,0,1,1.5824e-08,9.9024e+12,1,22.203,15.7,15.7,10
10000,0,1,1.6206e-08,1,1,9.8692e-14,1.0817,1e-08,0.8,0.025232,0.025232,0,0,0,0,0.025232,0.025232,0,3.833e-10,3.833e-10,0,1,0,1,1.6206e-08,9.8511e+12,1,22.345,15.8,15.8,10
10000,0,1,1.6591e-08,1,1,9.8692e-14,1.075,1e-08,0.8,0.025075,0.025075,0,0,0,0,0.025075,0.025075,0,3.9075e-10,3.9075e-10,0,1,0,1,1.6591e-08,9.8001e+12,1,22.486,15.9,15.9,10
10000,0,1,1.6978e-08,1,1,9.8692e-14,1.0682,1e-08,0.8,0.024921,0.024921,0,0,0,0,0.024921,0.024921,0,3.9824e-10,3.9824e-10,0,1,0,1,1.6978e-08,9.7494e+12,1,22.627,16,16,10
10000,0,1,1.729e-08,1,1,9.8692e-14,1.0618,1e-08,0.8,0.024769,0.024769,0,0,0,0,0.024769,0.024769,0,4.0391e-10,4.0391e-10,0,1,0,1,1.729e-08,9.6991e+12,1,22.769,16.1,16.1,10
10000,0,1,1.7599e-08,1,1,9.8692e-14,1.0554,1e-08,0.8,0.024618,0.024618,0,0,0,0,0.024618,0.024618,0,4.0951e-10,4.0951e-10,0,1,0,1,1.7599e-08,9.649e+12,1,22.91,16.2,16.2,10
10000,0,1,1.7906e-08,1,1,9.8692e-14,1.0491,1e-08,0.8,0.024469,0.024469,0,0,0,0,0.024469,0.024469,0,4.1504e-10,4.1504e-10,0,1,0,1,1.7906e-08,9.5992e+12,1,23.052,16.3,16.3,10
10000,0,1,1.821e-08,1,1,9.8692e-14,1.0428,1e-08,0.8,0.024322,0.024322,0,0,0,0,0.024322,0.024322,0,4.205e-10,4.205e-10,0,1,0,1,1.821e-08,9.5497e+12,1,23.193,16.4,16.4,10
10000,0,1,1.8512e-08,1,1,9.8692e-14,1.0366,1e-08,0.8,0.024177,0.024177,0,0,0,0,0.024177,0.024177,0,4.2589e-10,4.2589e-10,0,1,0,1,1.8512e-08,9.5006e+12,1,23.335,16.5,16.5,10
10000,0,1,1.8811e-08,1,1,9.8692e-14,1.0304,1e-08,0.8,0.024033,0.024033,0,0,0,0,0.024033,0.024033,0,4.3122e-10,4.3122e-10,0,1,0,1,1.8811e-08,9.4517e+12,1,23.476,16.6,16.6,10
10000,0,1,1.9108e-08,1,1,9.8692e-14,1.0243,1e-08,0.8,0.023892,0.023892,0,0,0,0,0.023892,0.023892,0,4.3647e-10,4.3647e-10,0,1,0,1,1.9108e-08,9.4031e+12,1,23.617,16.7,16.7,10
10000,0,1,1.9402e-08,1,1,9.8692e-14,1.0183,1e-08,0.8,0.023752,0.023752,0,0,0,0,0.023752,0.023752,0,4.4165e-10,4.4165e-10,0,1,0,1,1.9402e-08,9.3548e+12,1,23.759,16.8,16.8,10
10000,0,1,1.9694e-08,1,1,9.8692e-14,1.0123,1e-08,0.8,0.023614,0.023614,0,0,0,0,0.023614,0.023614,0,4.4677e-10,4.4677e-10,0,1,0,1,1.9694e-08,9.3067e+12,1,23.9,16.9,16.9,10
10000,0,1,1.9984e-08,1,1,9.8692e-14,1.0063,1e-08,0.8,0.023477,0.023477,0,0,0,0,0.023477,0.023477,0,4.5181e-10,4.5181e-10,0,1,0,1,1.9984e-08,9.259e+12,1,24.042,17,17,10
10000,0,1,2.0208e-08,1,1,9.8692e-14,1.0006,1e-08,0.8,0.023343,0.023343,0,0,0,0,0.023343,0.023343,0,4.5472e-10,4.5472e-10,0,1,0,1,2.0208e-08,9.2116e+12,1,24.183,17.1,17.1,10
10000,0,1,2.0434e-08,1,1,9.8692e-14,0.99497,1e-08,0.8,0.023209,0.023209,0,0,0,0,0.023209,0.023209,0,4.5763e-10,4.5763e-10,0,1,0,1,2.0434e-08,9.1644e+12,1,24.324,17.2,17.2,10
10000,0,1,2.0662e-08,1,1,9.8692e-14,0.98936,1e-08,0.8,0.023078,0.023078,0,0,0,0,0.023078,0.023078,0,4.6056e-10,4.6056e-10,0,1,0,1,2.0662e-08,9.1174e+12,1,24.466,17.3,17.3,10
10000,0,1,2.089e-08,1,1,9.8692e-14,0.9838,1e-08,0.8,0.022948,0.022948,0,0,0,0,0.022948,0.022948,0,4.6349e-10,4.6349e-10,0,1,0,1,2.089e-08,9.0708e+12,1,24.607,17.4,17.4,10
10000,0,1,2.112e-08,1,1,9.8692e-14,0.97828,1e-08,0.8,0.022819,0.022819,0,0,0,0,0.022819,0.022819,0,4.6644e-10,4.6644e-10,0,1,0,1,2.112e-08,9.0244e+12,1,24.749,17.5,17.5,10
10000,0,1,2.1351e-08,1,1,9.8692e-14,0.97282,1e-08,0.8,0.022692,0.022692,0,0,0,0,0.022692,0.022692,0,4.6939e-10,4.6939e-10,0,1,0,1,2.1351e-08,8.9782e+12,1,24.89,17.6,17.6,10
10000,0,1,2.1584e-08,1,1,9.8692e-14,0.96741,1e-08,0.8,0.022566,0.022566,0,0,0,0,0.022566,0.022566,0,4.7235e-10,4.7235e-10,0,1,0,1,2.1584e-08,8.9323e+12,1,25.032,17.7,17.7,10
10000,0,1,2.1817e-08,1,1,9.8692e-14,0.96204,1e-08,0.8,0.022442,0.022442,0,0,0,0,0.022442,0.022442,0,4.7533e-10,4.7533e-10,0,1,0,1,2.1817e-08,8.8867e+12,1,25.173,17.8,17.8,10
10000,0,1,2.2052e-08,1,1,9.8692e-14,0.95672,1e-08,0.8,0.022319,0.022319,0,0,0,0,0.022319,0.022319,0,4.7831e-10,4.7831e-10,0,1,0,1,2.2052e-08,8.8413e+12,1,25.314,17.9,17.9,10
10000,0,1,2.2288e-08,1,1,9.8692e-14,0.95145,1e-08,0.8,0.022198,0.022198,0,0,0,0,0.022198,0.022198,0,4.813e-10,4.813e-10,0,1,0,1,2.2288e-08,8.7962e+12,1,25.456,18,18,10
10000,0,1,2.2475e-08,1,1,9.8692e-14,0.94637,1e-08,0.8,0.022078,0.022078,0,0,0,0,0.022078,0.022078,0,4.8298e-10,4.8298e-10,0,1,0,1,2.2475e-08,8.7513e+12,1,25.597,18.1,18.1,10
10000,0,1,2.2663e-08,1,1,9.8692e-14,0.94133,1e-08,0.8,0.021959,0.021959,0,0,0,0,0.021959,0.021959,0,4.8468e-10,4.8468e-10,0,1,0,1,2.2663e-08,8.7067e+12,1,25.739,18.2,18.2,10
10000,0,1,2.2855e-08,1,1,9.8692e-14,0.93633,1e-08,0.8,0.021842,0.021842,0,0,0,0,0.021842,0.021842,0,4.8643e-10,4.8643e-10,0,1,0,1,2.2855e-08,8.6623e+12,1,25.88,18.3,18.3,10
10000,0,1,2.3048e-08,1,1,9.8692e-14,0.93138,1e-08,0.8,0.021726,0.021726,0,0,0,0,0.021726,0.021726,0,4.882e-10,4.882e-10,0,1,0,1,2.3048e-08,8.6181e+12,1,26.022,18.4,18.4,10
10000,0,1,2.3243e-08,1,1,9.8692e-14,0.92646,1e-08,0.8,0.021611,0.021611,0,0,0,0,0.021611,0.021611,0,4.9001e-10,4.9001e-10,0,1,0,1,2.3243e-08,8.5742e+12,1,26.163,18.5,18.5,10
10000,0,1,2.3441e-08,1,1,9.8692e-14,0.92159,1e-08,0.8,0.021497,0.021497,0,0,0,0,0.021497,0.021497,0,4.9185e-10,4.9185e-10,0,1,0,1,2.3441e-08,8.5305e+12,1,26.304,18.6,18.6,10
10000,0,1,2.3642e-08,1,1,9.8692e-14,0.91675,1e-08,0.8,0.021385,0.021385,0,0,0,0,0.021385,0.021385,0,4.9372e-10,4.9372e-10,0,1,0,1,2.3642e-08,8.487e+12,1,26.446,18.7,18.7,10
10000,0,1,2.3844e-08,1,1,9.8692e-14,0.91196,1e-08,0.8,0.021274,0.021274,0,0,0,0,0.021274,0.021274,0,4.9562e-10,4.9562e-10,0,1,0,1,2.3844e-08,8.4437e+12,1,26.587,18.8,18.8,10
10000,0,1,2.4049e-08,1,1,9.8692e-14,0.90721,1e-08,0.8,0.021164,0.021164,0,0,0,0,0.021164,0.021164,0,4.9756e-10,4.9756e-10,0,1,0,1,2.4049e-08,8.4007e+12,1,26.729,18.9,18.9,10
10000,0,1,2.4256e-08,1,1,9.8692e-14,0.90251,1e-08,0.8,0.021056,0.021056,0,0,0,0,0.021056,0.021056,0,4.9953e-10,4.9953e-10,0,1,0,1,2.4256e-08,8.3579e+12,1,26.87,19,19,10
10000,0,1,2.45e-08,1,1,9.8692e-14,0.89796,1e-08,0.8,0.020949,0.020949,0,0,0,0,0.020949,0.020949,0,5.0143e-10,5.0143e-10,0,1,0,1,2.45e-08,8.3154e+12,1,27.011,19.1,19.1,10
10000,0,1,2.4754e-08,1,1,9.8692e-14,0.89344,1e-08,0.8,0.020843,0.020843,0,0,0,0,0.020843,0.020843,0,5.0351e-10,5.0351e-10,0,1,0,1,2.4754e-08,8.273e+12,1,27.153,19.2,19.2,10
10000,0,1,2.502e-08,1,1,9.8692e-14,0.88896,1e-08,0.8,0.020738,0.020738,0,0,0,0,0.020738,0.020738,0,5.0578e-10,5.0577e-10,0,1,0,1,2.502e-08,8.2309e+12,1,27.294,19.3,19.3,10
10000,0,1,2.5296e-08,1,1,9.8692e-14,0.88452,1e-08,0.8,0.020634,0.020634,0,0,0,0,0.020634,0.020634,0,5.0822e-10,5.0822e-10,0,1,0,1,2.5296e-08,8.1889e+12,1,27.436,19.4,19.4,10
10000,0,1,2.5582e-08,1,1,9.8692e-14,0.88012,1e-08,0.8,0.020531,0.020531,0,0,0,0,0.020531,0.020531,0,5.1085e-10,5.1085e-10,0,1,0,1,2.5582e-08,8.1472e+12,1,27.577,19.5,19.5,10
10000,0,1,2.5879e-08,1,1,9.8692e-14,0.87574,1e-08,0.8,0.020429,0.020429,0,0,0,0,0.020429,0.020429,0,5.1365e-10,5.1365e-10,0,1,0,1,2.5879e-08,8.1057e+12,1,27.719,19.6,19.6,10
10000,0,1,2.6187e-08,1,1,9.8692e-14,0.87141,1e-08,0.8,0.020328,0.020328,0,0,0,0,0.020328,0.020328,0,5.1664e-10,5.1664e-10,0,1,0,1,2.6187e-08,8.0643e+12,1,27.86,19.7,19.7,10
10000,0,1,2.6506e-08,1,1,9.8692e-14,0.86711,1e-08,0.8,0.020229,0.020229,0,0,0,0,0.020229,0.020229,0,5.1981e-10,5.1981e-10,0,1,0,1,2.6506e-08,8.0232e+12,1,28.001,19.8,19.8,10
10000,0,1,2.6835e-08,1,1,9.8692e-14,0.86285,1e-08,0.8,0.02013,0.02013,0,0,0,0,0.02013,0.02013,0,5.2316e-10,5.2316e-10,0,1,0,1,2.6835e-08,7.9823e+12,1,28.143,19.9,19.9,10
10000,0,1,2.7175e-08,1,1,9.8692e-14,0.85862,1e-08,0.8,0.020033,0.020033,0,0,0,0,0.020033,0.020033,0,5.267e-10,5.267e-10,0,1,0,1,2.7175e-08,7.9416e+12,1,28.284,20,20,10
10000,0,1,2.7581e-08,1,1,9.8692e-14,0.85453,1e-08,0.8,0.019936,0.019936,0,0,0,0,0.019936,0.019936,0,5.3141e-10,5.3141e-10,0,1,0,1,2.7581e-08,7.9011e+12,1,28.426,20.1,20.1,10
10000,0,1,2.7989e-08,1,1,9.8692e-14,0.85047,1e-08,0.8,0.019841,0.019841,0,0,0,0,0.019841,0.019841,0,5.3621e-10,5.3621e-10,0,1,0,1,2.7989e-08,7.8608e+12,1,28.567,20.2,20.2,10
10000,0,1,2.8398e-08,1,1,9.8692e-14,0.84644,1e-08,0.8,0.019746,0.019746,0,0,0,0,0.019746,0.019746,0,5.411e-10,5.411e-10,0,1,0,1,2.8398e-08,7.8207e+12,1,28.709,20.3,20.3,10
10000,0,1,2.881e-08,1,1,9.8692e-14,0.84244,1e-08,0.8,0.019652,0.019652,0,0,0,0,0.019652,0.019652,0,5.4608e-10,5.4608e-10,0,1,0,1,2.881e-08,7.7807e+12,1,28.85,20.4,20.4,10
10000,0,1,2.9224e-08,1,1,9.8692e-14,0.83847,1e-08,0.8,0.01956,0.01956,0,0,0,0,0.01956,0.01956,0,5.5115e-10,5.5115e-10,0,1,0,1,2.9224e-08,7.741e+12,1,28.991,20.5,20.5,10
10000,0,1,2.9639e-08,1,1,9.8692e-14,0.83453,1e-08,0.8,0.019468,0.019468,0,0,0,0,0.019468,0.019468,0,5.5631e-10,5.5631e-10,0,1,0,1,2.9639e-08,7.7014e+12,1,29.133,20.6,20.6,10
10000,0,1,3.0057e-08,1,1,9.8692e-14,0.83063,1e-08,0.8,0.019377,0.019377,0,0,0,0,0.019377,0.019377,0,5.6156e-10,5.6156e-10,0,1,0,1,3.0057e-08,7.662e+12,1,29.274,20.7,20.7,10
10000,0,1,3.0477e-08,1,1,9.8692e-14,0.82675,1e-08,0.8,0.019287,0.019287,0,0,0,0,0.019287,0.019287,0,5.669e-10,5.669e-10,0,1,0,1,3.0477e-08,7.6228e+12,1,29.416,20.8,20.8,10
10000,0,1,3.0898e-08,1,1,9.8692e-14,0.82291,1e-08,0.8,0.019199,0.019199,0,0,0,0,0.019199,0.019199,0,5.7232e-10,5.7232e-10,0,1,0,1,3.0898e-08,7.5838e+12,1,29.557,20.9,20.9,10
10000,0,1,3.1322e-08,1,1,9.8692e-14,0.81909,1e-08,0.8,0.019111,0.019111,0,0,0,0,0.019111,0.019111,0,5.7784e-10,5.7784e-10,0,1,0,1,3.1322e-08,7.545e+12,1,29.698,21,21,10
10000,0,1,3.1717e-08,1,1,9.8692e-14,0.8154,1e-08,0.8,0.019024,0.019024,0,0,0,0,0.019024,0.019024,0,5.8283e-10,5.8283e-10,0,1,0,1,3.1717e-08,7.5063e+12,1,29.84,21.1,21.1,10
10000,0,1,3.2109e-08,1,1,9.8692e-14,0.81173,1e-08,0.8,0.018937,0.018937,0,0,0,0,0.018937,0.018937,0,5.8776e-10,5.8776e-10,0,1,0,1,3.2109e-08,7.4679e+12,1,29.981,21.2,21.2,10
