fg_alg,muApp_alg
1.0,0.040242456366177855
0.9999977669874427,0.04196824064810286
0.9999871737454393,0.04381226076761118
0.9999636346741152,0.04581406159678137
0.9999226753886908,0.0480042584323391
0.9998593914814082,0.05041677017022677
0.9997681271057459,0.05309180678251719
0.9996421444475037,0.05607847306083375
0.9994732124312754,0.05943793983113198
0.9992510514704654,0.06324773791779066
0.9989625491575436,0.06760785011566525
0.9985906143384761,0.0726496358141529
0.9981124494086917,0.07854930261671793
0.9974968579320517,0.08554890411339759
0.9966998907850309,0.09399027996771923
0.9956574971081903,0.10437229118980067
0.994272472165917,0.11745233340861638
0.9923898018208962,0.13443774465881328
0.9897463866378894,0.15737515574067468
0.985858037710694,0.1900226693977298
0.9797308321767857,0.24006659208701875
0.9689843617569931,0.3257998317506431
0.9501225506721174,0.46727660669499554
0.9227295128001793,0.6489224095530008
0.8819611865366137,0.8927601137670133
0.8576890457834525,0.9734989950467333
0.8402788116366966,0.9921051292476429
0.8243363934246674,0.9943895082282656
0.8086649746095643,0.9904106903988915
0.7929079551780743,0.9833178880257493
0.7769390979068242,0.9743943696355242
0.7607176192545492,0.9642520090942798
0.7442367272172493,0.9532324805289744
0.7275070350072308,0.9415439575269415
0.7105517370236601,0.9293138504628711
0.6933974792929006,0.9166381536801247
0.676074874121457,0.9035872256541178
0.6586178444542393,0.8902134943326041
0.6410587655320887,0.8765673750417344
0.6234353394220646,0.862680984562112
0.6057821205450465,0.848590835096119
0.5881333170847872,0.8343302169199701
0.5705262567161293,0.8199227964630634
0.5529931049458011,0.8053996186081283
0.5355671660181252,0.79078592257203
0.5182829522967882,0.776102049550355
0.5011695350081061,0.7613744547009186
0.4842571401194227,0.7466242505802676
0.46757223991625235,0.7318748866976618
0.4511427967446634,0.717144396952304
0.434991606654993,0.7024546422764886
0.41914081732916514,0.6878247902481197
0.4036102629647185,0.6732735203715581
0.38841948288716294,0.6588167021820506
0.3735835976016512,0.6444720244071532
0.359116056538158,0.6302556868689102
0.345028506600913,0.6161826280862863
0.33133113476135695,0.6022662894462245
0.318031392499991,0.5885198527285825
0.3051344983648157,0.5749557215371544
0.29264561299811587,0.5615838030944077
0.2805651924661131,0.5484154105098331
0.26889440042607876,0.5354589132436472
0.25763314260722914,0.522721569723849
0.24677804132249634,0.5102110200515955
0.23632382390882767,0.4979342309294836
0.22626715614320397,0.4858951332708177
0.21660106834684373,0.47409847515376113
0.20731832173814171,0.4625476652172927
0.19841085191044963,0.4512452715016438
0.1898707530514242,0.44019259340939604
0.18437353509316717,0.4279818674230598
0.18041695563500254,0.4155130058474679
0.1766014928896845,0.4035203462450196
0.1729211367309941,0.39198232977385655
0.16937016091751775,0.3808784654018038
0.1659431099220826,0.3701892777266914
0.1626347861963302,0.3598962566882165
0.15944023788963058,0.3499818092351832
0.1563547470341918,0.3404292129814378
0.15337381820213938,0.33122257185913906
0.15049316763537204,0.3223467737581553
0.14770871284492118,0.31378745012464965
0.1450165626733155,0.3055309374795829
0.14241300781084176,0.297564240808366
0.13989451175458426,0.28987499876575623
0.137457702197585,0.28245145063491983
0.13509936283433038,0.2752824049759949
0.13281642556795786,0.2683572098972324
0.13060596310406147,0.26166572488061324
0.12846518191567002,0.25519829409351774
0.12639141556386438,0.24894572111840002
0.12438211835855295,0.24289924503336094
0.12243485934408097,0.2370505177778749
0.12054731659462234,0.23139158273961544
0.1187172718046473,0.22591485450028678
0.11694260516015542,0.22061309968048473
0.11522129047681612,0.21547941882586513
